ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z
282,Коломенская 2,md,1424159532913,Raw,-2.0566726,4.630918,7.9679036,244.0,-29.0,-12.0,7.4375,0.0,0.0,0.0
,ServiceLog,md,1424159534728,Raw,-2.0566726,4.630918,7.9679036,244.0,-29.0,-12.0,7.4375,0.0,0.0,0.0
,ServiceLog,md,1424159538194,Raw,-2.0566726,4.630918,7.9679036,244.0,-29.0,-12.0,7.4375,0.0,0.0,0.0
,ServiceLog,md,1424159539663,Raw,-2.5197644,4.5491962,7.6954966,236.0,-29.0,-15.0,6.6875,0.0,0.0,0.0
,ServiceLog,md,1424159540684,Raw,-2.1383946,3.173541,8.417375,339.0,-20.0,-13.0,7.5625,0.0,0.0,0.0
,ServiceLog,md,1424159541714,Raw,-1.56634,3.9771416,7.995144,352.0,-26.0,-9.0,1.375,0.0,0.0,0.0
,ServiceLog,md,1424159542749,Raw,-3.0645783,3.6774938,7.804459,346.0,-23.0,-19.0,4.625,0.0,0.0,0.0
,ServiceLog,md,1424159543774,Raw,-2.0566726,4.399372,7.6137743,241.0,-29.0,-13.0,2.625,0.0,0.0,0.0
,ServiceLog,md,1424159544786,Raw,-2.3290794,4.399372,7.7363577,201.0,-28.0,-14.0,2.625,0.0,0.0,0.0
,ServiceLog,md,1424159545815,Raw,-2.0566726,4.5491962,7.84532,201.0,-29.0,-12.0,3.625,0.0,0.0,0.0
,ServiceLog,md,1424159546880,Raw,-2.8602731,3.9771416,7.8861814,230.0,-25.0,-17.0,8.9375,0.0,0.0,0.0
,ServiceLog,md,1424159547906,Raw,-1.6753027,4.4810944,7.9270425,241.0,-28.0,-10.0,4.125,0.0,0.0,0.0
,ServiceLog,md,1424159548921,Raw,-2.1383946,4.2495484,7.9270425,206.0,-27.0,-13.0,2.1875,0.0,0.0,0.0
,ServiceLog,md,1424159549941,Raw,-2.2201166,4.2904096,7.9679036,211.0,-27.0,-12.0,2.3125,0.0,0.0,0.0
,ServiceLog,md,1424159550955,Raw,-2.1383946,4.2086873,7.995144,215.0,-26.0,-13.0,3.1875,0.0,0.0,0.0
,ServiceLog,md,1424159551967,Raw,-2.0294318,4.2495484,7.995144,234.0,-27.0,-12.0,2.0625,0.0,0.0,0.0
,ServiceLog,md,1424159552981,Raw,-2.0975335,4.2086873,7.995144,219.0,-26.0,-13.0,2.5,0.0,0.0,0.0
,ServiceLog,md,1424159553997,Raw,-2.1792557,4.1269655,7.9679036,232.0,-26.0,-13.0,2.4375,0.0,0.0,0.0
,ServiceLog,md,1424159555024,Raw,-0.61291564,5.012288,7.763598,119.0,-32.0,-3.0,-23.125,0.0,0.0,0.0
283,Коломенская 3,md,1424159556511,Raw,-0.6401563,4.8216033,8.036005,98.0,-30.0,-3.0,-32.0,0.0,0.0,0.0
