ID,Name,TimeStamp,Type,User,X,Y,Z,race_id
1013,Академическая 3,1417189087518,Raw,bishop,"0,767005","2,0315752","9,272917",1417189087
,bishop,1417189088099,Raw,,-0.53588563,2.5680597,9.6178,1417189087
,bishop,1417189089121,Raw,,-0.03772156,3.449427,9.272917,1417189087
,bishop,1417189090142,Raw,,0.4604425,2.8363018,9.579479,1417189087
,bishop,1417189091192,Raw,,0.95860654,3.0662239,9.69444,1417189087
,bishop,1417189092210,Raw,,0.42212218,2.5297394,9.426198,1417189087
,bishop,1417189093228,Raw,,0.69036436,2.4530988,9.541159,1417189087
,bishop,1417189094497,Raw,,0.72868466,2.3764582,10.039323,1417189087
,bishop,1417189095507,Raw,,0.49876282,2.4530988,9.579479,1417189087
,bishop,1417189096523,Raw,,0.57540345,2.3764582,9.349558,1417189087
,bishop,1417189097558,Raw,,1.0352472,2.5297394,9.311237,1417189087
,bishop,1417189098575,Raw,,0.38380188,2.8363018,9.771081,1417189087
,bishop,1417189099607,Raw,,0.38380188,2.6447003,9.081315,1417189087
1014,Академическая 4,1417189099988,Raw,bishop,"-0,1526825","2,8363018","9,004675",1417189087
,bishop,1417189100639,Raw,,-0.11436218,2.108216,8.46819,1417189087
,bishop,1417189101656,Raw,,0.07723938,1.7633331,9.042995,1417189087
,bishop,1417189102677,Raw,,0.38380188,3.2961457,9.042995,1417189087
,bishop,1417189103694,Raw,,-0.65084654,2.2614973,9.8094015,1417189087
,bishop,1417189104727,Raw,,0.34548157,2.7596612,10.384206,1417189087
,bishop,1417189105754,Raw,,-0.7658075,3.0662239,10.767409,1417189087
,bishop,1417189107002,Raw,,0.23052064,2.3764582,8.928034,1417189087
,bishop,1417189108046,Raw,,-0.22932312,2.1848567,9.962683,1417189087
,bishop,1417189109115,Raw,,0.49876282,2.108216,9.73276,1417189087
,bishop,1417189110254,Raw,,0.11555969,3.6410284,9.234596,1417189087
,bishop,1417189111271,Raw,,-0.7658075,2.5297394,8.276588,1417189087
,bishop,1417189112378,Raw,,-1.1490107,2.3764582,9.847721,1417189087
,bishop,1417189113479,Raw,,-0.8807684,3.1045442,9.234596,1417189087
,bishop,1417189114490,Raw,,0.0005987549,2.7979815,8.6981125,1417189087
,bishop,1417189115504,Raw,,-0.7274872,3.5643878,9.73276,1417189087
,bishop,1417189116521,Raw,,-0.9190887,1.7633331,9.8094015,1417189087
,bishop,1417189117534,Raw,,-0.65084654,2.874622,8.774753,1417189087
,bishop,1417189118646,Raw,,-0.38260436,2.6447003,9.387877,1417189087
,bishop,1417189121648,Raw,,-0.57420594,2.491419,9.8094015,1417189087
,bishop,1417189123228,Raw,,-0.4975653,2.108216,9.8094015,1417189087
,bishop,1417189124250,Raw,,-0.65084654,2.1848567,9.196277,1417189087
,bishop,1417189125284,Raw,,-0.57420594,2.0315752,9.196277,1417189087
,bishop,1417189126298,Raw,,-1.1490107,2.1465364,11.035651,1417189087
,bishop,1417189127311,Raw,,-0.26764342,2.60638,9.464519,1417189087
,bishop,1417189128406,Raw,,-0.53588563,3.0662239,8.813073,1417189087
,bishop,1417189130405,Raw,,-0.65084654,2.60638,8.928034,1417189087
,bishop,1417189131772,Raw,,-1.3022919,2.989583,8.583151,1417189087
,bishop,1417189133651,Raw,,-0.65084654,2.874622,9.962683,1417189087
,bishop,1417189155798,Raw,,0.0,0.0,0.0,1417189087
,bishop,1417189156859,Raw,,-0.53588563,2.9129424,8.6981125,1417189087
,bishop,1417189157874,Raw,,-0.4975653,1.7633331,10.230925,1417189087
,bishop,1417189158894,Raw,,-0.9574091,1.3418097,9.119636,1417189087
,bishop,1417189159909,Raw,,-0.68916684,2.4147785,9.541159,1417189087
,bishop,1417189160931,Raw,,-0.7658075,2.7596612,8.736432,1417189087
,bishop,1417189162230,Raw,,-0.8807684,2.1848567,9.042995,1417189087
,bishop,1417189163242,Raw,,-1.3789325,2.491419,9.69444,1417189087
,bishop,1417189164256,Raw,,-0.53588563,2.2614973,9.464519,1417189087
,bishop,1417189165277,Raw,,-0.8041278,2.0315752,9.924362,1417189087
,bishop,1417189166314,Raw,,-0.68916684,2.5680597,9.196277,1417189087
,bishop,1417189167333,Raw,,-0.9574091,2.491419,9.311237,1417189087
1021,Профсоюзная 1,1417189167996,Raw,bishop,"-0,9957294","2,2614973","10,307566",1417189087
,bishop,1417189168345,Raw,,-1.685495,2.108216,9.502839,1417189087
,bishop,1417189169357,Raw,,-2.9500654,2.9512627,9.65612,1417189087
,bishop,1417189170372,Raw,,-1.07237,3.0662239,9.73276,1417189087
,bishop,1417189172598,Raw,,-3.2183075,5.02056,9.387877,1417189087
,bishop,1417189173618,Raw,,-1.3022919,2.5297394,9.272917,1417189087
,bishop,1417189174764,Raw,,-0.61252624,2.5297394,9.387877,1417189087
,bishop,1417189175782,Raw,,-1.3022919,2.5680597,9.73276,1417189087
,bishop,1417189176813,Raw,,-1.9920574,2.721341,9.8094015,1417189087
,bishop,1417189177824,Raw,,-0.68916684,2.721341,9.464519,1417189087
,bishop,1417189178836,Raw,,-1.2639716,2.5297394,9.847721,1417189087
,bishop,1417189179889,Raw,,-0.53588563,2.7596612,9.579479,1417189087
,bishop,1417189180904,Raw,,-1.4172528,2.4147785,9.65612,1417189087
,bishop,1417189181918,Raw,,-1.3789325,2.60638,9.886042,1417189087
1022,Профсоюзная 2,1417189182446,Raw,bishop,"0,4604425","2,3381379","10,115964",1417189087
