Accel_X,Accel_Y,Accel_Z,Azimuth,GPS_Accuracy,GPS_Alt,GPS_Bearing,GPS_Lat,GPS_Lon,GPS_Speed,Gyro_X,Gyro_Y,Gyro_Z,ID,Magnetic,Name,Pitch,Roll,TimeStamp,Type,User,race_id,session_id
-0.25878662,2.0566726,9.80665,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1333,0.0,Петровско-Разумовская 3,0.0,0.0,1435844501750,Raw,vlad,1435844567,449805108
-0.21792556,1.7161638,9.833891,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844502247,Raw,vlad,1435844567,449805108
-0.25878662,1.56634,9.80665,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844503497,Raw,vlad,1435844567,449805108
-0.40861043,1.56634,9.493382,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844504511,Raw,vlad,1435844567,449805108
-0.7218784,1.607201,9.684067,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844505529,Raw,vlad,1435844567,449805108
-0.6810174,2.0975335,9.534244,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844506582,Raw,vlad,1435844567,449805108
-0.6810174,2.0294318,9.343558,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844507772,Raw,vlad,1435844567,449805108
-0.53119355,1.9477097,9.261836,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844508871,Raw,vlad,1435844567,449805108
-0.38136974,2.0975335,9.493382,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844509935,Raw,vlad,1435844567,449805108
-0.9125633,2.1383946,9.493382,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844510993,Raw,vlad,1435844567,449805108
-0.5720546,2.5606253,9.724928,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844512008,Raw,vlad,1435844567,449805108
-0.8308412,2.4108016,9.112013,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844513024,Raw,vlad,1435844567,449805108
-0.53119355,2.6014864,9.152874,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844514047,Raw,vlad,1435844567,449805108
-0.4903325,2.5606253,9.493382,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844516565,Raw,vlad,1435844567,449805108
-0.4903325,2.5606253,9.493382,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1334,0.0,Петровско-Разумовская 4,0.0,0.0,1435844517458,Raw,vlad,1435844567,449805108
-0.6810174,2.5197644,9.452521,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844517583,Raw,vlad,1435844567,449805108
-0.38136974,2.7104492,9.602345,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844518605,Raw,vlad,1435844567,449805108
-1.1032481,2.4108016,9.302697,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844519625,Raw,vlad,1435844567,449805108
-0.40861043,2.4516625,9.030291,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844520638,Raw,vlad,1435844567,449805108
-0.29964766,2.2201166,9.956474,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844521653,Raw,vlad,1435844567,449805108
-0.40861043,1.607201,9.071152,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844522680,Raw,vlad,1435844567,449805108
-1.0623871,1.9885708,9.41166,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844523727,Raw,vlad,1435844567,449805108
-0.6810174,1.9068487,9.833891,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,ServiceLog,0.0,0.0,1435844524770,Raw,vlad,1435844567,449805108
