ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z
173,Университет 3,md,1418136433061,Raw,0.4903325,3.6774938,8.880466
,ServiceLog,md,1418136433156,Raw,0.4903325,3.6774938,8.880466
,ServiceLog,md,1418136434203,Raw,0.44947147,2.7104492,8.989429
,ServiceLog,md,1418136435239,Raw,0.87170225,3.4731886,8.689782
,ServiceLog,md,1418136436288,Raw,0.40861043,3.7047346,9.261836
,ServiceLog,md,1418136437305,Raw,1.334794,3.4731886,8.60806
,ServiceLog,md,1418136438330,Raw,0.9125633,3.5957718,8.689782
,ServiceLog,md,1418136439350,Raw,1.0215261,3.13268,9.193735
,ServiceLog,md,1418136440370,Raw,0.87170225,3.0237172,8.921328
,ServiceLog,md,1418136441397,Raw,0.6810174,3.13268,9.220976
,ServiceLog,md,1418136442450,Raw,0.5720546,3.214402,9.193735
,ServiceLog,md,1418136443469,Raw,0.87170225,3.3233647,9.261836
,ServiceLog,md,1418136444488,Raw,0.6401563,3.255263,8.267551
174,Университет 4,md,1418136444524,Raw,0.6401563,3.255263,8.267551
,ServiceLog,md,1418136445521,Raw,3.445948,3.7455957,7.804459
,ServiceLog,md,1418136446563,Raw,0.027240695,1.6344417,9.112013
,ServiceLog,md,1418136447582,Raw,1.293933,3.3233647,8.648921
,ServiceLog,md,1418136448604,Raw,2.0566726,3.5140498,8.458236
,ServiceLog,md,1418136449632,Raw,0.29964766,2.7513103,9.220976
,ServiceLog,md,1418136450663,Raw,1.1032481,3.255263,9.302697
,ServiceLog,md,1418136451827,Raw,1.1849703,2.4789033,9.261836
,ServiceLog,md,1418136452978,Raw,0.7218784,3.3642259,8.989429
,ServiceLog,md,1418136454021,Raw,1.1849703,2.4108016,8.3765135
,ServiceLog,md,1418136455044,Raw,0.44947147,2.7921712,9.152874
,ServiceLog,md,1418136456064,Raw,0.40861043,2.669588,8.921328
,ServiceLog,md,1418136457085,Raw,0.44947147,2.669588,8.308413
,ServiceLog,md,1418136458105,Raw,3.091819,4.5900574,7.3822284
,ServiceLog,md,1418136459126,Raw,0.44947147,2.6014864,9.030291
,ServiceLog,md,1418136460141,Raw,0.21792556,2.7104492,8.962189
,ServiceLog,md,1418136461168,Raw,0.25878662,2.4516625,9.071152
,ServiceLog,md,1418136462196,Raw,0.3405087,2.1383946,8.989429
,ServiceLog,md,1418136463234,Raw,0.8308412,2.7513103,8.730643
,ServiceLog,md,1418136465152,Raw,0.95342433,3.5549107,8.580819
,ServiceLog,md,1418136466186,Raw,0.40861043,3.091819,9.152874
,ServiceLog,md,1418136467222,Raw,0.44947147,2.4108016,9.643207
,ServiceLog,md,1418136468266,Raw,0.5720546,2.669588,9.261836
,ServiceLog,md,1418136469287,Raw,0.40861043,3.255263,9.833891
,ServiceLog,md,1418136470312,Raw,0.44947147,3.2825038,8.499097
,ServiceLog,md,1418136471331,Raw,0.4903325,3.214402,8.580819
,ServiceLog,md,1418136472405,Raw,0.29964766,3.445948,9.302697
,ServiceLog,md,1418136473443,Raw,0.40861043,3.214402,9.575105
,ServiceLog,md,1418136474475,Raw,0.87170225,4.0588636,8.3765135
,ServiceLog,md,1418136475721,Raw,1.334794,3.9362805,8.539958
,ServiceLog,md,1418136477652,Raw,-0.44947147,2.982856,9.534244
,ServiceLog,md,1418136478690,Raw,0.38136974,2.669588,8.539958
,ServiceLog,md,1418136479735,Raw,0.027240695,2.6423476,9.80665
,ServiceLog,md,1418136480832,Raw,0.14982383,2.901134,10.528529
,ServiceLog,md,1418136481936,Raw,0.38136974,2.0975335,9.452521
