ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z
1613,Дубровка 3,taimyr,1424337509092,Raw,-0.9660604,4.374805,8.333019,10.728088,-25.839315,-6.700223,10.4,-0.16964336,-0.066046394,-0.022104237
,ServiceLog,taimyr,1424337509983,Raw,1.2318168,4.6818614,9.097368,0.16667758,-27.398163,-3.050522,11.9,0.41438788,-0.123836994,-0.18615496
,ServiceLog,taimyr,1424337511032,Raw,-1.1390414,4.271256,8.690353,11.399606,-28.710123,-9.349347,16.5,-0.0010652645,0.012516857,0.087884314
,ServiceLog,taimyr,1424337512087,Raw,-1.3772645,4.2060137,9.280524,11.69438,-26.174515,-8.611664,15.3,-0.0628506,-0.061252706,-0.08282431
,ServiceLog,taimyr,1424337513140,Raw,-1.1378443,4.174889,8.260594,9.581081,-25.702757,-7.522948,13.6,0.0010652645,0.017576864,-0.018109497
,ServiceLog,taimyr,1424337514192,Raw,-2.2008698,4.0078936,8.257602,7.7024283,-25.16531,-7.8962708,20.4,0.041012682,-0.066046394,-0.19414444
,ServiceLog,taimyr,1424337515227,Raw,-0.93493575,4.4179006,7.597999,11.03753,-25.328371,-7.5726523,14.2,-0.04926848,0.005060006,-0.040480047
,ServiceLog,taimyr,1424337516287,Raw,-0.98341835,4.2419267,7.6249337,0.098430455,-25.327612,-6.6883216,30.7,-0.10865697,-0.10918961,-0.021571605
,ServiceLog,taimyr,1424337517344,Raw,-0.97384155,4.4316673,9.083601,5.9068522,-25.069939,-5.8109713,15.4,0.06018744,-0.02609898,0.03089267
,ServiceLog,taimyr,1424337518396,Raw,-0.76195467,4.26527,9.010578,356.08383,-25.067818,-4.6519394,28.4,0.04261058,-0.10066749,-0.010386328
,ServiceLog,taimyr,1424337519419,Raw,-1.6573862,3.9240966,8.30369,355.39548,-25.309843,-5.2909923,34.7,-0.048469532,0.0055926386,0.015978966
,ServiceLog,taimyr,1424337520480,Raw,-1.1270704,4.0839095,8.542512,356.47623,-25.5552,-6.141579,36.6,-0.2213087,-0.06524745,-0.073236935
,ServiceLog,taimyr,1424337521529,Raw,-1.4616601,3.4530375,9.116522,4.331407,-24.735151,-7.496305,26.6,-0.052464273,0.02876214,-0.011451593
1614,Дубровка 4,taimyr,1424337521965,Raw,-0.8487445,4.2036195,8.51019,358.0881,-25.540142,-6.0918202,32.6,0.18775286,-0.32863408,-0.13954964
,ServiceLog,taimyr,1424337522578,Raw,-1.4293385,3.9588125,9.347562,356.39957,-24.969044,-6.650566,37.7,-0.07057377,-0.22663501,-0.262854
,ServiceLog,taimyr,1424337523617,Raw,-0.3705027,3.433884,10.691308,5.8827085,-31.711462,-0.2791526,-17.4,-0.31957933,-1.2660668,-0.9787117
,ServiceLog,taimyr,1424337524654,Raw,-1.5849615,5.0026846,9.378088,3.6112876,-27.359999,-4.9565716,4.2,-0.9715212,-0.3222425,0.24607609
,ServiceLog,taimyr,1424337525674,Raw,0.5566519,3.8708255,8.079832,358.2603,-25.985294,4.7962623,-18.8,0.38615838,-0.013315806,-0.14354439
,ServiceLog,taimyr,1424337526727,Raw,0.5482722,3.8618474,8.627506,354.56772,-24.762005,5.045917,-14.9,0.008788432,-0.019973708,0.037550572
,ServiceLog,taimyr,1424337527759,Raw,-0.81761986,4.529231,7.247847,0.45707434,-26.586971,-3.772959,31.2,0.43809,0.7709851,0.17124127
,ServiceLog,taimyr,1424337528791,Raw,-0.6159084,3.481768,8.447342,348.06805,-22.556034,-3.5483665,35.9,0.021837922,-0.04234426,-0.05219796
,ServiceLog,taimyr,1424337529849,Raw,-1.4460979,3.8684313,8.69155,350.45053,-25.17699,-6.155902,45.5,-0.10918961,0.011717909,0.08069378
,ServiceLog,taimyr,1424337530868,Raw,1.4736311,5.6401405,8.863934,355.25366,-32.295254,-3.5229979,30.5,0.2231729,0.033822145,-0.30013826
,ServiceLog,taimyr,1424337531924,Raw,-0.3752911,6.371569,7.33344,5.3923993,-37.806335,-8.919565,30.4,-0.061252706,-0.37417415,0.29507825
,ServiceLog,taimyr,1424337532974,Raw,-0.95349085,6.3248825,9.677961,6.263962,-34.45834,-11.37623,41.7,-0.124902256,-0.24847293,-0.37097836
,ServiceLog,taimyr,1424337534038,Raw,-0.31244332,5.1241903,7.1969705,7.7448764,-40.05552,-11.903535,37.2,0.32490566,0.032490566,-0.07536746
,ServiceLog,taimyr,1424337535086,Raw,-1.6005238,5.255273,5.2726307,20.528162,-43.100033,-22.3583,41.2,0.46978164,-0.2263687,-0.103863284
,ServiceLog,taimyr,1424337536141,Raw,-1.240795,6.831256,7.769783,23.292376,-42.88194,-15.228204,8.5,-0.08868326,-0.14114754,0.15632756
,ServiceLog,taimyr,1424337537167,Raw,-3.1789012,5.0236335,6.9677253,34.540096,-40.616974,-25.555292,31.8,0.007190535,0.04261058,-0.4412858
,ServiceLog,taimyr,1424337538191,Raw,-4.97156,3.8013937,6.940192,36.954853,-41.529537,-30.804703,27.1,-0.09933591,-0.0063915867,-0.28655612
,ServiceLog,taimyr,1424337539237,Raw,-3.669114,5.7383027,7.4693108,37.733364,-38.878273,-30.723024,34.3,-0.05672533,0.14647387,0.12010857
,ServiceLog,taimyr,1424337540262,Raw,-3.0484173,7.029975,8.678981,41.054825,-38.87949,-27.578388,17.0,-0.08335695,-0.026631612,0.005060006
,ServiceLog,taimyr,1424337541305,Raw,-2.919729,7.6189485,8.656835,36.277958,-39.19624,-22.568462,12.8,-0.107858025,-0.054062173,0.13635385
,ServiceLog,taimyr,1424337542351,Raw,-2.8419175,5.66947,7.390302,34.76323,-38.721745,-21.306215,11.6,-0.19467708,-0.03009372,0.082025364
,ServiceLog,taimyr,1424337543376,Raw,-3.2632968,4.5112743,6.9725137,36.5683,-37.56335,-21.936134,12.8,-0.011984225,0.004527374,0.017310547
,ServiceLog,taimyr,1424337544427,Raw,-2.7222073,5.8484364,5.4043117,36.680977,-36.76751,-21.202589,10.3,-0.10972224,-0.075101145,0.20532973
,ServiceLog,taimyr,1424337545448,Raw,-2.9346926,4.461595,7.6003933,34.13801,-35.59101,-19.586376,11.6,-0.165116,-0.05219796,-0.014114754
,ServiceLog,taimyr,1424337546485,Raw,-2.2709002,5.4498014,6.123171,32.424736,-36.18231,-17.805851,9.2,0.06844324,0.2591256,-0.04660532
,ServiceLog,taimyr,1424337547526,Raw,-1.977012,5.4737434,8.656237,28.981787,-35.00099,-15.386116,9.6,-0.02956109,-0.05486112,0.17630127
,ServiceLog,taimyr,1424337548569,Raw,-2.3229742,6.2985463,8.646061,30.252892,-34.56314,-14.154423,7.4,-0.08282431,-0.24660872,-0.00479369
,ServiceLog,taimyr,1424337549616,Raw,-1.3545196,6.803723,7.563283,29.883957,-33.767353,-13.864122,3.0,0.2034655,0.1438107,-0.13582122
,ServiceLog,taimyr,1424337550677,Raw,-1.4496891,6.6002154,6.9784994,28.68453,-34.558178,-12.977354,2.6,0.08948222,-0.03781689,0.08868326
