ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z
192,Юго-Западная 2,md,1418138871507,Raw,-0.9942854,5.3936577,7.6546354
,ServiceLog,md,1418138871822,Raw,-0.87170225,5.5434813,7.3549876
,ServiceLog,md,1418138872899,Raw,-0.95342433,5.3119354,7.4639506
,ServiceLog,md,1418138873928,Raw,-0.6810174,5.47538,7.572913
,ServiceLog,md,1418138874966,Raw,-0.8308412,5.434519,7.504812
,ServiceLog,md,1418138875996,Raw,-0.8308412,5.7750273,7.1234417
,ServiceLog,md,1418138877026,Raw,-0.87170225,5.8158884,7.2324047
,ServiceLog,md,1418138878050,Raw,-0.9125633,5.7341666,7.1234417
,ServiceLog,md,1418138879080,Raw,-0.7218784,5.7750273,7.4639506
,ServiceLog,md,1418138880105,Raw,-0.8036005,5.6252036,7.4639506
,ServiceLog,md,1418138881134,Raw,-0.9125633,5.6660647,7.273266
,ServiceLog,md,1418138882161,Raw,-0.9125633,5.6252036,7.3822284
,ServiceLog,md,1418138883190,Raw,-0.87170225,5.5434813,7.3141265
,ServiceLog,md,1418138884222,Raw,-0.8308412,5.5843425,7.3822284
,ServiceLog,md,1418138885264,Raw,-0.87170225,5.5434813,7.4639506
,ServiceLog,md,1418138886293,Raw,-0.8036005,5.5843425,7.4639506
,ServiceLog,md,1418138887327,Raw,-0.7627395,5.5434813,7.3822284
,ServiceLog,md,1418138888346,Raw,-0.8308412,5.47538,7.4230895
,ServiceLog,md,1418138889376,Raw,-0.8036005,5.5434813,7.504812
,ServiceLog,md,1418138890396,Raw,-0.8036005,5.47538,7.3822284
,ServiceLog,md,1418138891569,Raw,-0.7218784,5.5434813,7.504812
,ServiceLog,md,1418138892602,Raw,-0.6810174,5.5434813,7.3549876
,ServiceLog,md,1418138893636,Raw,-0.6401563,5.5843425,7.4639506
,ServiceLog,md,1418138894676,Raw,-0.7218784,5.47538,7.3822284
,ServiceLog,md,1418138895706,Raw,-0.9125633,5.3527966,7.6137743
,ServiceLog,md,1418138896743,Raw,-0.8036005,5.3527966,7.504812
,ServiceLog,md,1418138897771,Raw,-0.7627395,5.3527966,7.5456724
,ServiceLog,md,1418138898806,Raw,-0.87170225,5.47538,7.6546354
,ServiceLog,md,1418138899852,Raw,-0.8036005,6.197258,7.6546354
193,Юго-Западная 3,md,1418138900387,Raw,-0.6401563,5.8567495,7.3549876
