ID,Name,User,TimeStamp,Type,X,Y,Z,race_id
763,Парк культуры (КЛЦ) 3,md,1417189974704,Raw,1.607201,6.810174,6.0474343,1417189974
,ServiceLog,md,1417189975585,Raw,0.6401563,3.6774938,8.60806,1417189974
,ServiceLog,md,1417189976641,Raw,0.8308412,4.4810944,8.117727,1417189974
,ServiceLog,md,1417189977667,Raw,0.19068487,4.5491962,8.158588,1417189974
,ServiceLog,md,1417189978689,Raw,0.61291564,5.284695,7.3549876,1417189974
,ServiceLog,md,1417189979712,Raw,0.8036005,6.3879433,6.1291566,1417189974
,ServiceLog,md,1417189980733,Raw,0.5720546,3.7047346,8.580819,1417189974
,ServiceLog,md,1417189981765,Raw,0.19068487,3.8681788,8.839605,1417189974
,ServiceLog,md,1417189982794,Raw,1.293933,4.739881,8.076866,1417189974
,ServiceLog,md,1417189983816,Raw,0.7218784,5.47538,7.3822284,1417189974
,ServiceLog,md,1417189984840,Raw,1.1032481,5.1621118,7.84532,1417189974
,ServiceLog,md,1417189985871,Raw,1.0623871,5.5162406,7.8861814,1417189974
764,Парк культуры (КЛЦ) 4,md,1417189986509,Raw,0.53119355,5.5434813,7.3549876,1417189974
,ServiceLog,md,1417189986920,Raw,1.8387469,3.9362805,6.810174,1417189974
,ServiceLog,md,1417189987945,Raw,0.9125633,2.0566726,9.452521,1417189974
,ServiceLog,md,1417189988961,Raw,1.1441092,4.0861044,7.804459,1417189974
,ServiceLog,md,1417189989980,Raw,0.95342433,4.630918,9.452521,1417189974
,ServiceLog,md,1417189991000,Raw,0.8036005,3.4731886,9.071152,1417189974
,ServiceLog,md,1417189992024,Raw,0.8036005,3.214402,8.921328,1417189974
,ServiceLog,md,1417189993045,Raw,1.0215261,3.091819,9.261836,1417189974
,ServiceLog,md,1417189994067,Raw,1.484618,5.012288,6.428804,1417189974
,ServiceLog,md,1417189995127,Raw,3.3233647,4.930566,6.9599977,1417189974
,ServiceLog,md,1417189996145,Raw,3.173541,4.862464,7.082581,1417189974
,ServiceLog,md,1417189997167,Raw,1.7570249,3.5140498,7.763598,1417189974
