ID,Name,TimeStamp,Type,User,X,Y,Z,race_id
1042,Калужская 2,1417189457112,Raw,bishop,"-1,1490107","3,4111066","8,736432",1417189327
,bishop,1417189458092,Raw,,-1.187331,1.3418097,9.272917,1417189327
,bishop,1417189459117,Raw,,-1.5322137,2.223177,9.771081,1417189327
,bishop,1417189460136,Raw,,-0.8424481,2.9129424,9.502839,1417189327
,bishop,1417189461151,Raw,,-1.9537371,3.5260675,8.851394,1417189327
,bishop,1417189462185,Raw,,-0.4209247,3.2578254,9.196277,1417189327
,bishop,1417189463206,Raw,,-1.9537371,3.3727863,8.6981125,1417189327
,bishop,1417189464274,Raw,,-1.6471747,2.874622,8.928034,1417189327
,bishop,1417189465427,Raw,,-1.5705341,3.1811848,9.119636,1417189327
,bishop,1417189466442,Raw,,-1.5705341,3.0279036,9.157956,1417189327
,bishop,1417189467462,Raw,,-1.6088544,3.0279036,9.272917,1417189327
,bishop,1417189468486,Raw,,-1.5705341,3.0662239,9.272917,1417189327
,bishop,1417189469531,Raw,,-1.6088544,3.1045442,9.119636,1417189327
,bishop,1417189470556,Raw,,-1.6471747,3.0662239,9.234596,1417189327
,bishop,1417189471580,Raw,,-1.6471747,3.1045442,9.349558,1417189327
,bishop,1417189472609,Raw,,-1.6471747,3.1428645,9.234596,1417189327
,bishop,1417189473645,Raw,,-1.5705341,2.989583,9.119636,1417189327
,bishop,1417189474671,Raw,,-1.6088544,3.0279036,9.157956,1417189327
,bishop,1417189475686,Raw,,-1.6471747,3.0662239,9.196277,1417189327
,bishop,1417189476712,Raw,,-1.5322137,2.989583,9.157956,1417189327
,bishop,1417189477737,Raw,,-1.685495,2.989583,9.157956,1417189327
,bishop,1417189478768,Raw,,-1.685495,2.989583,9.157956,1417189327
,bishop,1417189479798,Raw,,-1.7238153,2.874622,9.157956,1417189327
,bishop,1417189480831,Raw,,-1.6088544,2.8363018,9.234596,1417189327
,bishop,1417189481847,Raw,,-1.4938934,2.874622,9.387877,1417189327
,bishop,1417189482863,Raw,,-1.4938934,2.874622,9.272917,1417189327
,bishop,1417189483890,Raw,,-1.5322137,2.721341,9.234596,1417189327
,bishop,1417189484931,Raw,,-1.6471747,2.874622,9.272917,1417189327
,bishop,1417189485955,Raw,,-1.5705341,2.8363018,9.387877,1417189327
,bishop,1417189486971,Raw,,-1.5705341,2.874622,9.272917,1417189327
,bishop,1417189487988,Raw,,-1.5705341,2.9512627,9.311237,1417189327
,bishop,1417189489017,Raw,,-1.4938934,2.874622,9.196277,1417189327
,bishop,1417189490045,Raw,,-1.6471747,2.9129424,9.272917,1417189327
,bishop,1417189491061,Raw,,-1.5705341,2.9129424,9.349558,1417189327
,bishop,1417189492077,Raw,,-1.4938934,2.9129424,9.234596,1417189327
,bishop,1417189493092,Raw,,-1.4555731,2.8363018,9.272917,1417189327
,bishop,1417189494118,Raw,,-1.4555731,2.8363018,9.272917,1417189327
,bishop,1417189495148,Raw,,-1.5322137,2.9129424,9.311237,1417189327
,bishop,1417189496177,Raw,,-1.4938934,2.8363018,9.157956,1417189327
,bishop,1417189497194,Raw,,-1.8770965,3.2961457,9.311237,1417189327
,bishop,1417189498213,Raw,,-2.0686982,3.5643878,8.928034,1417189327
,bishop,1417189499240,Raw,,-1.9537371,3.5260675,8.813073,1417189327
,bishop,1417189500275,Raw,,-2.0686982,3.5260675,8.966354,1417189327
1043,Калужская 3,1417189501146,Raw,bishop,"-1,3406122","3,5260675","9,119636",1417189327
