Accel_X,Accel_Y,Accel_Z,Azimuth,GPS_Accuracy,GPS_Alt,GPS_Bearing,GPS_Lat,GPS_Lon,GPS_Speed,Gyro_X,Gyro_Y,Gyro_Z,ID,Magnetic_X,Magnetic_Y,Magnetic_Z,Name,Pitch,Roll,TimeStamp,Type,User,race_id,session_id
-0.3453636,2.107496,9.537901,103.595184,,,,,,,0.0071119717,0.04063105,-0.07314905,1453,-78.022835,-19.46919,-7.453685,Нагорная 3,-11.567464,-3.072817,1435908822164,Raw,Anna,1435905572,828403345
-0.1921347,2.758719,9.614515,105.5233,,,,,,,-0.00036458674,0.0054893075,-0.046608247,,-77.035,-19.359219,-1.9219378,ServiceLog,-13.685342,-2.5918872,1435908822749,Raw,Anna,1435905572,828403345
-0.42197806,2.9502552,9.231443,106.50585,,,,,,,0.018817896,0.043834034,-0.06468152,,-87.24053,-16.589746,6.677856,ServiceLog,-15.8920765,-3.342717,1435908823771,Raw,Anna,1435905572,828403345
-0.6901286,3.141791,8.886678,107.58378,,,,,,,-0.002479403,-0.021151891,-0.01031682,,-96.840775,-15.719691,12.97631,ServiceLog,-16.817293,-3.771572,1435908824849,Raw,Anna,1435905572,828403345
-0.6135142,3.1800983,9.461287,106.60877,,,,,,,0.0017816548,-0.0041076597,-0.02949158,,-106.610794,-13.515315,24.56995,ServiceLog,-17.4543,-3.6252208,1435908825865,Raw,Anna,1435905572,828403345
-0.6135142,3.0651767,9.806051,105.68037,,,,,,,-0.0014418354,-0.0051561464,-0.02642282,,-113.182,-10.01422,35.294308,ServiceLog,-17.570814,-3.4221454,1435908826955,Raw,Anna,1435905572,828403345
-0.95827925,2.758719,9.6528225,105.32967,,,,,,,0.0017619474,0.00442644,-0.07432323,,-108.03517,-8.639256,35.11918,ServiceLog,-17.138527,-4.0682497,1435908827967,Raw,Anna,1435905572,828403345
-0.53689975,2.7204118,9.154829,105.07629,,,,,,,0.028369855,-0.01260341,-0.036082905,,-108.72371,-2.6834528,36.90139,ServiceLog,-16.488655,-3.8883922,1435908829065,Raw,Anna,1435905572,828403345
-0.6901286,2.6437972,9.116522,104.92245,,,,,,,0.014537131,0.00017017599,-0.061576545,,-106.59175,-10.445754,50.14534,ServiceLog,-16.16005,-4.388516,1435908830079,Raw,Anna,1435905572,828403345
-0.7284359,2.6437972,9.461287,105.40623,,,,,,,0.0038767636,0.0012402341,-0.02326351,,-112.44328,-7.011635,55.17752,ServiceLog,-16.03487,-4.576698,1435908831114,Raw,Anna,1435905572,828403345
-0.8050503,2.5671828,9.767744,105.4305,,,,,,,-0.055778045,0.008697085,-0.004088751,,-112.4982,-5.207387,63.581684,ServiceLog,-15.688789,-4.84884,1435908832130,Raw,Anna,1435905572,828403345
-1.073201,2.758719,9.499594,105.925476,,,,,,,0.018790465,-0.010477674,-0.09357096,,-113.496735,0.57884663,65.048775,ServiceLog,-15.775977,-4.9771094,1435908833209,Raw,Anna,1435905572,828403345
-0.99658644,2.4905684,9.461287,105.88822,,,,,,,-0.02171728,0.012974388,-0.029784527,,-95.91613,-8.207004,63.939316,ServiceLog,-14.88837,-4.927818,1435908834229,Raw,Anna,1435905572,828403345
-0.57520694,2.4139538,9.614515,107.44362,,,,,,,-0.032358207,0.011902199,0.0171425,,-91.08326,-9.463315,68.45925,ServiceLog,-14.353771,-5.415821,1435908835311,Raw,Anna,1435905572,828403345
-0.57520694,2.4139538,9.614515,107.44362,,,,,,,-0.032358207,0.011902199,0.0171425,1454,-91.08326,-9.463315,68.45925,Нагорная 4,-14.353771,-5.415821,1435908836053,Raw,Anna,1435905572,828403345
-0.95827925,2.2990322,9.920973,107.80469,,,,,,,0.036840573,-0.037074663,-0.07893476,,-97.26557,6.6735425,65.36018,ServiceLog,-14.109128,-5.2840376,1435908836325,Raw,Anna,1435905572,828403345
-0.99658644,2.260725,9.116522,106.46206,,,,,,,0.013408749,-0.04133785,-0.039501604,,-114.1162,-15.26071,82.414795,ServiceLog,-13.808186,-5.5036163,1435908837366,Raw,Anna,1435905572,828403345
-0.88166475,2.2224178,9.269751,116.96707,,,,,,,0.01658883,-0.009370865,-0.0885778,,67.44718,-14.064565,426.75363,ServiceLog,-13.689847,-5.798024,1435908838378,Raw,Anna,1435905572,828403345
