ID,Name,User,TimeStamp,Type,X,Y,Z,race_id
2162,Славянский бульвар 2,md,1417190805729,Raw,0.53119355,7.572913,5.5162406,1417190611
,ServiceLog,md,1417190806488,Raw,0.06810174,3.9771416,8.499097,1417190611
,ServiceLog,md,1417190807511,Raw,0.87170225,5.6660647,7.082581,1417190611
,ServiceLog,md,1417190808523,Raw,-0.0,4.780742,7.9270425,1417190611
,ServiceLog,md,1417190809536,Raw,0.95342433,7.3141265,5.5843425,1417190611
,ServiceLog,md,1417190810556,Raw,1.1441092,6.1563973,6.810174,1417190611
,ServiceLog,md,1417190811581,Raw,1.3756552,6.2789803,6.701211,1417190611
,ServiceLog,md,1417190812607,Raw,0.7627395,6.578628,6.510526,1417190611
,ServiceLog,md,1417190813648,Raw,0.95342433,6.769313,5.9248514,1417190611
,ServiceLog,md,1417190814666,Raw,0.9942854,6.701211,6.006573,1417190611
,ServiceLog,md,1417190815691,Raw,0.9125633,6.578628,6.3879433,1417190611
,ServiceLog,md,1417190816720,Raw,0.8308412,6.742072,6.347082,1417190611
,ServiceLog,md,1417190817750,Raw,0.7627395,6.769313,6.197258,1417190611
,ServiceLog,md,1417190818789,Raw,0.7627395,6.769313,6.238119,1417190611
,ServiceLog,md,1417190819831,Raw,0.8036005,6.810174,6.197258,1417190611
,ServiceLog,md,1417190820870,Raw,0.7627395,6.810174,6.2789803,1417190611
,ServiceLog,md,1417190821902,Raw,0.8308412,6.701211,6.2789803,1417190611
,ServiceLog,md,1417190822928,Raw,0.8036005,6.66035,6.006573,1417190611
,ServiceLog,md,1417190823954,Raw,0.9942854,6.810174,6.1563973,1417190611
,ServiceLog,md,1417190825012,Raw,0.8308412,7.082581,6.006573,1417190611
2163,Славянский бульвар 3,md,1417190825880,Raw,1.293933,7.04172,5.8158884,1417190611
