ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z,race_id
1183,Кузнецкий мост 3,Anna,1423846455545,Raw,-1.1115081,6.7426705,7.3926964,317.6724,-42.259018,-7.423288,-8.396833,0.0048269792,0.0068576396,0.010186591,1423846455
,ServiceLog,Anna,1423846456524,Raw,-0.53689975,6.359598,7.8906903,317.56174,-39.398888,-3.8278856,-4.744128,-0.0036594495,0.0057729343,-0.060015135,1423846455
,ServiceLog,Anna,1423846457718,Raw,-0.3453636,6.359598,7.8906903,317.82462,-38.879974,-2.7593296,-5.952669,0.0037537254,0.004731372,-0.006881342,1423846455
,ServiceLog,Anna,1423846458789,Raw,-1.5328877,6.168062,7.4310036,316.6851,-38.88006,-3.7879581,-15.058899,0.066632025,0.077154174,-0.10799917,1423846455
,ServiceLog,Anna,1423846459888,Raw,-1.073201,6.627749,7.7757688,316.7929,-42.096043,-3.5229475,-17.123096,0.355279,-0.11031079,0.0005403554,1423846455
,ServiceLog,Anna,1423846460922,Raw,-0.4985925,7.16405,7.162853,316.74063,-44.694443,-1.4894933,-10.917178,0.028250813,0.0026029737,-0.044177316,1423846455
,ServiceLog,Anna,1423846462005,Raw,-0.4985925,6.8958993,6.818088,316.6018,-44.74594,-1.2856325,-16.751986,-0.0037268277,-0.0016474314,-0.02719194,1423846455
,ServiceLog,Anna,1423846463018,Raw,-0.38367084,7.2406645,6.8947024,316.42566,-45.025856,-1.9537671,-17.636786,0.016513197,0.017527329,0.0037007285,1423846455
,ServiceLog,Anna,1423846464118,Raw,-0.7284359,7.16405,7.162853,316.32834,-44.73965,-2.3958256,-22.898396,0.011170896,0.003687679,-0.0048685246,1423846455
,ServiceLog,Anna,1423846465139,Raw,-0.3453636,7.4705076,7.354389,316.3542,-44.51273,-2.9015656,-19.86214,-0.020803016,-0.0026953854,-0.014502776,1423846455
,ServiceLog,Anna,1423846466248,Raw,-0.65182143,7.2023573,6.664859,316.2116,-44.513897,-4.0514207,-31.721056,-0.012304603,0.014361628,-0.00072491245,1423846455
1184,Кузнецкий мост 4,Anna,1423846466522,Raw,-1.3030443,7.125743,7.1245456,316.25385,-44.21147,-4.5091624,-53.23126,-0.022957247,0.03353639,-0.061444987,1423846455
,ServiceLog,Anna,1423846467267,Raw,-1.1115081,6.5128274,7.6225395,316.67374,-42.09826,-4.8432527,-51.298363,0.056945574,-0.0165353,0.01527749,1423846455
,ServiceLog,Anna,1423846468414,Raw,-2.9502552,6.7426705,5.6305637,314.06244,-48.923088,-13.540682,-216.9186,-0.06236404,-0.3339841,-0.11468477,1423846455
,ServiceLog,Anna,1423846469430,Raw,-0.57520694,6.4745197,7.507618,312.0486,-43.746193,-4.8053117,40.758648,-0.09114988,-0.036762543,0.0066848006,1423846455
,ServiceLog,Anna,1423846470730,Raw,-0.95827925,6.627749,6.4350157,314.46622,-42.71332,-3.8560653,41.807026,0.08993708,-0.0101264035,-0.058319766,1423846455
,ServiceLog,Anna,1423846471748,Raw,-1.762731,6.5128274,6.51163,313.5514,-43.37233,-7.372449,43.577267,0.13251197,0.34036475,-0.3311332,1423846455
,ServiceLog,Anna,1423846472824,Raw,-2.758719,7.355586,6.5882444,307.54175,-46.872917,-15.6574955,57.12679,-0.08800576,0.18484043,-0.1372785,1423846455
,ServiceLog,Anna,1423846473834,Raw,-1.4562732,7.5471225,7.814076,313.52518,-45.524315,-10.958115,65.779755,0.020651216,0.038899194,-0.009447032,1423846455
,ServiceLog,Anna,1423846474927,Raw,-1.5711949,6.321291,7.507618,313.34213,-39.510975,-8.517769,55.4436,-0.051818457,0.005893309,0.033069536,1423846455
,ServiceLog,Anna,1423846475936,Raw,-2.758719,6.2063694,5.707178,313.1485,-39.108383,-7.0186353,54.36555,0.39237285,-0.0601403,-2.4234765e-05,1423846455
,ServiceLog,Anna,1423846477038,Raw,-2.3373394,7.3938932,5.7454853,309.82593,-46.585373,-11.288917,61.319916,-0.0007454188,-0.4095276,-0.13541855,1423846455
,ServiceLog,Anna,1423846478050,Raw,-0.6135142,6.321291,8.886678,314.08203,-38.608833,-7.737492,54.55545,0.029058283,-0.12189341,-0.004461594,1423846455
,ServiceLog,Anna,1423846479143,Raw,-0.30705637,7.5854297,7.8906903,312.12836,-41.132526,-1.6117219,42.028416,0.12917715,-0.14638571,-0.2633677,1423846455
,ServiceLog,Anna,1423846480152,Raw,-0.26874915,7.0491285,7.852383,312.72202,-42.31598,-1.4695954,41.37506,-0.09027903,0.05921672,-0.003478621,1423846455
,ServiceLog,Anna,1423846481249,Raw,-0.23044191,7.2789717,6.818088,311.64563,-43.12007,-2.1164145,43.504837,0.03114913,0.000633566,0.020987308,1423846455
,ServiceLog,Anna,1423846482261,Raw,0.19093758,6.9342065,7.7757688,310.15076,-41.516212,-2.7119377,43.22182,-0.12440318,0.035800077,0.07098416,1423846455
,ServiceLog,Anna,1423846483348,Raw,-0.23044191,6.282984,7.5842323,308.7251,-42.593235,-2.8417237,44.82006,0.044965878,0.008107461,0.014501711,1423846455
,ServiceLog,Anna,1423846484368,Raw,-0.42197806,6.857592,7.277775,306.8696,-43.413555,-3.0500512,46.042038,0.010857708,0.011314173,0.019769177,1423846455
,ServiceLog,Anna,1423846485486,Raw,-0.8050503,7.0874357,7.4693108,305.67337,-43.31273,-3.241382,43.571728,0.15252589,0.011320565,-0.025007349,1423846455
,ServiceLog,Anna,1423846486498,Raw,-0.53689975,7.0108213,7.545925,304.7573,-44.992992,-3.5669258,44.34498,-0.12232432,0.02411013,0.059113387,1423846455
