ID,Name,TimeStamp,Type,User,X,Y,Z,race_id
1023,Профсоюзная 3,1417189206100,Raw,bishop,"0,03891907","2,8363018","9,464519",1417189206
,bishop,1417189206674,Raw,,0.19220032,3.334466,9.6178,1417189206
,bishop,1417189207706,Raw,,0.34548157,3.2578254,8.42987,1417189206
,bishop,1417189208723,Raw,,0.26884094,2.7979815,9.579479,1417189206
,bishop,1417189209751,Raw,,0.23052064,2.60638,9.272917,1417189206
,bishop,1417189211519,Raw,,0.57540345,2.491419,9.65612,1417189206
,bishop,1417189212817,Raw,,0.42212218,2.3381379,9.119636,1417189206
,bishop,1417189213837,Raw,,-0.22932312,2.7979815,10.001003,1417189206
,bishop,1417189214849,Raw,,0.4604425,2.6830206,9.579479,1417189206
,bishop,1417189215869,Raw,,-0.07604187,2.721341,9.311237,1417189206
,bishop,1417189216886,Raw,,0.34548157,2.721341,9.234596,1417189206
1024,Профсоюзная 4,1417189217855,Raw,bishop,"0,23052064","2,989583","8,008347",1417189206
,bishop,1417189217918,Raw,,0.23052064,2.989583,8.008347,1417189206
,bishop,1417189218935,Raw,,-0.38260436,3.0279036,8.238269,1417189206
,bishop,1417189219952,Raw,,0.30716124,3.2961457,8.084988,1417189206
,bishop,1417189220991,Raw,,-0.459245,2.5680597,9.234596,1417189206
,bishop,1417189222038,Raw,,-0.61252624,3.602708,10.767409,1417189206
,bishop,1417189223065,Raw,,-0.8424481,3.449427,10.001003,1417189206
,bishop,1417189224092,Raw,,0.0005987549,2.3764582,8.659792,1417189206
,bishop,1417189225138,Raw,,0.03891907,2.989583,9.73276,1417189206
,bishop,1417189226165,Raw,,-0.8807684,3.1045442,11.342214,1417189206
,bishop,1417189227192,Raw,,-0.8424481,2.6830206,9.771081,1417189206
,bishop,1417189228208,Raw,,-0.1910028,2.721341,9.541159,1417189206
,bishop,1417189229222,Raw,,-0.30596375,2.721341,9.502839,1417189206
,bishop,1417189230233,Raw,,-1.6471747,2.9512627,9.73276,1417189206
,bishop,1417189231249,Raw,,-1.2256513,2.6447003,9.579479,1417189206
,bishop,1417189232281,Raw,,-0.9957294,2.5680597,8.966354,1417189206
,bishop,1417189233299,Raw,,-0.34428406,2.3764582,9.272917,1417189206
,bishop,1417189234314,Raw,,-0.34428406,2.223177,8.966354,1417189206
,bishop,1417189235330,Raw,,-0.61252624,2.6447003,8.774753,1417189206
,bishop,1417189236355,Raw,,-0.9957294,2.6447003,10.077643,1417189206
,bishop,1417189237370,Raw,,-0.34428406,2.5680597,9.272917,1417189206
,bishop,1417189238387,Raw,,-0.68916684,2.6830206,9.272917,1417189206
,bishop,1417189239405,Raw,,-0.9190887,3.0279036,9.8094015,1417189206
,bishop,1417189240436,Raw,,-0.9957294,2.491419,9.426198,1417189206
,bishop,1417189241464,Raw,,0.0005987549,2.6447003,8.813073,1417189206
,bishop,1417189242501,Raw,,-0.61252624,2.3764582,9.234596,1417189206
,bishop,1417189243531,Raw,,-0.61252624,1.993255,8.966354,1417189206
,bishop,1417189244559,Raw,,-0.30596375,2.8363018,9.65612,1417189206
,bishop,1417189245591,Raw,,-1.1106904,2.989583,9.081315,1417189206
,bishop,1417189246618,Raw,,-1.4172528,2.2998176,9.311237,1417189206
,bishop,1417189247659,Raw,,-0.9957294,2.6447003,9.196277,1417189206
,bishop,1417189248688,Raw,,-0.9574091,2.4530988,9.234596,1417189206
,bishop,1417189249727,Raw,,-0.7658075,2.5297394,9.272917,1417189206
,bishop,1417189250757,Raw,,-0.9190887,2.491419,9.541159,1417189206
,bishop,1417189251781,Raw,,-0.68916684,2.60638,9.73276,1417189206
,bishop,1417189252812,Raw,,-0.1526825,2.721341,9.771081,1417189206
,bishop,1417189253841,Raw,,-0.65084654,2.60638,8.621471,1417189206
