ID,Name,TimeStamp,Type,User,X,Y,Z,race_id
1932,Бульвар Адмирала Ушакова 2,1417191322968,Raw,bishop,"-1,685495","3,0279036","9,196277",1417191244
,bishop,1417191323547,Raw,,-0.03772156,0.49876282,10.920691,1417191244
,bishop,1417191324576,Raw,,-0.459245,3.2578254,9.042995,1417191244
,bishop,1417191325607,Raw,,-0.68916684,3.83263,9.196277,1417191244
,bishop,1417191326623,Raw,,-1.685495,2.3764582,10.039323,1417191244
,bishop,1417191327645,Raw,,-1.1490107,2.3764582,9.65612,1417191244
,bishop,1417191328660,Raw,,-0.57420594,2.3764582,9.196277,1417191244
,bishop,1417191329696,Raw,,-0.9574091,2.2998176,9.6178,1417191244
,bishop,1417191330718,Raw,,-1.1106904,2.223177,9.541159,1417191244
,bishop,1417191331748,Raw,,-0.9574091,2.1848567,9.6178,1417191244
,bishop,1417191332772,Raw,,-0.9957294,2.1465364,9.69444,1417191244
,bishop,1417191333800,Raw,,-1.07237,2.1465364,9.65612,1417191244
,bishop,1417191334849,Raw,,-1.0340496,2.1465364,9.69444,1417191244
,bishop,1417191335880,Raw,,-0.9190887,2.1848567,9.541159,1417191244
,bishop,1417191336894,Raw,,-0.38260436,2.721341,9.272917,1417191244
,bishop,1417191337910,Raw,,-1.0340496,3.1045442,9.349558,1417191244
,bishop,1417191338929,Raw,,-0.8041278,3.2578254,9.464519,1417191244
,bishop,1417191339966,Raw,,-0.9957294,3.1045442,9.387877,1417191244
,bishop,1417191340998,Raw,,-0.9574091,3.1045442,9.349558,1417191244
,bishop,1417191342038,Raw,,-0.9574091,2.989583,9.196277,1417191244
,bishop,1417191343073,Raw,,-0.9957294,2.989583,9.234596,1417191244
,bishop,1417191344104,Raw,,-1.1106904,2.989583,9.311237,1417191244
,bishop,1417191345139,Raw,,-0.9190887,3.0662239,9.234596,1417191244
,bishop,1417191346170,Raw,,-1.07237,3.0662239,9.272917,1417191244
,bishop,1417191347194,Raw,,-0.7274872,3.1811848,9.196277,1417191244
1933,Бульвар Адмирала Ушакова 3,1417191347699,Raw,bishop,"-0,1910028","3,2578254","9,65612",1417191244
