ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z
832,Площадь Ильича 2,Denis,1423647989387,Raw,-2.4614694,6.6096826,6.8450418,243.00934,-41.45524,-11.889071,25.0,-0.21013764,-0.82711154,-0.0036651916
,ServiceLog,Denis,1423647990367,Raw,-2.3732095,6.423356,7.3353744,243.15694,-39.49566,-11.361604,26.300003,-0.0036651916,-0.625526,0.02565634
,ServiceLog,Denis,1423647991392,Raw,-2.304563,6.6783295,7.0902085,243.84834,-40.72193,-11.676954,25.0,-0.04886922,-0.64507365,0.002443461
,ServiceLog,Denis,1423647992442,Raw,-3.5990407,6.492003,6.982335,249.30942,-41.33953,-15.948616,18.90001,-0.007330383,-0.68416905,-0.07452556
,ServiceLog,Denis,1423647993468,Raw,-3.2361946,6.4429693,6.756782,247.40367,-41.450848,-14.551307,18.100006,-0.012217305,-0.6914994,0.014660766
,ServiceLog,Denis,1423647994496,Raw,-2.2359164,6.7469754,7.2667284,243.64534,-41.258778,-10.00312,22.40001,0.021991149,-0.6401868,-0.008552114
,ServiceLog,Denis,1423647995532,Raw,-2.186883,6.8646555,7.100015,243.97733,-42.0323,-10.470438,22.0,0.036651913,-0.63529986,0.039095376
,ServiceLog,Denis,1423647996556,Raw,-2.0986233,6.8646555,7.0902085,244.11539,-42.50535,-10.543146,21.600006,0.014660766,-0.64751714,0.0061086523
,ServiceLog,Denis,1423647997584,Raw,-2.2064965,7.207888,6.511616,246.71634,-44.707195,-11.335683,22.0,0.039095376,-0.6976081,-0.043982297
,ServiceLog,Denis,1423647998616,Raw,-3.1773546,6.619489,6.7273626,249.67479,-42.24974,-16.107012,17.199997,-0.061086524,-0.7086036,0.013439035
,ServiceLog,Denis,1423647999672,Raw,-3.2361946,6.717556,7.001949,247.04956,-40.832386,-15.583281,17.600006,-0.034208454,-0.66095614,-0.007330383
,ServiceLog,Denis,1423648000716,Raw,-3.0204484,6.6979423,7.050982,244.35077,-40.87832,-15.299025,16.300003,-0.02687807,-0.65118235,-0.007330383
,ServiceLog,Denis,1423648001787,Raw,-3.0989015,6.599876,6.825429,243.48495,-40.916626,-15.364403,17.600006,0.02076942,-0.6365216,0.0061086523
,ServiceLog,Denis,1423648002822,Raw,-3.0498683,6.6881356,6.933302,243.63165,-40.84981,-15.116728,16.300003,0.0061086523,-0.6377433,0.02443461
,ServiceLog,Denis,1423648003872,Raw,-3.2656145,6.5704556,7.119628,244.69946,-40.347183,-15.504562,15.0,-0.004886922,-0.6560693,0.0
,ServiceLog,Denis,1423648004915,Raw,-3.3342612,6.6096826,7.1490483,245.09538,-40.298973,-15.746142,15.0,0.012217305,-0.64751714,0.013439035
,ServiceLog,Denis,1423648005968,Raw,-3.2165813,6.5704556,7.001949,243.6658,-40.244976,-15.724911,14.600006,-0.012217305,-0.65484756,-0.010995574
,ServiceLog,Denis,1423648007028,Raw,-3.2165813,6.511616,6.992142,242.01212,-40.09619,-16.00626,14.600006,0.014660766,-0.657291,-0.021991149
,ServiceLog,Denis,1423648008078,Raw,-3.1773546,6.5214224,6.9529157,241.41595,-40.296185,-16.144182,13.699997,-0.008552114,-0.64996064,-0.0036651916
,ServiceLog,Denis,1423648009130,Raw,-3.2165813,6.4527764,6.8352356,240.9282,-40.34664,-16.113918,14.199997,0.018325957,-0.6401868,-0.0036651916
,ServiceLog,Denis,1423648010169,Raw,-3.3244545,6.511616,7.119628,241.07674,-40.266838,-16.297834,13.699997,0.004886922,-0.64996064,-0.007330383
,ServiceLog,Denis,1423648011244,Raw,-3.3146482,6.492003,6.854849,241.07037,-40.31928,-16.398577,13.300003,0.010995574,-0.65240407,-0.013439035
,ServiceLog,Denis,1423648012292,Raw,-3.4617476,6.344903,6.805815,241.98883,-40.190582,-16.92971,13.300003,0.032986723,-0.63041294,-0.081855945
,ServiceLog,Denis,1423648013355,Raw,-3.5107808,6.286063,6.9136887,242.41093,-39.643997,-17.631224,13.699997,0.032986723,-0.6377433,0.030543262
,ServiceLog,Denis,1423648014398,Raw,-3.8049803,6.3645163,7.109822,242.09537,-39.6572,-17.669397,14.199997,-0.10140363,-0.50457466,-0.06841691
,ServiceLog,Denis,1423648015428,Raw,-3.4421344,6.344903,7.070595,243.59909,-39.850395,-17.827282,12.900009,0.008552114,-0.65362585,0.004886922
,ServiceLog,Denis,1423648016499,Raw,-3.5107808,6.4135494,7.070595,248.24664,-40.070034,-17.528004,12.900009,0.002443461,-0.64385194,-0.007330383
,ServiceLog,Denis,1423648017566,Raw,-4.2266665,5.6878576,6.9529157,251.82666,-36.367786,-18.571133,10.199997,-0.06230825,-0.68661255,-0.089186326
833,Площадь Ильича 3,Denis,1423648018409,Raw,-3.6873007,5.6976643,7.354988,253.10144,-34.935177,-19.115614,6.800003,0.043982297,-0.6365216,0.02076942
