ID,Name,User,TimeStamp,Type,X,Y,Z,race_id
772,Киевская (КЛЦ) 2,md,1417190151590,Raw,1.7570249,5.9248514,7.3141265,1417189974
,ServiceLog,md,1417190152249,Raw,0.6401563,2.901134,8.267551,1417189974
,ServiceLog,md,1417190153627,Raw,1.0623871,2.5197644,7.4639506,1417189974
,ServiceLog,md,1417190154668,Raw,1.8659877,3.5549107,8.22669,1417189974
,ServiceLog,md,1417190155715,Raw,-10.7192135,-5.09401,2.3699405,1417189974
,ServiceLog,md,1417190156745,Raw,-7.8861814,-5.7341666,1.4437568,1417189974
,ServiceLog,md,1417190157799,Raw,-8.158588,-3.8681788,0.6810174,1417189974
,ServiceLog,md,1417190158828,Raw,-9.152874,-3.4731886,0.8308412,1417189974
,ServiceLog,md,1417190159857,Raw,-9.765789,-2.8330324,0.19068487,1417189974
,ServiceLog,md,1417190160886,Raw,-6.932757,-3.405087,0.3405087,1417189974
,ServiceLog,md,1417190161912,Raw,-9.193735,-2.3699405,0.29964766,1417189974
,ServiceLog,md,1417190162959,Raw,-8.3765135,-5.202973,-0.0,1417189974
,ServiceLog,md,1417190163986,Raw,-6.3879433,-5.5843425,2.5606253,1417189974
,ServiceLog,md,1417190165020,Raw,-8.580819,-3.7047346,-0.7627395,1417189974
,ServiceLog,md,1417190166081,Raw,-6.891896,-6.578628,1.1441092,1417189974
,ServiceLog,md,1417190167111,Raw,-9.684067,-2.2473574,1.1849703,1417189974
,ServiceLog,md,1417190168140,Raw,-8.22669,-3.9362805,1.1849703,1417189974
,ServiceLog,md,1417190169211,Raw,-7.9679036,-3.445948,-0.25878662,1417189974
,ServiceLog,md,1417190170240,Raw,-8.648921,-4.0588636,2.7921712,1417189974
,ServiceLog,md,1417190171262,Raw,-10.378705,-4.5900574,0.29964766,1417189974
,ServiceLog,md,1417190172284,Raw,-7.7363577,-4.630918,-0.21792556,1417189974
,ServiceLog,md,1417190173367,Raw,-9.643207,-5.1212506,0.6401563,1417189974
,ServiceLog,md,1417190174402,Raw,-7.3822284,-4.0588636,1.253072,1417189974
,ServiceLog,md,1417190175437,Raw,-5.965712,-7.6954966,0.53119355,1417189974
,ServiceLog,md,1417190176470,Raw,-6.469665,-6.701211,1.9068487,1417189974
,ServiceLog,md,1417190177496,Raw,-3.3642259,-10.760075,0.10896278,1417189974
,ServiceLog,md,1417190178521,Raw,-7.804459,-5.243834,1.334794,1417189974
,ServiceLog,md,1417190179550,Raw,-9.071152,-4.508335,-0.40861043,1417189974
,ServiceLog,md,1417190180570,Raw,-6.510526,-4.0588636,-0.40861043,1417189974
,ServiceLog,md,1417190181590,Raw,-10.256122,-7.9270425,0.21792556,1417189974
,ServiceLog,md,1417190182611,Raw,-8.880466,-5.965712,0.53119355,1417189974
,ServiceLog,md,1417190183658,Raw,-7.3822284,-7.3549876,-1.9477097,1417189974
,ServiceLog,md,1417190184696,Raw,-7.9679036,-4.0180025,-1.607201,1417189974
,ServiceLog,md,1417190185775,Raw,-10.487668,-5.3527966,0.6810174,1417189974
,ServiceLog,md,1417190186802,Raw,-5.09401,-6.3879433,-0.53119355,1417189974
,ServiceLog,md,1417190187820,Raw,-6.810174,-6.66035,1.4437568,1417189974
,ServiceLog,md,1417190188862,Raw,-8.158588,-7.572913,0.06810174,1417189974
,ServiceLog,md,1417190189890,Raw,-7.273266,-5.3527966,0.06810174,1417189974
,ServiceLog,md,1417190190920,Raw,-7.4230895,-5.8976107,0.95342433,1417189974
,ServiceLog,md,1417190191960,Raw,-7.9679036,-6.810174,0.06810174,1417189974
,ServiceLog,md,1417190192977,Raw,-9.112013,-7.504812,1.9885708,1417189974
,ServiceLog,md,1417190194009,Raw,-8.185829,-6.619489,1.4437568,1417189974
,ServiceLog,md,1417190195044,Raw,-6.701211,-5.8158884,0.4903325,1417189974
,ServiceLog,md,1417190196091,Raw,-6.1563973,-5.7750273,1.607201,1417189974
,ServiceLog,md,1417190197109,Raw,-8.185829,-6.0474343,0.027240695,1417189974
,ServiceLog,md,1417190198131,Raw,-10.909899,-9.724928,1.2258313,1417189974
,ServiceLog,md,1417190199171,Raw,-7.3549876,-5.8158884,1.484618,1417189974
,ServiceLog,md,1417190200212,Raw,-7.6137743,-6.66035,0.21792556,1417189974
,ServiceLog,md,1417190201251,Raw,-6.891896,-4.0588636,-0.53119355,1417189974
,ServiceLog,md,1417190202268,Raw,-8.798744,-7.995144,1.334794,1417189974
,ServiceLog,md,1417190203285,Raw,-6.619489,-6.0474343,1.3756552,1417189974
,ServiceLog,md,1417190204330,Raw,-10.528529,-7.273266,1.6344417,1417189974
,ServiceLog,md,1417190205371,Raw,-6.537767,-5.3936577,-0.10896278,1417189974
,ServiceLog,md,1417190206407,Raw,-5.3119354,-4.2495484,0.14982383,1417189974
,ServiceLog,md,1417190207450,Raw,-9.833891,-9.534244,1.7161638,1417189974
,ServiceLog,md,1417190208467,Raw,-7.3141265,-5.3936577,0.9942854,1417189974
,ServiceLog,md,1417190209511,Raw,-7.8861814,-7.1506824,-0.7218784,1417189974
,ServiceLog,md,1417190210560,Raw,-7.6546354,-4.903325,0.8036005,1417189974
,ServiceLog,md,1417190211578,Raw,-7.7363577,-6.3198414,1.6753027,1417189974
,ServiceLog,md,1417190212998,Raw,-11.985906,-7.4230895,0.29964766,1417189974
,ServiceLog,md,1417190214054,Raw,-10.637491,-6.3198414,-0.14982383,1417189974
,ServiceLog,md,1417190215080,Raw,-8.349273,-4.3585114,-0.19068487,1417189974
,ServiceLog,md,1417190216102,Raw,-9.643207,-3.9362805,1.7570249,1417189974
