ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z
992,Шаболовская 2,md,1418122124488,Raw,-2.9419951,4.508335,6.9599977
,ServiceLog,md,1418122124784,Raw,-2.0975335,5.243834,7.6546354
,ServiceLog,md,1418122125846,Raw,-2.5197644,4.167826,7.9270425
,ServiceLog,md,1418122126892,Raw,-2.2201166,5.243834,7.6546354
,ServiceLog,md,1418122127937,Raw,-2.2882185,5.1621118,7.4230895
,ServiceLog,md,1418122128997,Raw,-2.7104492,4.440233,7.763598
,ServiceLog,md,1418122130033,Raw,-2.5606253,4.2904096,7.8861814
,ServiceLog,md,1418122131094,Raw,-2.7104492,4.5491962,7.572913
,ServiceLog,md,1418122132231,Raw,-2.6423476,4.5900574,7.5456724
,ServiceLog,md,1418122133260,Raw,-2.5197644,4.971427,7.3822284
,ServiceLog,md,1418122134395,Raw,-2.4789033,4.903325,7.3141265
,ServiceLog,md,1418122135427,Raw,-2.4789033,4.8216033,7.4230895
,ServiceLog,md,1418122136488,Raw,-2.5197644,4.930566,7.273266
,ServiceLog,md,1418122137544,Raw,-2.3290794,4.971427,7.4230895
,ServiceLog,md,1418122138602,Raw,-2.5606253,4.5900574,7.6546354
,ServiceLog,md,1418122139678,Raw,-2.669588,4.4810944,7.6546354
,ServiceLog,md,1418122140733,Raw,-2.6014864,4.5491962,7.6546354
,ServiceLog,md,1418122141793,Raw,-2.6014864,4.508335,7.6954966
,ServiceLog,md,1418122142857,Raw,-2.2882185,4.2495484,7.804459
993,Шаболовская 3,md,1418122143305,Raw,-2.669588,3.636633,8.308413
