ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,race_id
683,Новослободская 3,md,1418116585711,Raw,0.5720546,6.932757,6.2789803,1418116585
,ServiceLog,md,1418116586169,Raw,0.44947147,6.197258,7.1915436,1418116585
,ServiceLog,md,1418116587297,Raw,0.19068487,6.701211,6.619489,1418116585
,ServiceLog,md,1418116588335,Raw,0.29964766,7.3549876,5.7750273,1418116585
,ServiceLog,md,1418116589372,Raw,4.0861044,8.349273,1.525479,1418116585
,ServiceLog,md,1418116590808,Raw,6.428804,7.082581,2.8602731,1418116585
,ServiceLog,md,1418116591894,Raw,6.347082,6.537767,3.0237172,1418116585
,ServiceLog,md,1418116592915,Raw,6.510526,7.1234417,2.982856,1418116585
,ServiceLog,md,1418116593935,Raw,6.347082,6.742072,2.6014864,1418116585
,ServiceLog,md,1418116594954,Raw,6.1563973,6.851035,2.5197644,1418116585
684,Новослободская 4,md,1418116595043,Raw,6.1563973,6.851035,2.5197644,1418116585
,ServiceLog,md,1418116595975,Raw,1.1849703,4.930566,7.804459,1418116585
,ServiceLog,md,1418116596998,Raw,0.06810174,6.932757,5.965712,1418116585
,ServiceLog,md,1418116598026,Raw,0.6810174,5.3936577,7.1915436,1418116585
,ServiceLog,md,1418116599044,Raw,0.6810174,5.5162406,7.2324047,1418116585
,ServiceLog,md,1418116600066,Raw,0.6401563,6.0474343,6.66035,1418116585
,ServiceLog,md,1418116601102,Raw,0.25878662,5.6660647,8.349273,1418116585
,ServiceLog,md,1418116602128,Raw,0.25878662,5.7750273,7.6546354,1418116585
,ServiceLog,md,1418116603149,Raw,-0.10896278,3.445948,8.267551,1418116585
,ServiceLog,md,1418116604166,Raw,1.253072,4.671779,8.076866,1418116585
,ServiceLog,md,1418116605258,Raw,0.14982383,5.6660647,7.8861814,1418116585
,ServiceLog,md,1418116606321,Raw,0.10896278,6.006573,6.469665,1418116585
,ServiceLog,md,1418116607348,Raw,0.29964766,5.7341666,7.000859,1418116585
,ServiceLog,md,1418116608368,Raw,1.4437568,8.308413,6.238119,1418116585
,ServiceLog,md,1418116609391,Raw,0.29964766,4.3585114,7.84532,1418116585
,ServiceLog,md,1418116610408,Raw,0.10896278,7.273266,5.434519,1418116585
,ServiceLog,md,1418116611424,Raw,-0.14982383,6.2789803,6.469665,1418116585
,ServiceLog,md,1418116612465,Raw,10.61025,1.293933,0.61291564,1418116585
,ServiceLog,md,1418116613533,Raw,10.419566,-0.95342433,1.484618,1418116585
,ServiceLog,md,1418116614565,Raw,9.833891,-0.87170225,1.7978859,1418116585
,ServiceLog,md,1418116615604,Raw,9.833891,-1.1032481,1.2258313,1418116585
,ServiceLog,md,1418116616624,Raw,10.147159,-0.8308412,1.1849703,1418116585
,ServiceLog,md,1418116617892,Raw,-2.7513103,5.09401,-4.739881,1418116585
,ServiceLog,md,1418116618924,Raw,-4.2495484,6.2789803,-6.932757,1418116585
,ServiceLog,md,1418116620001,Raw,-3.2825038,5.3936577,-6.2789803,1418116585
,ServiceLog,md,1418116621095,Raw,-2.1383946,6.701211,-0.6810174,1418116585
,ServiceLog,md,1418116622129,Raw,9.997335,0.87170225,2.5197644,1418116585
,ServiceLog,md,1418116623151,Raw,9.724928,0.9125633,1.8387469,1418116585
,ServiceLog,md,1418116624170,Raw,9.765789,0.6810174,1.7978859,1418116585
,ServiceLog,md,1418116625198,Raw,9.80665,0.7627395,2.1383946,1418116585
,ServiceLog,md,1418116626258,Raw,9.493382,0.7218784,2.0294318,1418116585
,ServiceLog,md,1418116627287,Raw,10.18802,0.8036005,2.2473574,1418116585
,ServiceLog,md,1418116628347,Raw,9.534244,0.6401563,1.9885708,1418116585
,ServiceLog,md,1418116629751,Raw,9.997335,0.21792556,2.1792557,1418116585
