ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,race_id
1353,Дмитровская 3,md,1418116072337,Raw,-1.1849703,3.255263,8.771504,1418116072
,ServiceLog,md,1418116073099,Raw,-1.4437568,2.7104492,8.798744,1418116072
,ServiceLog,md,1418116074130,Raw,-1.0623871,2.4108016,9.112013,1418116072
,ServiceLog,md,1418116075187,Raw,-0.53119355,2.5197644,9.220976,1418116072
,ServiceLog,md,1418116076249,Raw,-0.61291564,2.4789033,9.643207,1418116072
,ServiceLog,md,1418116077298,Raw,-0.44947147,2.6014864,9.384419,1418116072
,ServiceLog,md,1418116078357,Raw,-0.8308412,2.5197644,9.302697,1418116072
,ServiceLog,md,1418116079425,Raw,-0.7218784,2.4516625,9.493382,1418116072
,ServiceLog,md,1418116080475,Raw,-0.9942854,2.4789033,9.112013,1418116072
,ServiceLog,md,1418116081549,Raw,-0.7627395,2.1792557,9.220976,1418116072
,ServiceLog,md,1418116082572,Raw,-0.9942854,2.7104492,9.575105,1418116072
1354,Дмитровская 4,md,1418116082946,Raw,-0.7627395,2.6014864,9.112013,1418116072
,ServiceLog,md,1418116083647,Raw,-0.53119355,2.4516625,9.030291,1418116072
,ServiceLog,md,1418116084680,Raw,-0.9942854,2.982856,9.193735,1418116072
,ServiceLog,md,1418116085740,Raw,-1.484618,3.445948,8.417375,1418116072
,ServiceLog,md,1418116086798,Raw,-0.9125633,1.607201,9.534244,1418116072
,ServiceLog,md,1418116087829,Raw,-1.1032481,2.7921712,8.880466,1418116072
,ServiceLog,md,1418116088862,Raw,-0.87170225,2.4789033,9.112013,1418116072
,ServiceLog,md,1418116090182,Raw,-1.0623871,2.4789033,8.921328,1418116072
,ServiceLog,md,1418116091236,Raw,-1.2258313,2.3290794,9.343558,1418116072
,ServiceLog,md,1418116092296,Raw,-1.525479,1.4437568,9.220976,1418116072
,ServiceLog,md,1418116093346,Raw,-0.6401563,1.525479,9.452521,1418116072
,ServiceLog,md,1418116094392,Raw,-0.40861043,0.10896278,10.065437,1418116072
,ServiceLog,md,1418116095437,Raw,7.1506824,1.0623871,7.6954966,1418116072
,ServiceLog,md,1418116096499,Raw,7.7363577,1.3756552,6.006573,1418116072
,ServiceLog,md,1418116097573,Raw,7.8861814,1.293933,6.3198414,1418116072
,ServiceLog,md,1418116098630,Raw,8.036005,1.2258313,5.8158884,1418116072
,ServiceLog,md,1418116099707,Raw,7.84532,0.87170225,6.0474343,1418116072
,ServiceLog,md,1418116100774,Raw,7.4639506,0.87170225,5.47538,1418116072
,ServiceLog,md,1418116101828,Raw,7.6954966,0.53119355,5.5434813,1418116072
,ServiceLog,md,1418116102887,Raw,7.6954966,0.7218784,5.5434813,1418116072
,ServiceLog,md,1418116104038,Raw,7.8861814,0.95342433,6.006573,1418116072
,ServiceLog,md,1418116105125,Raw,7.804459,0.8036005,5.8976107,1418116072
,ServiceLog,md,1418116106181,Raw,7.995144,1.1032481,5.8976107,1418116072
,ServiceLog,md,1418116107235,Raw,8.036005,0.9125633,5.8158884,1418116072
,ServiceLog,md,1418116108299,Raw,7.6546354,0.95342433,5.706926,1418116072
,ServiceLog,md,1418116109364,Raw,7.3141265,0.5720546,5.6252036,1418116072
,ServiceLog,md,1418116110424,Raw,7.6546354,0.7627395,5.6252036,1418116072
,ServiceLog,md,1418116111462,Raw,8.267551,1.1849703,6.1563973,1418116072
,ServiceLog,md,1418116112527,Raw,7.9679036,0.6810174,5.8158884,1418116072
,ServiceLog,md,1418116113592,Raw,8.267551,0.7218784,6.1563973,1418116072
,ServiceLog,md,1418116114635,Raw,7.804459,0.29964766,5.6252036,1418116072
,ServiceLog,md,1418116115655,Raw,8.22669,0.53119355,5.706926,1418116072
,ServiceLog,md,1418116116687,Raw,8.267551,0.87170225,6.1563973,1418116072
,ServiceLog,md,1418116117743,Raw,8.267551,0.8308412,6.3198414,1418116072
,ServiceLog,md,1418116118800,Raw,7.995144,0.10896278,5.6660647,1418116072
,ServiceLog,md,1418116119828,Raw,8.185829,0.6810174,5.8158884,1418116072
,ServiceLog,md,1418116120849,Raw,8.880466,0.44947147,6.1291566,1418116072
,ServiceLog,md,1418116121869,Raw,8.60806,0.21792556,6.0882955,1418116072
,ServiceLog,md,1418116122892,Raw,7.9679036,0.29964766,5.8567495,1418116072
,ServiceLog,md,1418116123928,Raw,7.995144,0.61291564,6.347082,1418116072
,ServiceLog,md,1418116124960,Raw,8.349273,0.29964766,6.197258,1418116072
,ServiceLog,md,1418116125979,Raw,7.8861814,0.3405087,6.2789803,1418116072
,ServiceLog,md,1418116127013,Raw,8.458236,0.06810174,6.0882955,1418116072
,ServiceLog,md,1418116128052,Raw,7.84532,0.3405087,6.3879433,1418116072
,ServiceLog,md,1418116129071,Raw,7.84532,0.21792556,6.006573,1418116072
,ServiceLog,md,1418116130091,Raw,7.6137743,-0.14982383,6.2789803,1418116072
,ServiceLog,md,1418116131121,Raw,8.117727,0.06810174,5.965712,1418116072
,ServiceLog,md,1418116132149,Raw,8.22669,-0.38136974,5.706926,1418116072
,ServiceLog,md,1418116133169,Raw,7.6137743,0.06810174,5.5434813,1418116072
,ServiceLog,md,1418116134406,Raw,8.417375,0.8036005,6.238119,1418116072
,ServiceLog,md,1418116135437,Raw,7.8861814,-0.21792556,5.7750273,1418116072
,ServiceLog,md,1418116136465,Raw,8.267551,0.29964766,6.347082,1418116072
,ServiceLog,md,1418116137488,Raw,7.995144,0.38136974,5.6660647,1418116072
,ServiceLog,md,1418116138517,Raw,8.417375,0.5720546,5.7750273,1418116072
,ServiceLog,md,1418116139538,Raw,7.9270425,0.06810174,5.5434813,1418116072
,ServiceLog,md,1418116140556,Raw,8.117727,-0.06810174,5.7341666,1418116072
,ServiceLog,md,1418116141602,Raw,8.036005,-0.14982383,5.7341666,1418116072
,ServiceLog,md,1418116142620,Raw,8.117727,0.06810174,5.7750273,1418116072
,ServiceLog,md,1418116143657,Raw,8.036005,-0.25878662,5.9248514,1418116072
,ServiceLog,md,1418116144693,Raw,7.572913,-0.027240695,6.006573,1418116072
,ServiceLog,md,1418116145719,Raw,7.5456724,0.14982383,5.9248514,1418116072
,ServiceLog,md,1418116146971,Raw,7.804459,0.06810174,5.7750273,1418116072
,ServiceLog,md,1418116148005,Raw,8.185829,0.14982383,6.0474343,1418116072
,ServiceLog,md,1418116149040,Raw,8.185829,0.06810174,6.0882955,1418116072
,ServiceLog,md,1418116150077,Raw,8.417375,0.0,5.8567495,1418116072
,ServiceLog,md,1418116151115,Raw,8.185829,0.0,5.6252036,1418116072
