ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z
1633,Аннино 3,bishop,1425985169058,Raw,-1.113235,4.588109,8.640482,184.20653,-26.879086,-8.018907,38.399994,0.0074605793,0.014921425,-0.01811988
,ServiceLog,User1,1425985169135,Raw,-1.3043876,4.762197,8.289462,194.62202,-27.807318,-8.604489,44.69998,-0.004263721,0.0,0.09699179
,ServiceLog,User1,1425985170157,Raw,-0.92208254,4.7385464,8.708291,251.5351,-28.21991,-7.013157,44.5,0.13109916,0.018119348,-0.069280535
,ServiceLog,User1,1425985171203,Raw,-1.1002121,5.344187,8.110435,287.4165,-30.60382,-5.549033,35.899994,0.024514131,-0.1396266,0.20997214
,ServiceLog,User1,1425985172225,Raw,0.87148774,5.0066385,8.452323,295.85254,-30.923023,1.2045013,36.299988,0.00959244,0.09059701,-0.18972173
,ServiceLog,User1,1425985173264,Raw,0.0199086,4.951104,8.366102,297.78464,-30.675074,0.39949515,41.59999,0.014921425,-0.054358847,0.03410684
,ServiceLog,User1,1425985174292,Raw,0.07873627,5.105882,8.28557,293.43298,-31.162657,0.52752185,48.59999,-0.01279063,-0.0031979238,-0.005329518
,ServiceLog,User1,1425985175317,Raw,0.19205064,5.1442027,8.234527,291.0445,-31.419308,0.67464393,50.59999,0.0,0.00959244,0.0
,ServiceLog,User1,1425985176360,Raw,0.15313156,5.095554,8.485853,292.20758,-31.41315,0.8590499,48.499985,0.026645726,0.004263188,0.0063947826
,ServiceLog,User1,1425985177389,Raw,0.21540207,5.0948052,8.402328,292.10443,-31.343704,0.8399958,63.499985,-0.067148946,-0.033041574,-0.039436888
,ServiceLog,User1,1425985178416,Raw,0.1419049,5.007986,8.47328,289.65234,-31.504429,0.86478335,72.29999,0.060753096,0.0031973913,0.015987223
,ServiceLog,User1,1425985179442,Raw,0.03757187,5.008884,8.242759,285.36096,-31.493223,0.7398725,81.09999,0.014921425,-0.009593239,0.04263348
,ServiceLog,User1,1425985180471,Raw,0.20911515,5.1443524,8.260722,282.27563,-31.47259,0.89143604,92.499985,-0.0021321268,0.010658237,-0.01811988
,ServiceLog,User1,1425985181508,Raw,0.21076173,5.1340237,8.310418,279.01157,-31.473137,1.1395278,105.09999,0.026645726,-0.01279063,0.022382537
,ServiceLog,User1,1425985182534,Raw,0.3185376,5.100793,8.217162,272.65823,-31.415094,1.1209034,153.99998,-0.034107372,-0.027712587,0.0074605793
1634,Аннино 4,bishop,1425985182794,Raw,0.31808853,5.106481,8.363708,272.14496,-31.20235,1.0689809,161.79999,-0.020251475,0.060753096,-0.074609786
,ServiceLog,User1,1425985183565,Raw,0.94588304,4.679868,8.23752,273.75125,-24.76287,1.4674909,155.1,-1.2203987,-0.18439221,-0.85268027
,ServiceLog,User1,1425985184596,Raw,-0.45490402,5.048252,8.653356,282.32053,-33.576347,-0.04515293,162.49998,0.32188642,-0.34959927,0.040501885
,ServiceLog,User1,1425985185624,Raw,-0.6779402,5.1454,8.012688,276.5589,-37.50314,-5.3634973,144.7,0.7983214,0.81857234,0.13536288
,ServiceLog,User1,1425985186678,Raw,-2.7319689,5.5962625,7.628736,265.0663,-40.131126,-20.67425,17.799988,0.32188642,0.58195394,0.31762296
,ServiceLog,User1,1425985187707,Raw,-1.2754976,3.8886137,8.05939,263.66888,-24.834587,-2.4752598,41.399994,-1.1852255,-0.23342155,1.0988908
,ServiceLog,User1,1425985188723,Raw,-0.61073,3.8086798,8.674611,255.70001,-24.566639,-2.9678013,15.499985,-0.046897735,0.16946973,-0.04476614
,ServiceLog,User1,1425985189742,Raw,0.41299117,4.212091,8.64138,257.52283,-25.356165,0.93222487,25.199982,0.049028795,0.0053289854,0.037304495
,ServiceLog,User1,1425985190772,Raw,0.08202942,3.9137614,8.858878,217.13379,-24.543144,-0.32757297,-9.600006,-0.017053818,0.013855628,-0.013856427
,ServiceLog,User1,1425985191811,Raw,-0.016316071,4.38079,8.998687,211.20612,-25.471846,-1.9509206,4.799988,-0.0959268,-0.025580462,-0.10871716
,ServiceLog,User1,1425985192837,Raw,-0.27632537,4.2839413,8.934022,216.04478,-24.286222,-3.4858332,4.3999786,-0.010659036,0.008526376,-0.057556238
