ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,session_id,race_id
713,Курская (КЛЦ) 3,Andrey,1435913844844,Raw,-1.0487667,1.5799603,10.651112,51.23757,-9.587915,-6.5297427,-17.76,0.003970624,0.028710667,-0.05375614,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913845057,Raw,-0.6810174,1.7161638,10.800936,49.93921,-9.609906,-6.365471,-16.32,0.02107485,0.034513887,-0.008857546,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913846095,Raw,-0.44947147,1.6753027,10.256122,44.766335,-9.03126,-5.1726084,-15.719999,0.04062254,0.026267206,-0.0106901415,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913847168,Raw,-0.24516626,1.7025435,10.147159,44.048557,-9.185778,-2.2337222,-20.16,-0.054061573,-0.03359759,0.04734206,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913848179,Raw,-0.05448139,1.0623871,10.051817,46.372715,-5.6599727,-0.6469438,-28.32,-0.07941248,-0.043982297,0.06963864,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913849219,Raw,-0.7491191,0.6401563,10.079058,38.773365,-4.362457,-3.4397295,-26.4,-0.035430185,0.07849618,-0.046731193,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913850238,Raw,-0.21792556,0.980665,10.092678,35.521133,-5.465185,-0.66000533,-31.32,-0.03848451,-0.013439035,-0.018325957,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913851287,Raw,-0.40861043,0.9942854,10.133538,33.146664,-4.8346324,-1.1683058,-33.54,-0.00030543262,0.0125227375,0.013439035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913852361,Raw,-0.5720546,0.626536,10.378705,34.442596,-5.529988,-1.4559356,-36.059998,-0.043676864,0.027794369,-0.026572637,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913853376,Raw,-0.6537767,0.92618364,9.833891,31.238365,-5.4298205,-2.443249,-29.939999,0.022296581,-0.09315695,0.0076358155,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913854435,Raw,-0.5720546,0.9942854,10.119919,34.72438,-5.6396837,-2.6871097,-32.46,0.009468411,0.05589417,0.007330383,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913855531,Raw,-0.47671217,1.3756552,9.861132,34.313225,-5.707563,-2.8080504,-34.32,-0.013439035,0.0061086523,-0.040011674,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913856565,Raw,-0.7354988,1.0351465,10.133538,40.233532,-6.8269997,-3.3767514,-36.239998,0.03970624,-0.14172074,-0.19058995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
714,Курская (КЛЦ) 4,Andrey,1435913856702,Raw,-0.06810174,1.1577295,9.997335,38.790855,-7.542965,-2.3492548,-34.98,-0.086437434,-0.15332718,-0.056199603,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913857584,Raw,-2.465283,2.152015,9.629586,34.796883,-12.840124,-8.53928,-11.34,0.19761491,-0.07422013,0.071776666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913858649,Raw,-0.12258313,0.7082581,10.296983,37.625027,-4.919496,-1.5037519,-16.5,-0.22632557,-0.13652839,0.008857546,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913859663,Raw,-0.4903325,0.54481393,9.888372,39.44713,-2.1985846,-3.440025,-19.859999,-0.020158553,-0.090713486,0.03145956,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913860693,Raw,-0.7354988,0.095342435,10.59663,40.764053,-1.384777,-4.504078,-22.98,-0.18967366,0.004886922,-0.05375614,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913861708,Raw,-0.9670447,0.7354988,10.160779,47.269478,-3.8330514,-6.939653,-14.34,0.09560041,0.047036625,0.051923547,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913862788,Raw,-2.002191,1.0896279,9.602345,45.2972,-5.168311,-12.447086,-4.7999997,0.040317107,0.11636983,-0.03573562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913863819,Raw,-2.2201166,0.7354988,9.765789,39.886192,-4.0380793,-13.379642,-5.94,0.028710667,-0.05131268,-0.07452556,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913864834,Raw,-1.1441092,0.8580819,9.901993,43.877357,-5.6096888,-6.702272,-19.92,-0.06780604,0.046731193,-0.01863139,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913865968,Raw,-0.92618364,1.0215261,9.929234,48.271824,-6.8955736,-5.75835,-24.96,-0.040927973,0.07788532,0.033292156,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913867026,Raw,-1.1849703,0.7354988,10.58301,49.3891,-5.404192,-6.723198,-25.38,0.33750305,-0.042455133,-0.059253927,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913868040,Raw,-0.7627395,1.0079057,9.956474,43.128117,-6.317807,-3.9771984,-20.58,0.083383106,-0.016493361,0.02107485,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913869053,Raw,-0.61291564,1.1577295,9.929234,46.49323,-6.376867,-2.7264366,-25.68,-0.022907447,0.0290161,-0.052839845,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913870077,Raw,-0.3677494,1.0351465,10.106298,54.797062,-6.7758064,-1.8143309,-28.32,-0.10262536,0.09437868,-0.018325957,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913871090,Raw,-0.3949901,1.1304889,9.874752,55.749294,-6.841691,-2.4903965,-27.0,-0.13958271,0.08124508,-0.062002823,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913872105,Raw,-0.53119355,0.95342433,10.419566,59.73006,-6.551631,-2.4815288,-25.38,-0.07941248,-0.0076358155,-0.044593163,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913873118,Raw,-0.50395286,1.253072,9.929234,58.017452,-6.9592986,-2.5241668,-24.42,0.029932396,-0.083383106,-0.021380283,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913874127,Raw,-0.46309182,1.1441092,9.833891,57.487858,-6.5872016,-2.448076,-25.859999,0.01985312,0.015882496,0.048563786,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913875137,Raw,-0.44947147,1.1849703,10.296983,58.396057,-6.972182,-2.474618,-23.519999,0.0061086523,0.008246681,0.01985312,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913876173,Raw,-0.42223078,1.2394516,9.752169,55.669693,-7.258284,-2.1985548,-25.08,0.027794369,-0.048563786,-0.03573562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913877184,Raw,-0.44947147,1.2666923,10.160779,54.75862,-7.5360084,-1.9497311,-24.42,0.022907447,-0.047647487,-0.100792766,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913878196,Raw,-0.3949901,1.2803127,10.038197,54.97982,-7.073265,-1.6108912,-24.96,-0.11209377,-0.025350908,-0.047036625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913879208,Raw,-0.38136974,1.253072,10.010956,55.728733,-7.141743,-1.7832382,-24.72,-0.013439035,0.0027488936,-0.023518313,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913880238,Raw,-0.29964766,1.4437568,10.310603,52.60143,-7.034654,-1.556212,-22.26,0.002443461,0.04428773,-0.015577064,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913881248,Raw,-0.23154591,0.939804,9.80665,55.306606,-6.6713953,-1.8336396,-25.019999,0.034513887,-0.024129177,0.0888809,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913882324,Raw,-0.313268,1.0623871,9.302697,57.54063,-6.3776994,-1.8788341,-23.22,-0.07391469,-0.14294247,-0.026267206,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913883338,Raw,-0.23154591,1.1849703,10.56939,59.572212,-6.144348,-1.4407568,-23.039999,-0.03604105,-0.083383106,-0.027794369,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913884351,Raw,-0.19068487,1.0215261,9.80665,61.808235,-6.698011,-1.423235,-26.64,0.004581489,0.0030543262,0.027794369,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913885375,Raw,-0.24516626,1.3075534,9.79303,60.57137,-7.0579505,-1.3707445,-24.779999,-0.017104227,0.012217305,-0.013439035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913886408,Raw,-0.12258313,1.0760075,10.405946,61.347183,-7.3612885,-0.62262374,-25.859999,-0.119729586,0.040011674,-0.038179077,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913887419,Raw,-0.24516626,1.2803127,9.915613,60.768745,-8.291206,-0.9347657,-24.72,-0.018325957,0.012217305,0.0290161,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913888436,Raw,-0.16344418,1.484618,10.147159,59.148502,-7.5590925,-0.7682933,-24.359999,0.05589417,-0.014966198,-0.0070249503,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913889443,Raw,0.027240695,1.1577295,10.024576,56.201225,-7.424222,-0.44302535,-25.98,-0.03390302,-0.051618114,-0.056199603,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913890461,Raw,0.040861044,1.1985906,10.133538,55.17778,-7.2969685,-1.0101115,-24.6,0.0061086523,0.0030543262,0.047647487,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913891489,Raw,-0.14982383,1.334794,10.160779,61.81867,-7.419982,-1.2029514,-24.0,0.0030543262,-0.1160644,0.05222898,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913892507,Raw,-0.21792556,1.3756552,10.174399,56.760506,-7.6395435,-0.8866242,-25.26,-0.041233405,0.037873644,-0.043982297,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
,ServiceLog,Andrey,1435913893523,Raw,-0.20430522,1.1985906,10.051817,59.477234,-7.760019,-0.86132234,-24.359999,0.053450707,-0.03390302,0.011301007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,244724959,1435913844
