ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z
743,Добрынинская 3,md,1418121781623,Raw,2.4108016,6.0474343,6.701211
,ServiceLog,md,1418121782095,Raw,2.4108016,5.8567495,7.1915436
,ServiceLog,md,1418121783140,Raw,1.8659877,6.2789803,7.1234417
,ServiceLog,md,1418121784246,Raw,2.1383946,5.965712,7.082581
,ServiceLog,md,1418121785291,Raw,2.1383946,5.8567495,7.273266
,ServiceLog,md,1418121786351,Raw,2.0294318,5.706926,7.273266
,ServiceLog,md,1418121787417,Raw,2.0975335,5.5843425,7.3141265
,ServiceLog,md,1418121788450,Raw,1.8659877,5.7750273,7.4230895
,ServiceLog,md,1418121789502,Raw,1.7570249,5.8158884,7.3141265
,ServiceLog,md,1418121790589,Raw,1.7570249,5.8158884,7.3549876
744,Добрынинская 4,md,1418121791141,Raw,1.7978859,5.5843425,7.2324047
,ServiceLog,md,1418121791690,Raw,1.6344417,5.706926,7.4230895
,ServiceLog,md,1418121792733,Raw,1.8387469,4.2086873,8.962189
,ServiceLog,md,1418121793840,Raw,1.1441092,3.214402,8.730643
,ServiceLog,md,1418121794896,Raw,4.3176503,6.428804,5.1621118
,ServiceLog,md,1418121795919,Raw,1.6344417,4.4810944,8.60806
,ServiceLog,md,1418121796959,Raw,1.7161638,4.2495484,8.185829
,ServiceLog,md,1418121797985,Raw,0.61291564,3.6774938,9.193735
,ServiceLog,md,1418121799085,Raw,0.7218784,4.630918,8.417375
,ServiceLog,md,1418121800151,Raw,1.1032481,3.3233647,8.921328
,ServiceLog,md,1418121801218,Raw,0.3405087,3.255263,9.220976
,ServiceLog,md,1418121802272,Raw,0.95342433,4.739881,8.648921
,ServiceLog,md,1418121803325,Raw,0.7218784,5.1621118,8.036005
,ServiceLog,md,1418121804392,Raw,1.2258313,4.903325,7.6546354
,ServiceLog,md,1418121805474,Raw,1.4437568,4.971427,7.84532
,ServiceLog,md,1418121806548,Raw,0.7627395,4.971427,7.9679036
,ServiceLog,md,1418121807634,Raw,0.25878662,5.47538,8.499097
,ServiceLog,md,1418121808719,Raw,0.7627395,4.971427,8.076866
,ServiceLog,md,1418121809790,Raw,1.484618,4.862464,8.22669
,ServiceLog,md,1418121810869,Raw,1.0623871,4.903325,7.804459
,ServiceLog,md,1418121811972,Raw,1.525479,4.508335,7.763598
,ServiceLog,md,1418121813048,Raw,0.9942854,4.780742,8.22669
,ServiceLog,md,1418121814139,Raw,1.3756552,4.862464,7.9270425
,ServiceLog,md,1418121815195,Raw,1.4437568,5.3936577,8.22669
,ServiceLog,md,1418121816271,Raw,1.7570249,5.7341666,7.84532
,ServiceLog,md,1418121817338,Raw,1.4437568,5.202973,7.273266
,ServiceLog,md,1418121818434,Raw,-0.29964766,4.739881,7.572913
,ServiceLog,md,1418121819468,Raw,0.53119355,3.8681788,8.458236
,ServiceLog,md,1418121820510,Raw,-0.6401563,4.2086873,8.417375
,ServiceLog,md,1418121821577,Raw,-0.40861043,4.0588636,8.539958
,ServiceLog,md,1418121822613,Raw,-0.40861043,4.3585114,8.22669
,ServiceLog,md,1418121823664,Raw,-0.5720546,4.0861044,8.308413
,ServiceLog,md,1418121824762,Raw,-1.0623871,3.8681788,8.076866
,ServiceLog,md,1418121825853,Raw,-1.6344417,4.2495484,8.22669
,ServiceLog,md,1418121827277,Raw,-1.56634,3.7455957,8.417375
,ServiceLog,md,1418121828387,Raw,-1.334794,4.3176503,8.308413
,ServiceLog,md,1418121829496,Raw,-1.607201,4.399372,8.117727
,ServiceLog,md,1418121830566,Raw,-1.8659877,4.508335,8.648921
,ServiceLog,md,1418121831659,Raw,-1.253072,4.1269655,8.267551
,ServiceLog,md,1418121832721,Raw,-1.7161638,4.2086873,8.839605
,ServiceLog,md,1418121833785,Raw,-1.56634,3.8681788,8.458236
,ServiceLog,md,1418121834882,Raw,-1.607201,4.3585114,8.458236
,ServiceLog,md,1418121835957,Raw,-1.7570249,3.9771416,8.158588
,ServiceLog,md,1418121837018,Raw,-1.6753027,4.0588636,8.417375
,ServiceLog,md,1418121838071,Raw,-1.4165162,4.0861044,8.499097
,ServiceLog,md,1418121839162,Raw,-1.2258313,3.8954194,7.995144
,ServiceLog,md,1418121840223,Raw,-1.7161638,3.7864566,8.036005
,ServiceLog,md,1418121841260,Raw,-1.7570249,3.8273177,8.308413
,ServiceLog,md,1418121842371,Raw,1.2258313,3.7864566,8.60806
,ServiceLog,md,1418121844186,Raw,0.06810174,3.173541,9.261836
,ServiceLog,md,1418121845282,Raw,0.7218784,3.2825038,7.8861814
,ServiceLog,md,1418121846309,Raw,3.8273177,4.440233,7.504812
,ServiceLog,md,1418121847355,Raw,3.405087,4.3176503,8.185829
751,Октябрьская (КЛЦ) 1,md,1418121847790,Raw,3.4731886,4.2495484,6.742072
,ServiceLog,md,1418121848387,Raw,0.6401563,3.9771416,9.384419
,ServiceLog,md,1418121849429,Raw,0.87170225,4.5900574,8.267551
,ServiceLog,md,1418121850461,Raw,0.7627395,4.167826,7.9270425
,ServiceLog,md,1418121851547,Raw,0.6810174,4.2495484,8.158588
,ServiceLog,md,1418121852903,Raw,0.4903325,4.399372,8.798744
,ServiceLog,md,1418121853982,Raw,0.9125633,4.0180025,7.9270425
,ServiceLog,md,1418121855063,Raw,0.7627395,4.971427,8.349273
,ServiceLog,md,1418121856146,Raw,-0.6810174,4.2495484,8.771504
,ServiceLog,md,1418121857241,Raw,2.4789033,5.012288,7.3141265
,ServiceLog,md,1418121858310,Raw,0.9942854,5.5434813,7.04172
,ServiceLog,md,1418121859373,Raw,0.9942854,4.5900574,8.185829
,ServiceLog,md,1418121860477,Raw,0.21792556,4.671779,7.8861814
,ServiceLog,md,1418121861556,Raw,0.8308412,4.862464,8.499097
,ServiceLog,md,1418121862628,Raw,1.0215261,4.930566,8.036005
,ServiceLog,md,1418121863700,Raw,1.9068487,5.012288,7.572913
752,Октябрьская (КЛЦ) 2,md,1418121864076,Raw,1.6753027,4.930566,7.9270425
