Accel_X,Accel_Y,Accel_Z,Azimuth,GPS_Accuracy,GPS_Alt,GPS_Bearing,GPS_Lat,GPS_Lon,GPS_Speed,Gyro_X,Gyro_Y,Gyro_Z,ID,Magnetic_X,Magnetic_Y,Magnetic_Z,Name,Pitch,Roll,TimeStamp,Type,User,race_id,session_id
-1.4562732,-9.614515,-0.15382746,142.72281,,,,,,,0.00011877698,-0.014992531,0.0044370927,353,84.4311,-116.10699,-72.36521,Белорусская (ЗАМ) 3,91.014114,-10.103944,1435852571898,Raw,Anna,1435849324,449805108
-1.417966,-9.576208,0.3824737,142.4393,,,,,,,-0.027578099,0.0009864349,0.0086981505,,35.012936,-124.01911,-39.632996,ServiceLog,90.40259,-9.355777,1435852572739,Raw,Anna,1435849324,449805108
-1.5328877,-9.537901,0.4973954,143.52628,,,,,,,-0.011591408,0.0031119038,0.014055098,,4.2159643,-122.86875,-32.506393,ServiceLog,88.36752,-8.459487,1435852573831,Raw,Anna,1435849324,449805108
-1.3030443,-9.69113,0.30585927,142.9919,,,,,,,0.059758406,-0.04161429,0.005441371,,4.231464,-119.39542,-34.24354,ServiceLog,87.13574,-8.317495,1435852574851,Raw,Anna,1435849324,449805108
-1.1498153,-9.614515,0.3824737,142.90291,,,,,,,0.07469128,-0.04482233,-0.003004312,,4.3581467,-112.46742,-34.53934,ServiceLog,86.639984,-8.054256,1435852575931,Raw,Anna,1435849324,449805108
-1.1115081,-9.767744,0.3441665,143.4601,,,,,,,-0.015863918,0.054252055,0.00868297,,-6.5473037,-105.933395,-27.406132,ServiceLog,87.26802,-8.427339,1435852576944,Raw,Anna,1435849324,449805108
-1.3413515,-9.6528225,0.15263036,143.24812,,,,,,,0.13113113,-0.038418494,-0.01479892,,-38.715965,-112.10363,-30.953632,ServiceLog,86.533905,-8.1627,1435852578023,Raw,Anna,1435849324,449805108
-1.4562732,-9.614515,0.30585927,143.97757,,,,,,,0.02142806,-0.021386515,0.024692563,,-51.697647,-123.560234,-43.940395,ServiceLog,87.19188,-8.948359,1435852579036,Raw,Anna,1435849324,449805108
-0.8050503,-9.6528225,0.4973954,144.82,,,,,,,-0.10214261,0.14799052,0.0055178036,,-35.882355,-124.83636,-43.681164,ServiceLog,87.64121,-7.3469963,1435852580109,Raw,Anna,1435849324,449805108
-1.3030443,-9.422979,0.76554596,143.98198,,,,,,,-0.13836533,0.11710026,-0.0051502874,,-39.382122,-132.31596,-41.68286,ServiceLog,87.62216,-7.5393233,1435852581119,Raw,Anna,1435849324,449805108
-1.3796587,-9.537901,0.65062433,143.69827,,,,,,,-0.06379309,0.020158798,0.009778595,,-40.644596,-128.7831,-37.054016,ServiceLog,87.47958,-7.8589454,1435852582194,Raw,Anna,1435849324,449805108
-1.5711949,-9.920973,0.53570265,143.23822,,,,,,,-0.05100992,0.011636682,-0.01791828,,-40.781956,-113.685524,-38.88774,ServiceLog,87.82114,-8.416861,1435852583204,Raw,Anna,1435849324,449805108
-2.0308816,-9.6528225,0.6123171,142.62857,,,,,,,-0.06379309,0.049986202,-0.020048808,,-17.168613,-136.68175,-43.375217,ServiceLog,87.98416,-9.46676,1435852584286,Raw,Anna,1435849324,449805108
