ID,Name,User,TimeStamp,Type,X,Y,Z,race_id
2162,Славянский бульвар 2,md,1417616417037,Raw,-1.56634,5.6252036,7.3141265,1417616287
,ServiceLog,md,1417616417740,Raw,-1.293933,5.47538,7.504812,1417616287
,ServiceLog,md,1417616418784,Raw,-1.2258313,5.6660647,7.2324047,1417616287
,ServiceLog,md,1417616419803,Raw,-1.8387469,6.238119,6.3879433,1417616287
,ServiceLog,md,1417616420819,Raw,-2.2882185,6.3198414,6.1563973,1417616287
,ServiceLog,md,1417616421841,Raw,-0.44947147,5.5162406,7.6546354,1417616287
,ServiceLog,md,1417616422885,Raw,0.10896278,6.0474343,6.619489,1417616287
,ServiceLog,md,1417616423930,Raw,-0.29964766,5.965712,8.962189,1417616287
,ServiceLog,md,1417616424974,Raw,0.5720546,6.0474343,6.810174,1417616287
,ServiceLog,md,1417616425992,Raw,-0.0,5.9248514,7.1915436,1417616287
,ServiceLog,md,1417616427043,Raw,-0.19068487,6.0474343,7.04172,1417616287
,ServiceLog,md,1417616428091,Raw,-0.25878662,6.1291566,7.082581,1417616287
,ServiceLog,md,1417616429134,Raw,-0.38136974,6.197258,7.000859,1417616287
,ServiceLog,md,1417616430174,Raw,-0.5720546,6.0474343,7.082581,1417616287
,ServiceLog,md,1417616431186,Raw,-0.6401563,6.006573,7.04172,1417616287
,ServiceLog,md,1417616432326,Raw,-0.9942854,5.7341666,7.1506824,1417616287
,ServiceLog,md,1417616433345,Raw,-1.1849703,5.8158884,7.082581,1417616287
,ServiceLog,md,1417616434380,Raw,-1.0215261,5.9248514,7.1915436,1417616287
,ServiceLog,md,1417616435396,Raw,-1.2258313,5.7750273,7.1506824,1417616287
,ServiceLog,md,1417616436413,Raw,-1.1849703,5.8158884,7.000859,1417616287
,ServiceLog,md,1417616437443,Raw,-1.1441092,5.8976107,7.082581,1417616287
,ServiceLog,md,1417616438470,Raw,-1.2258313,5.7750273,7.2324047,1417616287
,ServiceLog,md,1417616439495,Raw,-1.2258313,5.8567495,7.1915436,1417616287
,ServiceLog,md,1417616440541,Raw,-1.7161638,5.7341666,6.9599977,1417616287
,ServiceLog,md,1417616441562,Raw,-2.0975335,5.8976107,7.1234417,1417616287
2163,Славянский бульвар 3,md,1417616442214,Raw,-2.3699405,5.706926,6.932757,1417616287
