ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z
1652,Парк Победы 2,md,1418110118655,Raw,0.3405087,3.7047346,8.771504
,ServiceLog,md,1418110118722,Raw,0.3405087,3.7047346,8.771504
,ServiceLog,md,1418110119771,Raw,0.3405087,3.2825038,8.921328
,ServiceLog,md,1418110120802,Raw,-0.19068487,2.8602731,9.030291
,ServiceLog,md,1418110121863,Raw,-0.0,2.8602731,8.989429
,ServiceLog,md,1418110122898,Raw,-0.06810174,2.8330324,9.030291
,ServiceLog,md,1418110123926,Raw,0.027240695,2.8602731,9.030291
,ServiceLog,md,1418110124954,Raw,-0.0,2.8330324,8.962189
,ServiceLog,md,1418110125981,Raw,-0.027240695,2.901134,8.989429
,ServiceLog,md,1418110127006,Raw,-0.027240695,2.901134,9.030291
,ServiceLog,md,1418110128035,Raw,0.10896278,2.982856,9.030291
,ServiceLog,md,1418110129065,Raw,0.29964766,2.8602731,9.071152
,ServiceLog,md,1418110130094,Raw,0.19068487,2.7921712,9.112013
,ServiceLog,md,1418110131127,Raw,0.21792556,2.8602731,8.962189
,ServiceLog,md,1418110132158,Raw,0.19068487,2.8602731,9.071152
,ServiceLog,md,1418110133206,Raw,0.14982383,2.7513103,9.152874
,ServiceLog,md,1418110134236,Raw,-0.40861043,3.091819,9.220976
,ServiceLog,md,1418110135264,Raw,-0.3405087,3.0645783,8.989429
1653,Парк Победы 3,md,1418110135864,Raw,-0.25878662,3.0645783,8.989429
