ID,Name,TimeStamp,Type,User,X,Y,Z,race_id
1043,Калужская 3,1417189501146,Raw,bishop,"-1,3406122","3,5260675","9,119636",1417189501
,bishop,1417189501286,Raw,,-1.3789325,2.4147785,8.813073,1417189501
,bishop,1417189502300,Raw,,-0.8041278,2.874622,9.196277,1417189501
,bishop,1417189503331,Raw,,-0.22932312,3.1045442,8.966354,1417189501
,bishop,1417189504360,Raw,,-0.1526825,3.449427,9.004675,1417189501
,bishop,1417189505375,Raw,,-0.9190887,3.449427,9.234596,1417189501
,bishop,1417189506391,Raw,,-0.61252624,3.0662239,9.69444,1417189501
,bishop,1417189507412,Raw,,-1.5705341,3.9475908,9.196277,1417189501
,bishop,1417189508437,Raw,,-1.4555731,3.4111066,8.506511,1417189501
,bishop,1417189509466,Raw,,-2.183659,3.602708,9.464519,1417189501
,bishop,1417189510504,Raw,,-2.413581,3.5260675,8.928034,1417189501
,bishop,1417189511526,Raw,,-2.29862,3.3727863,8.851394,1417189501
,bishop,1417189512557,Raw,,-2.183659,3.4877472,8.161628,1417189501
,bishop,1417189513572,Raw,,-2.4902215,3.602708,9.426198,1417189501
1044,Калужская 4,1417189513799,Raw,bishop,"-4,023034","3,3727863","10,1542845",1417189501
,bishop,1417189514590,Raw,,-2.3752606,2.8363018,8.966354,1417189501
,bishop,1417189515606,Raw,,0.03891907,3.6410284,9.004675,1417189501
,bishop,1417189516641,Raw,,-0.11436218,4.4074345,8.851394,1417189501
,bishop,1417189517665,Raw,,-0.7658075,2.8363018,9.157956,1417189501
,bishop,1417189518778,Raw,,-1.6471747,3.6793487,9.579479,1417189501
,bishop,1417189519793,Raw,,-0.9574091,3.717669,8.6981125,1417189501
,bishop,1417189520810,Raw,,-1.187331,2.5680597,9.426198,1417189501
,bishop,1417189521838,Raw,,-1.9154168,4.8672786,8.506511,1417189501
,bishop,1417189523087,Raw,,-0.8807684,3.5260675,10.460847,1417189501
,bishop,1417189524115,Raw,,-0.34428406,3.334466,9.771081,1417189501
,bishop,1417189525129,Raw,,-2.2219794,4.3691144,8.813073,1417189501
,bishop,1417189526152,Raw,,-0.26764342,3.1045442,10.4991665,1417189501
,bishop,1417189527174,Raw,,-3.6781511,4.0242314,7.318581,1417189501
,bishop,1417189528196,Raw,,-1.1490107,2.8363018,8.583151,1417189501
,bishop,1417189529595,Raw,,-0.7274872,3.0662239,8.46819,1417189501
,bishop,1417189530612,Raw,,-1.1106904,3.9092705,9.387877,1417189501
,bishop,1417189531631,Raw,,-0.8807684,3.0662239,10.192604,1417189501
,bishop,1417189532649,Raw,,-1.1490107,3.1045442,9.004675,1417189501
,bishop,1417189533664,Raw,,-0.8424481,3.2578254,8.813073,1417189501
,bishop,1417189534694,Raw,,-4.137995,4.330794,7.356901,1417189501
,bishop,1417189535719,Raw,,-2.9500654,4.599036,8.238269,1417189501
,bishop,1417189536740,Raw,,-1.4172528,3.449427,9.349558,1417189501
,bishop,1417189537756,Raw,,-1.9537371,3.219505,9.6178,1417189501
,bishop,1417189538787,Raw,,-1.4555731,2.5297394,10.077643,1417189501
,bishop,1417189539863,Raw,,-1.7621356,2.5680597,9.6178,1417189501
,bishop,1417189540880,Raw,,-2.3752606,4.215833,8.851394,1417189501
,bishop,1417189541906,Raw,,-2.8734248,4.445755,7.318581,1417189501
,bishop,1417189542936,Raw,,-2.4902215,4.4074345,8.621471,1417189501
,bishop,1417189543965,Raw,,-2.413581,4.943919,8.199948,1417189501
,bishop,1417189545182,Raw,,-2.8734248,5.2504816,7.548503,1417189501
,bishop,1417189546200,Raw,,-0.26764342,2.6830206,9.196277,1417189501
,bishop,1417189547231,Raw,,0.07723938,2.5297394,9.042995,1417189501
,bishop,1417189548257,Raw,,0.07723938,2.223177,10.614128,1417189501
,bishop,1417189549279,Raw,,0.07723938,2.2998176,9.579479,1417189501
,bishop,1417189550317,Raw,,-0.11436218,2.6447003,9.426198,1417189501
,bishop,1417189551331,Raw,,-1.2256513,3.0279036,9.426198,1417189501
,bishop,1417189552357,Raw,,-0.38260436,2.223177,9.962683,1417189501
,bishop,1417189553367,Raw,,-0.03772156,2.491419,10.460847,1417189501
