ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z,race_id
983,Октябрьская (КРЛ) 3,md,1418647553698,Raw,0.9125633,3.3233647,9.302697,113.0,-19.0,5.0,-37.3125,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647554433,Raw,0.5720546,3.2825038,8.839605,120.0,-20.0,3.0,-37.25,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647555463,Raw,0.87170225,3.7864566,8.689782,110.0,-23.0,5.0,-30.75,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647556528,Raw,0.5720546,3.13268,9.071152,109.0,-19.0,3.0,-31.875,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647557607,Raw,0.6401563,3.255263,8.839605,109.0,-20.0,3.0,-35.375,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647558669,Raw,0.8308412,3.255263,7.7363577,127.0,-22.0,5.0,-37.5,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647559697,Raw,0.38136974,3.3642259,8.648921,128.0,-21.0,2.0,-46.375,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647560731,Raw,0.6401563,3.255263,8.880466,123.0,-20.0,3.0,-44.75,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647562169,Raw,0.4903325,3.091819,9.643207,127.0,-17.0,2.0,-46.5625,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647563235,Raw,0.44947147,3.214402,9.193735,127.0,-19.0,2.0,-48.8125,0.0,0.0,0.0,1418647553
984,Октябрьская (КРЛ) 4,md,1418647564193,Raw,0.4903325,3.255263,8.989429,126.0,-19.0,2.0,-51.0,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647564252,Raw,0.53119355,3.13268,8.771504,125.0,-19.0,3.0,-51.1875,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647565269,Raw,-0.0,3.3642259,8.499097,119.0,-21.0,-0.0,-54.875,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647566294,Raw,3.255263,5.8976107,6.238119,124.0,-39.0,20.0,-46.625,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647567343,Raw,-1.1849703,1.525479,10.869038,145.0,-7.0,-6.0,-48.1875,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647568382,Raw,0.9125633,3.4731886,7.84532,129.0,-23.0,6.0,-41.25,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647569414,Raw,0.8036005,3.0237172,7.6546354,98.0,-21.0,5.0,-57.4375,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647570474,Raw,-0.21792556,3.5549107,9.193735,128.0,-22.0,-4.0,-40.75,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647571805,Raw,-0.6810174,3.6774938,8.962189,225.0,-22.0,-4.0,28.25,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647572841,Raw,-0.7218784,3.5549107,8.417375,144.0,-22.0,-4.0,-13.125,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647573879,Raw,-1.7978859,2.669588,8.989429,146.0,-16.0,-10.0,-20.25,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647574918,Raw,-2.1792557,2.5606253,9.071152,107.0,-15.0,-13.0,-22.0625,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647575947,Raw,-0.6810174,2.7921712,9.343558,101.0,-16.0,-4.0,-19.4375,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647576981,Raw,-0.9125633,3.3233647,9.41166,114.0,-19.0,-5.0,-13.8125,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647578016,Raw,-0.7218784,3.255263,9.724928,97.0,-18.0,-4.0,-9.375,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647579047,Raw,-0.87170225,3.9771416,8.076866,102.0,-26.0,-5.0,-9.3125,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647580079,Raw,-0.3405087,2.9419951,8.185829,71.0,-19.0,-2.0,-7.4375,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647581115,Raw,-0.61291564,3.8954194,7.9270425,47.0,-26.0,-3.0,-5.25,0.0,0.0,0.0,1418647553
,ServiceLog,md,1418647582256,Raw,-0.95342433,3.8681788,7.6137743,35.0,-26.0,-6.0,-5.8125,0.0,0.0,0.0,1418647553
