ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,session_id,race_id
1553,Печатники 3,Andrey,1435908599705,Raw,-1.5799603,2.6423476,9.030291,351.8357,-15.102185,-9.975885,13.44,0.22815818,0.3323107,-0.10842858,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908600411,Raw,-0.980665,2.6423476,9.711308,348.9425,-15.12875,-7.406044,11.94,0.087964594,0.05497787,-0.013439035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908601430,Raw,-1.1032481,3.050958,10.160779,350.43158,-15.64447,-6.180254,9.36,-0.09101892,-0.014966198,0.03268129,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908602480,Raw,-0.8036005,2.73769,10.038197,349.2391,-15.738742,-5.1483197,9.54,0.023823744,0.009162978,0.01160644,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908603514,Raw,-0.7354988,2.9964764,9.833891,345.14352,-15.656658,-5.6830473,23.519999,0.24556783,0.021991149,0.06872234,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908604585,Raw,-1.1577295,2.506144,9.929234,346.678,-15.3125725,-5.337363,15.24,0.07147124,0.03176499,0.016798794,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908605623,Raw,-1.4573772,2.152015,9.901993,348.94644,-14.742288,-5.7092524,13.2,-0.07147124,0.05955936,-0.05955936,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908606660,Raw,-1.0623871,2.7785509,9.534244,341.4464,-14.978509,-5.866629,18.48,0.059864793,0.0021380284,-0.0076358155,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908607694,Raw,-0.61291564,2.8330324,9.833891,339.94626,-15.068965,-4.9479804,21.3,-0.064446285,0.013744468,-0.0076358155,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908608741,Raw,-1.3756552,3.0645783,9.357179,341.87027,-16.127794,-6.270305,11.759999,0.113926366,0.056199603,0.027488936,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908609775,Raw,-1.6344417,2.2473574,9.79303,332.5878,-14.840413,-6.4528317,15.78,-0.07360926,0.06658431,-0.061086524,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908610845,Raw,-0.6946377,2.9556155,10.392325,216.14836,-16.083313,-7.083715,7.8599997,0.20189096,-0.25411993,0.029932396,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
1554,Печатники 4,Andrey,1435908610981,Raw,-0.6946377,2.9556155,10.392325,216.14836,-16.083313,-7.083715,7.8599997,-0.16340645,0.1133155,-0.10873401,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908611868,Raw,-1.4437568,3.6774938,10.337844,131.9266,-20.035883,-8.457825,-36.719997,0.1020145,0.028710667,0.21594086,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908612914,Raw,-1.7978859,2.1383946,9.765789,147.429,-10.113104,-7.788219,-23.939999,-0.20005837,0.1255328,-0.18845193,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908613923,Raw,-1.5118586,2.0294318,9.275456,285.08362,-9.525101,-9.513137,36.12,-0.13133603,0.03970624,-0.1423316,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908614949,Raw,-1.5390993,1.607201,9.929234,139.43135,-10.953102,-7.4659815,-91.14,-0.08979719,0.03634648,0.14569137,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908615983,Raw,-1.6208214,0.7218784,9.438901,185.4746,-9.818626,-9.744215,-26.82,-0.00580322,-0.19792034,0.06047566,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908617083,Raw,-1.879608,1.0896279,10.065437,55.39249,-8.498711,-11.445608,-118.2,-0.03390302,-0.015271631,0.025350908,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908618153,Raw,-1.5118586,0.35412905,9.915613,95.410385,-8.450471,-8.03088,-240.59999,-0.029321533,0.25045475,-0.056505036,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908619219,Raw,-1.1985906,2.3018389,10.705593,59.320324,-6.5925975,-7.098202,-50.1,0.18081611,-0.64965516,0.15057829,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908620262,Raw,-1.1849703,2.8602731,8.7034025,90.81658,-11.258646,-5.090735,-45.66,0.028099801,-0.122478485,-0.15393804,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908621297,Raw,-1.96133,2.6014864,9.929234,105.70695,-10.442699,-9.908869,-30.0,-0.07880162,-0.053450707,0.0106901415,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908622310,Raw,-2.5197644,2.1111538,9.615966,118.33449,-11.912551,-14.242625,-21.359999,0.38881573,0.5589417,0.16157386,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908623346,Raw,-2.547005,1.1032481,10.269742,131.16602,-10.73212,-13.059027,-23.22,-0.14569137,0.16523905,-0.083383106,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908624403,Raw,-3.2961242,2.3290794,9.684067,131.79082,-13.545674,-16.441221,-49.98,0.077579886,-0.032375857,0.14966199,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908625417,Raw,-2.4516625,2.6423476,8.7034025,135.74658,-15.217295,-15.73594,-56.46,-0.06994407,0.3475823,-0.22510384,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908626472,Raw,-2.5197644,1.0896279,11.114203,115.48584,-9.134338,-12.910907,-67.26,-0.31764993,0.16126843,0.0061086523,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908627531,Raw,-2.3426998,1.2258313,11.005241,109.32516,-9.171933,-12.962272,-67.2,0.0571159,-0.010079277,0.0106901415,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908628573,Raw,-1.4437568,2.192876,10.147159,112.13354,-9.306755,-12.051114,-70.979996,0.055283304,0.3295618,-0.30757064,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908629595,Raw,-2.152015,1.6344417,9.057531,116.07747,-10.998213,-14.931092,-69.479996,0.5296202,0.26145032,-0.17654006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908630603,Raw,-1.96133,1.6344417,11.699879,115.11223,-9.83996,-10.7702465,-67.74,-0.6627888,-0.2910773,-0.048563786,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
,ServiceLog,Andrey,1435908631612,Raw,-2.2473574,1.7706453,10.269742,97.157104,-7.381898,-11.496547,-71.1,0.12644911,-0.04550946,0.06414085,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435908599
