ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,session_id,race_id
993,Шаболовская 3,Andrey,1435828500121,Raw,-0.667397,0.6810174,10.392325,238.55215,-5.4665666,-1.5581783,67.26,0.043066,-0.08246681,0.014660766,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828500643,Raw,-1.253072,1.2258313,9.956474,233.43964,-6.2503734,-2.6097286,68.1,0.057726767,0.044593163,-0.3277292,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828501661,Raw,-1.5118586,1.3756552,10.228881,238.5591,-7.063054,-5.2913,70.2,-0.004581489,-0.04184427,0.04184427,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828502694,Raw,-1.0623871,1.253072,10.119919,238.12587,-7.6072335,-5.8921905,72.659996,0.025961773,0.025045475,-0.014966198,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828503762,Raw,-0.9670447,1.3756552,10.065437,241.51459,-7.9869576,-7.164786,78.42,0.034513887,0.042455133,-0.013439035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828504810,Raw,-1.1168685,1.1168685,9.901993,218.08105,-7.9459853,-7.672718,65.159996,0.04337143,0.0580322,-0.0033597588,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828505828,Raw,-1.293933,1.4028958,9.602345,48.332973,-8.179165,-9.498906,-34.92,0.04062254,-0.04520403,0.109650314,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828506895,Raw,-1.3484144,1.1713499,9.997335,51.097244,-7.8006907,-9.122896,-29.279999,-0.05955936,0.0421497,0.04062254,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828507951,Raw,-1.4709976,1.484618,10.119919,50.622437,-8.037285,-9.228143,-41.16,-0.08735373,0.048258353,-0.0033597588,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828508989,Raw,-1.2803127,1.293933,10.160779,41.55059,-8.103475,-8.208935,-42.059998,0.03023783,-0.092240654,-0.070249505,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828510062,Raw,-0.81722087,2.083913,9.983715,28.400555,-10.174097,-5.2463903,-33.54,0.063224554,-0.06658431,-0.026267206,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
994,Шаболовская 4,Andrey,1435828510786,Raw,-0.43585113,1.7706453,10.514909,27.3729,-9.282389,-3.9869719,-30.9,0.16615535,0.13469578,-0.0693332,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828511127,Raw,-0.5992953,2.0566726,9.901993,25.718084,-11.171566,-4.9022746,-31.32,-0.13988814,0.0693332,-0.14172074,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828512149,Raw,-1.1304889,2.0430522,10.474048,285.59033,-9.575557,-6.2409873,279.36,-0.020463986,0.029626964,-0.0580322,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828513183,Raw,-1.0215261,1.7978859,9.983715,144.60942,-9.532523,-5.9224396,-59.699997,-0.030543262,0.021685716,-0.016493361,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828514206,Raw,-0.7354988,2.0566726,10.119919,126.894196,-9.75966,-5.4867687,-48.059998,0.049785517,-0.034513887,-0.06872234,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828515280,Raw,-1.1168685,1.7978859,9.779409,71.869484,-9.083915,-5.8855014,-36.18,-0.00061086525,0.01160644,-0.02321288,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828516417,Raw,-0.7627395,1.6344417,9.507003,95.18206,-10.110872,-5.1687846,-56.46,0.019547688,0.024129177,0.0061086523,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828517455,Raw,-0.87170225,2.0158114,9.738548,33.249237,-11.466704,-4.8303366,-23.699999,0.038789943,-0.0106901415,-0.08124508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828518501,Raw,-1.0487667,2.233737,9.738548,26.532845,-12.697491,-5.474969,-34.5,0.04337143,-0.02443461,-0.042455133,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
,ServiceLog,Andrey,1435828519573,Raw,-0.89894295,2.083913,10.051817,23.336386,-12.270899,-5.196029,-31.019999,-0.093462385,0.011911872,-0.0021380284,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,321756903,1435828500
