ID,Name,User,TimeStamp,Type,X,Y,Z
2162,Славянский бульвар 2,md,1418056889437,Raw,-0.38136974,5.012288,7.9679036
,ServiceLog,md,1418056890252,Raw,-0.29964766,4.971427,7.8861814
,ServiceLog,md,1418056891281,Raw,-0.3405087,5.012288,7.84532
,ServiceLog,md,1418056892323,Raw,-0.38136974,5.053149,7.995144
,ServiceLog,md,1418056893378,Raw,-0.9942854,4.508335,7.8861814
,ServiceLog,md,1418056894436,Raw,0.027240695,4.5491962,6.0474343
,ServiceLog,md,1418056895790,Raw,-1.0215261,5.284695,7.572913
,ServiceLog,md,1418056896856,Raw,0.21792556,5.5162406,7.6546354
,ServiceLog,md,1418056897915,Raw,-1.484618,4.903325,8.308413
,ServiceLog,md,1418056898968,Raw,0.38136974,4.2904096,7.7363577
,ServiceLog,md,1418056900027,Raw,-0.38136974,4.69902,7.804459
,ServiceLog,md,1418056901079,Raw,-0.8036005,5.3527966,7.6546354
,ServiceLog,md,1418056902128,Raw,-0.4903325,5.284695,7.6954966
,ServiceLog,md,1418056903184,Raw,-0.53119355,5.5434813,7.5456724
2163,Славянский бульвар 3,md,1418056903737,Raw,-0.5720546,5.47538,7.3141265
