Accel_X,Accel_Y,Accel_Z,Azimuth,GPS_Accuracy,GPS_Alt,GPS_Bearing,GPS_Lat,GPS_Lon,GPS_Speed,Gyro_X,Gyro_Y,Gyro_Z,ID,Magnetic_X,Magnetic_Y,Magnetic_Z,Name,Pitch,Roll,TimeStamp,Type,User,race_id,session_id
-1.073201,3.448249,9.154829,359.32642,,,,,,,0.004217382,-0.0011917646,0.13550377,923,-11.748716,66.565994,-41.985817,Рижская 3,-20.983017,-4.1608343,1435845595269,Raw,Anna,1435842348,449805108
-2.1841104,3.2184057,8.695142,0.72291535,,,,,,,0.106501676,-0.00013715279,0.054544467,,-22.052582,118.02812,-56.791107,ServiceLog,-21.537867,-6.2856526,1435845596210,Raw,Anna,1435842348,449805108
-2.260725,3.1800983,8.886678,2.7076862,,,,,,,0.006348177,0.017982995,0.11632901,,-28.801424,119.39957,-60.5426,ServiceLog,-21.003883,-10.678006,1435845597293,Raw,Anna,1435842348,449805108
-2.3756466,3.0268695,9.269751,1.9507229,,,,,,,0.0010066748,-0.012901418,0.1493514,,-29.446167,124.234085,-63.16259,ServiceLog,-19.861486,-10.926299,1435845598316,Raw,Anna,1435842348,449805108
-2.4139538,3.0651767,9.193136,2.0715616,,,,,,,-0.02136015,0.0030754183,0.1408293,,-26.227577,125.096596,-58.64319,ServiceLog,-19.862648,-11.088552,1435845599353,Raw,Anna,1435842348,449805108
-2.1841104,3.6014779,8.656835,0.34464493,,,,,,,0.0659878,-0.0022487731,0.13230717,,-13.788321,112.28005,28.532972,ServiceLog,-20.702137,-11.458479,1435845600367,Raw,Anna,1435842348,449805108
-2.1841104,3.1800983,9.422979,355.58212,,,,,,,-0.0021928467,0.03184182,0.14828588,,-21.810705,109.938736,46.75011,ServiceLog,-19.528185,-11.885424,1435845601444,Raw,Anna,1435842348,449805108
-2.1841104,3.0651767,9.193136,353.5648,,,,,,,-0.003273025,-0.015021293,0.13443664,,-29.397696,124.37558,31.901316,ServiceLog,-19.906141,-11.262583,1435845602457,Raw,Anna,1435842348,449805108
-2.4905684,2.9502552,9.039907,355.67276,,,,,,,-0.039492015,-0.008629707,0.16959037,,-31.357113,132.21106,55.18948,ServiceLog,-19.604307,-11.23516,1435845603534,Raw,Anna,1435842348,449805108
-2.6437972,2.7970262,9.576208,357.84274,,,,,,,-0.02140143,0.007359646,0.12058713,,-33.054905,132.22432,62.43606,ServiceLog,-19.323065,-11.487247,1435845604544,Raw,Anna,1435842348,449805108
-2.6437972,2.7970262,9.576208,357.84274,,,,,,,-0.02140143,0.007359646,0.12058713,924,-33.054905,132.22432,62.43606,Рижская 4,-19.323065,-11.487247,1435845604818,Raw,Anna,1435842348,449805108
-2.0691888,3.5631707,9.039907,350.26437,,,,,,,0.014798653,0.035067175,0.13123898,,223.21884,167.33055,181.01701,ServiceLog,-20.687668,-11.806621,1435845605634,Raw,Anna,1435842348,449805108
-4.482544,3.6780925,8.350377,299.3521,,,,,,,0.010560232,0.12666713,0.082237884,,64.18455,-164.3787,-312.7052,ServiceLog,-23.601206,-16.647991,1435845606646,Raw,Anna,1435842348,449805108
-1.1115081,3.2184057,9.346365,277.44098,,,,,,,-0.0022415826,-0.13644253,0.20793802,,-62.415596,274.31003,-176.629,ServiceLog,-19.362944,-6.3947196,1435845607715,Raw,Anna,1435842348,449805108
-1.0348936,3.29502,9.346365,331.79898,,,,,,,-0.0597885,-0.03522989,0.13549897,,-52.696888,128.25255,-106.59442,ServiceLog,-20.226852,-5.154149,1435845608732,Raw,Anna,1435842348,449805108
-0.6135142,3.7547069,9.039907,9.597059,,,,,,,0.012645754,-0.009661416,0.108867094,,-45.70205,107.0402,-13.447487,ServiceLog,-21.623116,-2.3957224,1435845609815,Raw,Anna,1435842348,449805108
-0.6135142,3.5631707,8.963293,19.158941,,,,,,,-0.033168074,0.009517605,0.11845394,,-43.839397,112.7713,-18.412296,ServiceLog,-22.211035,-1.361758,1435845610824,Raw,Anna,1435842348,449805108
-0.95827925,3.5631707,9.499594,17.763748,,,,,,,-0.05340437,0.045734465,0.1280416,,-43.10865,116.704544,-20.520212,ServiceLog,-21.926512,-1.1977423,1435845611851,Raw,Anna,1435842348,449805108
-1.0348936,3.8696284,8.924985,13.531059,,,,,,,-0.020392623,-0.0394803,0.14615054,,-47.28607,117.93244,-21.169245,ServiceLog,-22.760553,-1.8139997,1435845612860,Raw,Anna,1435842348,449805108
-0.57520694,3.4865563,9.499594,10.869542,,,,,,,-0.06942488,0.007408115,0.17597635,,-44.86291,116.07879,-21.567001,ServiceLog,-21.78759,-1.5424953,1435845613940,Raw,Anna,1435842348,449805108
-0.6135142,3.9845502,8.426991,9.785975,,,,,,,-0.05132657,0.038307175,0.14827895,,-44.95345,116.42684,-21.946426,ServiceLog,-22.065033,-0.6293604,1435845614952,Raw,Anna,1435842348,449805108
-0.7667431,3.6780925,7.9673047,10.32856,,,,,,,0.07650143,-0.07673952,0.11632075,,-46.394497,116.99032,-20.857824,ServiceLog,-22.750313,-1.1298982,1435845615989,Raw,Anna,1435842348,449805108
-0.4985925,3.793014,9.6528225,11.601083,,,,,,,-0.084357224,-0.01708258,0.16532265,,-47.97407,116.63944,-20.747614,ServiceLog,-22.03249,-1.7335148,1435845617006,Raw,Anna,1435842348,449805108
-0.4985925,4.061165,9.499594,10.779255,,,,,,,0.018965967,0.07027336,0.08542755,,-45.181786,117.627815,-20.99425,ServiceLog,-22.526165,-1.2789372,1435845618087,Raw,Anna,1435842348,449805108
-1.0348936,4.2143936,8.541913,12.117578,,,,,,,-0.04072293,-0.007472031,0.20899636,,-52.302425,118.74656,-23.644806,ServiceLog,-25.192904,-3.4680033,1435845619104,Raw,Anna,1435842348,449805108
-0.038905777,4.061165,8.618527,7.578469,,,,,,,0.04237542,-0.35901356,0.4838351,,-45.41565,118.745316,-23.557428,ServiceLog,-26.17636,0.26231748,1435845620182,Raw,Anna,1435842348,449805108
-1.1881226,3.793014,9.0016,4.527469,,,,,,,0.44716844,-0.014928882,0.2888912,,-41.65732,125.00262,-18.25524,ServiceLog,-25.417307,-4.5062947,1435845621192,Raw,Anna,1435842348,449805108
-1.9925743,5.478532,7.6608467,4.191883,,,,,,,-0.032226913,-0.08202589,0.2036687,,-41.933575,124.96316,-34.513416,ServiceLog,-34.48562,-6.3947506,1435845622272,Raw,Anna,1435842348,449805108
-0.23044191,3.7547069,9.269751,8.88474,,,,,,,-0.21864818,-0.37497362,0.19408132,,-45.25521,128.7173,-16.790392,ServiceLog,-24.210684,-1.1193645,1435845623294,Raw,Anna,1435842348,449805108
0.6889315,4.022857,9.154829,11.793507,,,,,,,-0.022647256,0.12783545,0.02044269,,-45.795647,130.14339,-29.807981,ServiceLog,-21.210573,2.8369353,1435845624382,Raw,Anna,1435842348,449805108
-0.4985925,3.8696284,9.308058,9.710362,,,,,,,0.03061996,0.37603995,0.10353358,,-45.813152,127.02101,-33.00714,ServiceLog,-21.341108,2.4484072,1435845625392,Raw,Anna,1435842348,449805108
-0.7284359,3.8696284,8.618527,6.8794374,,,,,,,-0.098299675,0.112932414,0.101401985,,-42.1845,124.76729,-39.54667,ServiceLog,-22.544886,-1.5325079,1435845626472,Raw,Anna,1435842348,449805108
-0.4985925,3.6014779,9.499594,7.717035,,,,,,,-0.003468501,-0.12250381,0.22177793,,-48.04551,103.75533,-46.415245,ServiceLog,-22.222645,-0.78496003,1435845627483,Raw,Anna,1435842348,449805108
-0.84335756,4.2143936,9.231443,9.475031,,,,,,,-0.019462647,-0.02662149,0.17277497,,-39.103016,110.72689,-33.309753,ServiceLog,-21.889992,-0.61404157,1435845628557,Raw,Anna,1435842348,449805108
-1.417966,3.29502,9.920973,9.480235,,,,,,,0.039108254,-0.116093315,0.15040335,,-41.96228,120.88779,-56.837887,ServiceLog,-20.693327,-1.622,1435845629570,Raw,Anna,1435842348,449805108
-0.84335756,3.4865563,9.231443,9.16645,,,,,,,-0.01629322,0.05754905,0.039615586,,-45.86737,119.14139,-50.314056,ServiceLog,-21.48921,-0.35760692,1435845630651,Raw,Anna,1435842348,449805108
0.076015905,3.3333273,8.426991,8.441594,,,,,,,0.005042429,0.01918275,0.16638365,,-46.82948,122.32373,-47.194626,ServiceLog,-20.840937,0.91935724,1435845631664,Raw,Anna,1435842348,449805108
1.8381484,2.8736405,9.308058,7.541725,,,,,,,-0.039721314,0.13637435,0.28782246,,-47.238773,122.79315,-33.395927,ServiceLog,-19.048416,7.6987715,1435845632692,Raw,Anna,1435842348,449805108
0.11432313,3.639785,9.729437,8.448437,,,,,,,-0.08873093,0.11400806,0.21644948,,-44.421276,122.31716,-28.148365,ServiceLog,-19.3571,2.4601436,1435845633708,Raw,Anna,1435842348,449805108
-0.42197806,3.639785,9.729437,8.6411,,,,,,,-0.032268193,0.029850041,0.012983976,,-45.595036,122.57505,-22.173721,ServiceLog,-19.73745,2.0735755,1435845634780,Raw,Anna,1435842348,449805108
-0.038905777,3.9079356,9.537901,8.567156,,,,,,,-0.00032170987,-0.08519213,0.15466361,,-43.252907,123.638245,-24.319933,ServiceLog,-20.43762,1.6559888,1435845635792,Raw,Anna,1435842348,449805108
-6.2063694,0.3453636,6.3584013,350.30786,,,,,,,-0.62777364,2.367053,-0.031758197,,-32.562176,121.52198,-28.804808,ServiceLog,-20.07766,-33.917526,1435845636831,Raw,Anna,1435842348,449805108
-7.623737,-0.8038532,-6.5128274,216.15321,,,,,,,0.06250652,0.39525464,-0.36518648,,17.451067,112.284,-74.74369,ServiceLog,-179.27274,-47.402645,1435845637840,Raw,Anna,1435842348,449805108
-7.815273,-1.3018472,-4.9039235,220.91776,,,,,,,-0.17291692,1.7076604,-0.03495452,,24.13364,89.36566,-107.526924,ServiceLog,167.71773,-54.465824,1435845638868,Raw,Anna,1435842348,449805108
-3.9845502,-11.721413,-4.4059296,167.73895,,,,,,,0.596204,-0.259883,-0.19154839,,8.326738,105.006256,-86.99739,ServiceLog,119.20708,-25.73081,1435845639879,Raw,Anna,1435842348,449805108
-8.658031,-3.5619736,-2.2990322,167.18164,,,,,,,0.071020916,-0.12778592,0.69155526,,-47.99697,92.31771,-103.21696,ServiceLog,134.50615,-68.63989,1435845640953,Raw,Anna,1435842348,449805108
-9.500791,-1.8764555,-0.919972,159.66113,,,,,,,-0.011019361,0.016033296,0.14187804,,-36.1588,106.418144,-100.6498,ServiceLog,127.74443,-82.56391,1435845641975,Raw,Anna,1435842348,449805108
-9.117719,-1.608305,-0.8050503,170.43185,,,,,,,0.04544711,0.05650908,0.12376908,,-36.8814,104.49993,-98.461945,ServiceLog,134.30936,-82.23131,1435845643086,Raw,Anna,1435842348,449805108
-9.156026,-1.6466122,-0.3453636,140.49292,,,,,,,-0.054695204,-0.009533051,0.059852682,,-38.333126,102.543434,-99.1091,ServiceLog,100.49237,-85.05886,1435845644097,Raw,Anna,1435842348,449805108
