ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z,race_id
1953,Бунинская аллея 3,bishop,1423031460412,Raw,0.29518616,2.821782,9.454041,347.19403,-17.195677,-2.5724635,5.0,-0.0031979238,-0.0724782,-0.05968783,1423031460
,ServiceLog,User1,1423031461027,Raw,0.16316071,2.5930576,9.61271,349.16586,-15.521481,-0.80894274,4.600006,0.17266738,-0.057556238,-0.23128968,1423031460
,ServiceLog,User1,1423031462139,Raw,0.43754014,2.2761667,9.582024,342.41403,-14.41929,-0.14166021,5.199997,0.060753096,0.001065797,0.014921425,1423031460
,ServiceLog,User1,1423031463155,Raw,0.14579682,2.4149282,9.610615,342.25323,-14.509598,0.20538846,1.300003,-0.0021321268,-0.019185679,-0.007461112,1423031460
,ServiceLog,User1,1423031464231,Raw,0.069305874,2.3382876,9.546997,358.31464,-14.424366,0.45088863,-2.0,-0.01279063,-0.0010663297,0.028777853,1423031460
,ServiceLog,User1,1423031465247,Raw,0.17124389,2.3971152,9.568702,3.8186505,-14.944826,0.9396443,-0.30000305,0.008526376,0.03304104,0.011724034,1423031460
,ServiceLog,User1,1423031466264,Raw,0.25402176,2.4424708,9.494007,356.54327,-14.704443,0.84574246,2.300003,-0.023448868,0.004263188,0.008526376,1423031460
,ServiceLog,User1,1423031467279,Raw,0.16480727,2.3314018,9.484577,344.43396,-14.374828,0.76792395,4.300003,0.0074605793,-0.0021321268,0.004263188,1423031460
,ServiceLog,User1,1423031468300,Raw,0.09789643,2.4081922,9.437574,343.22064,-14.708212,0.6575928,0.1000061,0.0063947826,0.04263348,0.001065797,1423031460
,ServiceLog,User1,1423031469315,Raw,0.24998017,2.4432192,9.504186,344.87238,-14.318644,0.7228396,3.899994,-0.020251475,-0.013856427,-0.021317273,1423031460
,ServiceLog,User1,1423031470349,Raw,-0.035326537,2.3942711,9.615255,348.16132,-14.73703,0.72812307,2.5,0.13003337,0.058621503,0.03943609,1423031460
,ServiceLog,User1,1423031471375,Raw,0.1207988,2.3391857,9.45434,342.19855,-14.627368,0.74653816,4.300003,0.0053289854,-0.014922224,-0.007461112,1423031460
,ServiceLog,User1,1423031472407,Raw,0.03173401,2.3314018,9.472003,335.8695,-14.426904,0.6550724,5.800003,-0.01279063,0.001065797,0.013855628,1423031460
1954,Бунинская аллея 4,bishop,1423031472811,Raw,0.21180955,2.3911276,9.391769,337.67056,-14.95549,0.6835168,5.800003,0.16200915,-0.05649044,-0.094861,1423031460
,ServiceLog,User1,1423031473439,Raw,0.20073257,2.1987777,9.3771,349.6679,-13.446818,0.4320013,-3.699997,-0.043700077,0.059687298,0.049028795,1423031460
,ServiceLog,User1,1423031474461,Raw,-3.5899847,3.736081,7.836055,23.259653,-22.19,-22.683983,-21.199997,-0.27818742,-0.2792532,-0.14389032,1423031460
,ServiceLog,User1,1423031475499,Raw,-0.40520737,2.4240592,9.511071,355.98895,-15.77992,-2.0389247,9.599991,-0.10125605,0.33680812,0.17693058,1423031460
,ServiceLog,User1,1423031476573,Raw,-1.8923649,2.411635,9.146879,344.42087,-15.637467,-11.30165,21.300003,0.06288496,0.075675055,0.081004575,1423031460
,ServiceLog,User1,1423031477975,Raw,-1.6073575,2.2361999,9.397458,36.696484,-13.510662,-9.359143,-13.700012,0.23981579,0.002131594,0.08953121,1423031460
,ServiceLog,User1,1423031478993,Raw,-0.96414506,1.8233583,9.406439,113.942184,-11.5905,-5.6749167,-12.899994,-0.05968783,0.0074605793,-0.0010663297,1423031460
