ID,Name,TimeStamp,Type,User,X,Y,Z,race_id
1072,Теплый стан 2,1417190028109,Raw,bishop,"-1,2256513","3,717669","9,119636",1417189869
,bishop,1417190029106,Raw,,-0.22932312,1.9549347,9.771081,1417189869
,bishop,1417190030124,Raw,,-1.8387762,5.1355205,7.8933854,1417189869
,bishop,1417190031144,Raw,,-0.53588563,4.7523174,8.583151,1417189869
,bishop,1417190032166,Raw,,-0.4975653,4.445755,8.6981125,1417189869
,bishop,1417190033187,Raw,,-1.3789325,3.219505,9.272917,1417189869
,bishop,1417190034238,Raw,,-0.65084654,3.717669,9.234596,1417189869
,bishop,1417190035266,Raw,,-0.8041278,3.717669,9.081315,1417189869
,bishop,1417190036298,Raw,,-0.9190887,3.449427,8.966354,1417189869
,bishop,1417190037326,Raw,,-0.9190887,3.5643878,9.081315,1417189869
,bishop,1417190038340,Raw,,-0.9190887,3.602708,9.196277,1417189869
,bishop,1417190039377,Raw,,-0.9574091,3.602708,9.157956,1417189869
,bishop,1417190040400,Raw,,-0.9957294,3.5643878,9.081315,1417189869
,bishop,1417190041435,Raw,,-0.9574091,3.602708,9.081315,1417189869
,bishop,1417190042462,Raw,,-0.9190887,3.6793487,9.119636,1417189869
,bishop,1417190043491,Raw,,-0.9190887,3.5643878,9.004675,1417189869
,bishop,1417190044530,Raw,,-0.9190887,3.6410284,9.081315,1417189869
,bishop,1417190045558,Raw,,-0.9574091,3.602708,9.004675,1417189869
,bishop,1417190046575,Raw,,-1.6088544,3.7559893,9.311237,1417189869
,bishop,1417190047608,Raw,,-2.3752606,3.6410284,8.889713,1417189869
,bishop,1417190048634,Raw,,-1.3789325,3.9859114,8.813073,1417189869
,bishop,1417190049674,Raw,,-1.3022919,3.334466,9.272917,1417189869
,bishop,1417190050698,Raw,,-1.2256513,3.0279036,9.196277,1417189869
,bishop,1417190051732,Raw,,-1.1490107,3.2578254,9.196277,1417189869
,bishop,1417190052759,Raw,,-1.0340496,3.334466,9.234596,1417189869
,bishop,1417190053775,Raw,,-0.9574091,3.1428645,8.966354,1417189869
,bishop,1417190054814,Raw,,-1.1106904,3.219505,9.387877,1417189869
,bishop,1417190055848,Raw,,-1.1106904,3.1428645,9.387877,1417189869
,bishop,1417190056873,Raw,,-0.9957294,3.1811848,9.272917,1417189869
,bishop,1417190057904,Raw,,-1.4555731,3.2578254,9.234596,1417189869
,bishop,1417190058920,Raw,,-1.3789325,3.2578254,9.311237,1417189869
,bishop,1417190059959,Raw,,-1.4172528,3.2961457,9.387877,1417189869
,bishop,1417190060973,Raw,,-1.3789325,3.219505,9.387877,1417189869
,bishop,1417190061991,Raw,,-1.3406122,3.1811848,9.196277,1417189869
,bishop,1417190063008,Raw,,-1.3022919,3.1811848,9.004675,1417189869
,bishop,1417190064028,Raw,,-1.3406122,3.1811848,9.157956,1417189869
,bishop,1417190065060,Raw,,-1.8004559,3.0662239,9.081315,1417189869
,bishop,1417190066087,Raw,,-1.5705341,3.1045442,9.196277,1417189869
,bishop,1417190067099,Raw,,-1.2639716,3.2961457,9.311237,1417189869
,bishop,1417190068124,Raw,,-1.3406122,3.0662239,9.042995,1417189869
,bishop,1417190069154,Raw,,-1.3406122,3.0279036,9.426198,1417189869
,bishop,1417190070188,Raw,,-1.1490107,3.1428645,9.311237,1417189869
,bishop,1417190071223,Raw,,-1.187331,3.1428645,9.234596,1417189869
,bishop,1417190072405,Raw,,-1.1490107,3.2578254,9.272917,1417189869
,bishop,1417190073442,Raw,,-1.2639716,3.1811848,9.157956,1417189869
,bishop,1417190074458,Raw,,-1.4172528,3.219505,9.272917,1417189869
,bishop,1417190075482,Raw,,-1.4555731,3.219505,9.234596,1417189869
,bishop,1417190076772,Raw,,-1.5705341,3.1428645,9.69444,1417189869
,bishop,1417190077921,Raw,,-1.1490107,3.219505,9.387877,1417189869
,bishop,1417190078933,Raw,,-0.9574091,3.4111066,9.387877,1417189869
,bishop,1417190079945,Raw,,-1.3022919,3.219505,9.311237,1417189869
,bishop,1417190080959,Raw,,-1.1490107,3.4111066,9.541159,1417189869
,bishop,1417190081971,Raw,,-1.8004559,3.334466,9.502839,1417189869
1073,Теплый стан 3,1417190082949,Raw,bishop,"-1,07237","3,7943096","8,161628",1417189869
