ID,Name,User,TimeStamp,Type,X,Y,Z,race_id
423,Киевская (АПК) 3,md,1417104754244,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104754253,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104755270,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104756291,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104757339,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104758363,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104759407,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104760422,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104761437,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104762459,Linear,0.0,0.0,0.0,1417104754
424,Киевская (АПК) 4,md,1417104763458,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104763474,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104764504,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104765523,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104766543,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104767569,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104768587,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104769603,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104770661,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104771714,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104772765,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104773780,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104774832,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104775885,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104776931,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104777983,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104779013,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104780029,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104781073,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104782096,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104783144,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104784166,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104785204,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104786263,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104787312,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104788362,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104789380,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104790419,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104791446,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104792504,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104793555,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104794572,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104795623,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104796642,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104797670,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104798685,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104799703,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104800737,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104801753,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104802780,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104803828,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104804841,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104805877,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104806913,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104807935,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104808993,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104810006,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104811017,Linear,0.0,0.0,0.0,1417104754
,ServiceLog,md,1417104812060,Linear,0.0,0.0,0.0,1417104754
