ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,session_id,race_id
1533,Крестьянская застава 3,Andrey,1435909130926,Raw,-0.88532263,0.5720546,11.195926,313.1629,-5.640617,-14.2051935,77.58,-0.20738874,-0.26633725,0.35979962,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435909130
,ServiceLog,Andrey,1435909131221,Raw,-1.3211738,1.3484144,9.602345,310.68018,-7.178334,-13.496876,88.259995,-0.12614368,-0.049480084,-0.19058995,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435909130
,ServiceLog,Andrey,1435909132241,Raw,-1.7978859,0.4903325,9.779409,312.31967,-2.8550687,-11.786441,85.5,0.052534413,-0.07666359,-0.055283304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435909130
,ServiceLog,Andrey,1435909133275,Raw,-1.293933,1.3211738,9.861132,305.7692,-6.9301443,-5.2721057,76.02,0.116980694,0.14752395,-0.002443461,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435909130
,ServiceLog,Andrey,1435909134368,Raw,-2.1247742,1.607201,9.956474,314.15396,-10.006229,-9.98773,79.2,0.09193522,-0.06078109,0.036651913,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435909130
,ServiceLog,Andrey,1435909135413,Raw,-2.2745981,1.7161638,10.310603,306.37503,-10.921402,-11.360192,106.2,0.07452556,0.16798794,0.0015271631,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435909130
,ServiceLog,Andrey,1435909136428,Raw,-2.070293,1.3756552,10.092678,307.87564,-7.737745,-7.892743,77.52,-0.17867808,0.03726278,0.051923547,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435909130
,ServiceLog,Andrey,1435909137490,Raw,-1.9340894,1.3211738,10.651112,303.70898,-8.751674,-8.47831,92.46,-0.008246681,0.05009095,0.06811147,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435909130
,ServiceLog,Andrey,1435909138563,Raw,-1.4982382,1.4573772,10.855417,308.58188,-6.867052,-10.1796055,84.54,-0.23945917,-0.17562376,-0.022907447,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435909130
,ServiceLog,Andrey,1435909139603,Raw,-1.9885708,1.2258313,10.065437,294.3153,-6.874777,-11.96228,101.759995,0.006414085,0.039095376,0.04642576,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77603657,1435909130
