ID,Name,User,TimeStamp,Type,X,Y,Z,race_id
992,Шаболовская 2,md,1417189458801,Raw,-0.027240695,4.862464,7.4230895,1417189286
,ServiceLog,md,1417189459521,Raw,-0.6810174,3.255263,8.648921,1417189286
,ServiceLog,md,1417189460555,Raw,-1.4165162,2.901134,8.921328,1417189286
,ServiceLog,md,1417189461583,Raw,-0.9125633,3.5549107,8.417375,1417189286
,ServiceLog,md,1417189462614,Raw,0.06810174,5.6252036,7.504812,1417189286
,ServiceLog,md,1417189463633,Raw,-1.293933,4.440233,7.84532,1417189286
,ServiceLog,md,1417189464666,Raw,-1.253072,4.862464,7.7363577,1417189286
,ServiceLog,md,1417189465715,Raw,-0.7218784,4.930566,7.8861814,1417189286
,ServiceLog,md,1417189466734,Raw,-0.61291564,5.053149,7.9270425,1417189286
,ServiceLog,md,1417189467778,Raw,-0.6401563,5.012288,7.9270425,1417189286
,ServiceLog,md,1417189468824,Raw,-0.53119355,5.012288,7.804459,1417189286
,ServiceLog,md,1417189469845,Raw,-0.6401563,5.012288,7.804459,1417189286
,ServiceLog,md,1417189470892,Raw,-0.61291564,5.053149,7.84532,1417189286
,ServiceLog,md,1417189471909,Raw,-0.5720546,5.012288,7.8861814,1417189286
,ServiceLog,md,1417189472953,Raw,-0.6401563,5.012288,7.995144,1417189286
,ServiceLog,md,1417189473980,Raw,-0.6810174,5.012288,7.84532,1417189286
,ServiceLog,md,1417189475025,Raw,-0.61291564,4.971427,7.84532,1417189286
,ServiceLog,md,1417189476074,Raw,-0.61291564,5.012288,7.84532,1417189286
,ServiceLog,md,1417189477089,Raw,-0.6810174,5.053149,7.763598,1417189286
,ServiceLog,md,1417189478105,Raw,-0.6401563,5.012288,7.8861814,1417189286
,ServiceLog,md,1417189479149,Raw,-0.6401563,5.012288,7.6954966,1417189286
,ServiceLog,md,1417189480195,Raw,-0.5720546,4.971427,7.804459,1417189286
,ServiceLog,md,1417189481233,Raw,-0.5720546,5.053149,7.804459,1417189286
,ServiceLog,md,1417189482259,Raw,-0.53119355,5.202973,7.7363577,1417189286
,ServiceLog,md,1417189483306,Raw,-0.53119355,5.202973,7.7363577,1417189286
,ServiceLog,md,1417189484361,Raw,-0.4903325,5.9248514,6.9599977,1417189286
993,Шаболовская 3,md,1417189485171,Raw,-0.19068487,5.965712,7.04172,1417189286
