ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z
152,Спортивная 2,md,1418139576450,Raw,1.0623871,5.5162406,7.3822284
,ServiceLog,md,1418139576856,Raw,1.0623871,5.5162406,7.504812
,ServiceLog,md,1418139577917,Raw,1.1849703,5.5162406,7.4639506
,ServiceLog,md,1418139578981,Raw,1.1032481,5.6252036,7.4230895
,ServiceLog,md,1418139580064,Raw,1.1441092,5.5434813,7.3822284
,ServiceLog,md,1418139581135,Raw,1.1032481,5.5843425,7.3549876
,ServiceLog,md,1418139582196,Raw,1.2258313,5.7750273,7.1234417
,ServiceLog,md,1418139583256,Raw,1.334794,6.006573,7.082581
,ServiceLog,md,1418139584310,Raw,1.293933,6.891896,6.006573
,ServiceLog,md,1418139585370,Raw,1.4165162,6.932757,5.965712
,ServiceLog,md,1418139586429,Raw,1.607201,6.932757,6.006573
,ServiceLog,md,1418139587500,Raw,1.334794,7.04172,5.8976107
,ServiceLog,md,1418139588561,Raw,1.1441092,6.851035,6.347082
,ServiceLog,md,1418139589591,Raw,1.484618,6.810174,6.1563973
153,Спортивная 3,md,1418139589938,Raw,1.3756552,6.769313,6.510526
