ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,session_id,race_id
1013,Академическая 3,Andrey,1435838608471,Raw,-2.6014864,3.636633,9.670447,259.3023,-20.434963,-6.7624316,31.5,-0.16462818,-0.3753767,0.14721853,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,778927166,1435838608
,ServiceLog,Andrey,1435838608634,Raw,-2.1247742,3.568531,9.765789,259.4628,-20.403559,-6.6012516,31.56,-0.058643065,0.00030543262,-0.006414085,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,778927166,1435838608
,ServiceLog,Andrey,1435838609661,Raw,-1.5118586,3.6093922,9.357179,261.0285,-20.02237,-7.2247863,26.519999,-0.008552114,0.10934488,0.022296581,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,778927166,1435838608
,ServiceLog,Andrey,1435838610694,Raw,-1.3484144,3.6093922,9.507003,259.96484,-19.80221,-9.124956,25.32,0.018325957,0.079107046,0.10476339,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,778927166,1435838608
,ServiceLog,Andrey,1435838611713,Raw,-1.5118586,3.4731886,9.656827,271.74295,-19.603462,-8.432916,27.06,0.036651913,0.052534413,0.054367006,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,778927166,1435838608
,ServiceLog,Andrey,1435838612791,Raw,-1.1032481,3.3642259,9.547864,279.20316,-19.441582,-8.697681,33.54,0.13316862,0.049785517,0.004276057,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,778927166,1435838608
,ServiceLog,Andrey,1435838613832,Raw,-1.96133,3.4187074,9.534244,323.9099,-19.183317,-9.080075,34.739998,0.04886922,-0.07513642,0.08093964,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,778927166,1435838608
,ServiceLog,Andrey,1435838615075,Raw,-1.0623871,3.568531,9.80665,319.15485,-20.772245,-9.799581,41.16,0.008552114,0.06658431,-0.03481932,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,778927166,1435838608
,ServiceLog,Andrey,1435838616132,Raw,-1.1441092,3.6774938,8.962189,320.23334,-21.232416,-8.773304,39.48,0.009162978,0.12370021,-0.05375614,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,778927166,1435838608
,ServiceLog,Andrey,1435838617207,Raw,-1.1304889,3.636633,9.602345,8.048167,-20.592552,-8.4519,3.84,0.06872234,0.080634214,0.048563786,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,778927166,1435838608
,ServiceLog,Andrey,1435838618259,Raw,-1.2394516,3.92266,8.962189,0.05198365,-21.559536,-7.901716,5.58,-0.028099801,0.0030543262,-0.011301007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,778927166,1435838608
,ServiceLog,Andrey,1435838619306,Raw,-1.1577295,3.336985,9.643207,4.7333255,-20.36172,-7.7134957,4.08,-0.01282817,0.035124753,0.014049901,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,778927166,1435838608
,ServiceLog,Andrey,1435838620389,Raw,-0.9942854,3.636633,9.847511,10.54515,-21.385384,-7.206462,-1.4399999,-0.03756821,0.029626964,-0.021991149,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,778927166,1435838608
