ID,Name,User,TimeStamp,Type,X,Y,Z,race_id
422,Киевская (АПК) 2,md,1417171710766,Raw,0.9942854,6.428804,7.3822284,1417171506
,ServiceLog,md,1417171711530,Raw,-1.1849703,7.9679036,3.5140498,1417171506
,ServiceLog,md,1417171712542,Raw,1.1849703,9.152874,1.7978859,1417171506
,ServiceLog,md,1417171713559,Raw,4.5491962,8.158588,1.2258313,1417171506
,ServiceLog,md,1417171714609,Raw,1.484618,8.117727,2.4108016,1417171506
,ServiceLog,md,1417171715657,Raw,1.484618,2.8602731,9.534244,1417171506
,ServiceLog,md,1417171716694,Raw,0.8036005,3.2825038,7.3822284,1417171506
,ServiceLog,md,1417171717719,Raw,-0.21792556,4.630918,8.839605,1417171506
,ServiceLog,md,1417171718747,Raw,0.6401563,4.2495484,8.580819,1417171506
,ServiceLog,md,1417171719786,Raw,0.6810174,3.8273177,8.22669,1417171506
,ServiceLog,md,1417171720818,Raw,0.6401563,3.3642259,8.648921,1417171506
,ServiceLog,md,1417171721837,Raw,1.484618,4.167826,8.417375,1417171506
,ServiceLog,md,1417171722871,Raw,0.38136974,4.0180025,8.648921,1417171506
,ServiceLog,md,1417171723893,Raw,0.9942854,3.9771416,8.730643,1417171506
,ServiceLog,md,1417171724914,Raw,1.6344417,4.930566,7.804459,1417171506
,ServiceLog,md,1417171725930,Raw,0.8308412,3.5549107,8.458236,1417171506
,ServiceLog,md,1417171726967,Raw,0.9942854,3.7455957,8.3765135,1417171506
,ServiceLog,md,1417171727997,Raw,0.7627395,3.0645783,8.921328,1417171506
,ServiceLog,md,1417171729039,Raw,0.9942854,3.0645783,8.962189,1417171506
,ServiceLog,md,1417171730056,Raw,0.95342433,2.982856,8.880466,1417171506
,ServiceLog,md,1417171731085,Raw,0.40861043,3.6774938,8.117727,1417171506
,ServiceLog,md,1417171732124,Raw,0.6401563,3.3233647,8.798744,1417171506
,ServiceLog,md,1417171733136,Raw,0.14982383,2.7921712,9.220976,1417171506
,ServiceLog,md,1417171734174,Raw,0.3405087,3.214402,8.880466,1417171506
,ServiceLog,md,1417171735221,Raw,0.40861043,3.255263,8.921328,1417171506
,ServiceLog,md,1417171736256,Raw,0.40861043,3.3642259,8.839605,1417171506
,ServiceLog,md,1417171737308,Raw,0.40861043,3.636633,8.771504,1417171506
,ServiceLog,md,1417171738690,Raw,0.38136974,3.5140498,8.689782,1417171506
,ServiceLog,md,1417171739730,Raw,0.40861043,3.6774938,8.60806,1417171506
,ServiceLog,md,1417171740775,Raw,0.6401563,4.4810944,8.308413,1417171506
,ServiceLog,md,1417171741815,Raw,0.8036005,5.706926,7.273266,1417171506
,ServiceLog,md,1417171742842,Raw,0.6810174,5.7341666,7.2324047,1417171506
