ID,Name,TimeStamp,Type,User,X,Y,Z,race_id
1022,Профсоюзная 2,1417189182446,Raw,bishop,"0,4604425","2,3381379","10,115964",1417189087
,bishop,1417189182936,Raw,,-0.26764342,2.6447003,9.579479,1417189087
,bishop,1417189183958,Raw,,-0.459245,2.874622,9.272917,1417189087
,bishop,1417189184978,Raw,,-1.1490107,3.1045442,9.234596,1417189087
,bishop,1417189185998,Raw,,-1.3022919,2.7979815,9.541159,1417189087
,bishop,1417189187021,Raw,,-0.9957294,2.60638,9.426198,1417189087
,bishop,1417189188039,Raw,,-0.57420594,4.445755,10.422526,1417189087
,bishop,1417189189063,Raw,,-0.68916684,2.2998176,9.541159,1417189087
,bishop,1417189190090,Raw,,-0.4975653,2.6447003,9.579479,1417189087
,bishop,1417189191321,Raw,,-0.4209247,2.3381379,9.387877,1417189087
,bishop,1417189192352,Raw,,-0.65084654,2.5680597,9.426198,1417189087
,bishop,1417189193381,Raw,,-0.65084654,2.491419,9.426198,1417189087
,bishop,1417189194404,Raw,,-0.61252624,2.491419,9.464519,1417189087
,bishop,1417189195429,Raw,,-0.61252624,2.6447003,9.426198,1417189087
,bishop,1417189196465,Raw,,-0.61252624,2.5680597,9.464519,1417189087
,bishop,1417189197486,Raw,,-0.57420594,2.5680597,9.426198,1417189087
,bishop,1417189198511,Raw,,-0.68916684,2.491419,9.502839,1417189087
,bishop,1417189199542,Raw,,-0.61252624,2.5680597,9.502839,1417189087
,bishop,1417189200560,Raw,,-0.65084654,2.5297394,9.541159,1417189087
,bishop,1417189201571,Raw,,-0.61252624,2.4147785,9.541159,1417189087
,bishop,1417189202593,Raw,,-0.61252624,2.491419,9.387877,1417189087
,bishop,1417189203619,Raw,,-0.65084654,2.491419,9.464519,1417189087
,bishop,1417189204643,Raw,,-0.68916684,2.4147785,9.426198,1417189087
,bishop,1417189205659,Raw,,0.95860654,2.4530988,9.426198,1417189087
1023,Профсоюзная 3,1417189206100,Raw,bishop,"0,03891907","2,8363018","9,464519",1417189087
