ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,race_id
183,Проспект Вернадского 3,md,1418139068838,Raw,3.0237172,4.1269655,8.158588,1418139068
,ServiceLog,md,1418139068963,Raw,3.0237172,4.1269655,8.158588,1418139068
,ServiceLog,md,1418139070046,Raw,2.2882185,2.7921712,8.648921,1418139068
,ServiceLog,md,1418139071117,Raw,1.293933,3.5957718,8.839605,1418139068
,ServiceLog,md,1418139072182,Raw,1.4437568,4.1269655,7.8861814,1418139068
,ServiceLog,md,1418139073239,Raw,1.1849703,3.8681788,8.499097,1418139068
,ServiceLog,md,1418139074307,Raw,1.293933,3.8681788,8.60806,1418139068
,ServiceLog,md,1418139075379,Raw,1.484618,4.167826,8.22669,1418139068
,ServiceLog,md,1418139076413,Raw,1.56634,4.2086873,8.158588,1418139068
,ServiceLog,md,1418139077483,Raw,1.7570249,3.8954194,8.308413,1418139068
,ServiceLog,md,1418139078554,Raw,1.607201,3.8954194,8.185829,1418139068
,ServiceLog,md,1418139079602,Raw,1.4165162,3.8681788,8.3765135,1418139068
,ServiceLog,md,1418139080666,Raw,1.7570249,3.9771416,8.730643,1418139068
184,Проспект Вернадского 4,md,1418139080867,Raw,1.4437568,3.5957718,8.185829,1418139068
,ServiceLog,md,1418139081721,Raw,0.7218784,4.2904096,8.349273,1418139068
,ServiceLog,md,1418139082752,Raw,1.334794,3.445948,8.22669,1418139068
,ServiceLog,md,1418139083796,Raw,0.10896278,3.8681788,8.648921,1418139068
,ServiceLog,md,1418139084839,Raw,0.4903325,3.636633,7.995144,1418139068
,ServiceLog,md,1418139085892,Raw,1.4165162,2.669588,8.880466,1418139068
,ServiceLog,md,1418139086971,Raw,0.6401563,2.8330324,9.220976,1418139068
,ServiceLog,md,1418139087991,Raw,-1.0623871,2.8330324,8.689782,1418139068
,ServiceLog,md,1418139089024,Raw,-3.5549107,4.630918,8.308413,1418139068
,ServiceLog,md,1418139090058,Raw,-5.1621118,6.006573,5.243834,1418139068
,ServiceLog,md,1418139091189,Raw,-5.5162406,6.006573,5.012288,1418139068
,ServiceLog,md,1418139092262,Raw,-4.0588636,5.6660647,4.630918,1418139068
,ServiceLog,md,1418139093325,Raw,-5.09401,6.578628,5.202973,1418139068
,ServiceLog,md,1418139094360,Raw,-4.930566,6.1563973,5.6660647,1418139068
,ServiceLog,md,1418139095426,Raw,-4.2904096,5.3936577,4.862464,1418139068
,ServiceLog,md,1418139096509,Raw,-5.053149,6.238119,4.3585114,1418139068
,ServiceLog,md,1418139097585,Raw,-5.053149,7.273266,5.3119354,1418139068
,ServiceLog,md,1418139098659,Raw,-4.8216033,6.851035,5.202973,1418139068
,ServiceLog,md,1418139099725,Raw,-3.8273177,6.0474343,5.1212506,1418139068
,ServiceLog,md,1418139100798,Raw,-4.1269655,6.3879433,4.671779,1418139068
,ServiceLog,md,1418139101859,Raw,-6.891896,6.851035,5.706926,1418139068
,ServiceLog,md,1418139102918,Raw,-5.434519,5.243834,4.862464,1418139068
,ServiceLog,md,1418139103974,Raw,-4.2495484,5.09401,4.8216033,1418139068
,ServiceLog,md,1418139105035,Raw,-5.3527966,6.0882955,5.1621118,1418139068
,ServiceLog,md,1418139106114,Raw,-5.3527966,6.3198414,5.284695,1418139068
,ServiceLog,md,1418139107242,Raw,-4.780742,6.3879433,5.8158884,1418139068
,ServiceLog,md,1418139108282,Raw,-4.5900574,5.202973,4.8216033,1418139068
,ServiceLog,md,1418139109376,Raw,-5.012288,6.701211,5.243834,1418139068
,ServiceLog,md,1418139110443,Raw,-5.284695,7.273266,5.965712,1418139068
,ServiceLog,md,1418139111520,Raw,-4.739881,5.3119354,4.3585114,1418139068
,ServiceLog,md,1418139112582,Raw,-4.862464,5.9248514,5.434519,1418139068
,ServiceLog,md,1418139113644,Raw,-3.7455957,6.701211,6.66035,1418139068
,ServiceLog,md,1418139114704,Raw,-4.780742,5.8976107,5.5843425,1418139068
,ServiceLog,md,1418139115780,Raw,-4.2495484,5.965712,5.8567495,1418139068
,ServiceLog,md,1418139116857,Raw,-4.1269655,6.769313,6.810174,1418139068
,ServiceLog,md,1418139117900,Raw,-4.2904096,5.243834,6.347082,1418139068
,ServiceLog,md,1418139118967,Raw,-3.0237172,4.5900574,5.1212506,1418139068
,ServiceLog,md,1418139120043,Raw,-4.5900574,5.434519,6.347082,1418139068
,ServiceLog,md,1418139121063,Raw,-4.0180025,5.706926,6.469665,1418139068
,ServiceLog,md,1418139122130,Raw,-4.8216033,5.5843425,6.3198414,1418139068
,ServiceLog,md,1418139123191,Raw,-3.255263,5.6660647,6.469665,1418139068
,ServiceLog,md,1418139124253,Raw,-3.9362805,6.2789803,7.000859,1418139068
,ServiceLog,md,1418139125336,Raw,-3.445948,5.8567495,6.2789803,1418139068
,ServiceLog,md,1418139126399,Raw,-3.6774938,5.9248514,6.197258,1418139068
,ServiceLog,md,1418139127484,Raw,-3.9771416,4.671779,6.2789803,1418139068
,ServiceLog,md,1418139128529,Raw,-3.8681788,6.006573,6.9599977,1418139068
,ServiceLog,md,1418139129588,Raw,-4.780742,6.578628,7.000859,1418139068
,ServiceLog,md,1418139130628,Raw,-3.7455957,5.434519,6.810174,1418139068
,ServiceLog,md,1418139131690,Raw,-3.5957718,4.8216033,5.284695,1418139068
,ServiceLog,md,1418139132752,Raw,-3.173541,5.1621118,5.5843425,1418139068
,ServiceLog,md,1418139133825,Raw,-3.091819,4.630918,5.3936577,1418139068
,ServiceLog,md,1418139134893,Raw,-4.5491962,5.5162406,6.578628,1418139068
,ServiceLog,md,1418139135972,Raw,-3.8681788,5.8158884,6.66035,1418139068
,ServiceLog,md,1418139137010,Raw,-3.7864566,4.671779,5.1621118,1418139068
,ServiceLog,md,1418139138066,Raw,-4.2086873,5.1212506,6.0474343,1418139068
