ID,Name,User,TimeStamp,Type,X,Y,Z
423,Киевская (АПК) 3,md,1418056444951,Raw,-0.7218784,5.243834,7.8861814
,ServiceLog,md,1418056445077,Raw,-0.7218784,5.243834,7.8861814
,ServiceLog,md,1418056446111,Raw,-0.40861043,3.6774938,8.771504
,ServiceLog,md,1418056447176,Raw,-0.06810174,4.1269655,8.962189
,ServiceLog,md,1418056448229,Raw,-0.19068487,4.630918,8.3765135
,ServiceLog,md,1418056449296,Raw,0.44947147,4.167826,8.771504
,ServiceLog,md,1418056450363,Raw,0.53119355,4.4810944,8.3765135
,ServiceLog,md,1418056451664,Raw,0.44947147,4.0861044,8.349273
,ServiceLog,md,1418056452725,Raw,0.44947147,3.8273177,8.798744
,ServiceLog,md,1418056453787,Raw,0.3405087,3.8681788,8.60806
,ServiceLog,md,1418056454865,Raw,0.5720546,3.9771416,8.730643
,ServiceLog,md,1418056455899,Raw,0.4903325,4.2904096,8.417375
424,Киевская (АПК) 4,md,1418056456534,Raw,0.06810174,3.8273177,8.499097
,ServiceLog,md,1418056456948,Raw,0.4903325,3.9771416,8.22669
,ServiceLog,md,1418056458006,Raw,0.38136974,3.3233647,8.921328
,ServiceLog,md,1418056459106,Raw,0.3405087,3.091819,8.839605
,ServiceLog,md,1418056460180,Raw,0.40861043,3.3642259,8.458236
,ServiceLog,md,1418056461258,Raw,0.7218784,5.47538,8.3765135
,ServiceLog,md,1418056462334,Raw,0.4903325,4.630918,8.921328
,ServiceLog,md,1418056463446,Raw,0.14982383,3.445948,8.648921
,ServiceLog,md,1418056464495,Raw,0.25878662,5.09401,8.458236
,ServiceLog,md,1418056465569,Raw,-0.10896278,3.3642259,8.499097
,ServiceLog,md,1418056466632,Raw,-0.0,4.2495484,7.4639506
,ServiceLog,md,1418056467706,Raw,0.21792556,4.399372,7.9679036
,ServiceLog,md,1418056468788,Raw,0.19068487,4.8216033,8.839605
,ServiceLog,md,1418056469853,Raw,-0.027240695,6.891896,6.701211
,ServiceLog,md,1418056470909,Raw,-0.29964766,7.1915436,5.5434813
,ServiceLog,md,1418056471991,Raw,3.4731886,6.510526,5.243834
,ServiceLog,md,1418056473031,Raw,9.874752,-1.334794,2.4789033
,ServiceLog,md,1418056474074,Raw,10.528529,-2.5606253,2.3699405
,ServiceLog,md,1418056475135,Raw,9.997335,-2.4789033,1.9885708
,ServiceLog,md,1418056476190,Raw,9.575105,-1.9477097,1.4437568
,ServiceLog,md,1418056477216,Raw,9.874752,-2.4108016,1.6344417
,ServiceLog,md,1418056478272,Raw,10.065437,-2.6014864,1.9068487
,ServiceLog,md,1418056479329,Raw,10.024576,-2.6423476,1.7978859
,ServiceLog,md,1418056480746,Raw,9.833891,-2.6423476,1.6344417
,ServiceLog,md,1418056481801,Raw,10.337844,-2.2201166,0.5720546
,ServiceLog,md,1418056482855,Raw,9.220976,-2.0294318,0.7627395
,ServiceLog,md,1418056483914,Raw,9.030291,-2.3290794,1.1441092
,ServiceLog,md,1418056484967,Raw,9.997335,-2.669588,1.56634
,ServiceLog,md,1418056486012,Raw,9.765789,-2.7513103,1.4437568
,ServiceLog,md,1418056487067,Raw,9.493382,-1.7570249,1.1441092
,ServiceLog,md,1418056488126,Raw,9.643207,-2.6014864,1.3756552
,ServiceLog,md,1418056489194,Raw,9.41166,-2.0566726,1.1032481
,ServiceLog,md,1418056490249,Raw,9.956474,-2.3699405,1.484618
,ServiceLog,md,1418056491305,Raw,10.419566,-2.2201166,1.525479
,ServiceLog,md,1418056492363,Raw,10.18802,-3.214402,1.9068487
