ID;Name;inter;move;sequence;stationId;errorIndex
2104;Mahilioŭskaja 4;;;-1;;791921576
2111;Aŭtazavodskaja 1;;;-1;;791921576
2112;Aŭtazavodskaja 2;;;-1;;791921576
