ID;Name;inter;move;sequence;stationId;errorIndex
2151;Pieršamajskaja 1;;;-1;;687520530
2152;Pieršamajskaja 2;;;-1;;687520530
2153;Pieršamajskaja 3;;;-1;;687520530
2154;Pieršamajskaja 4;;;-1;;687520530
2141;Pralietarskaja 1;;;-1;;687520530
2142;Pralietarskaja 2;;;-1;;687520530
