ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,session_id,race_id
322,Невский проспект 2,natalie,1445537622879,22.10.2015 21:13:42,Raw,-0.679,6.177,8.408,,,,,,,,,,,,,,,,80,119655405,1445537469
,ServiceLog,natalie,1445537623248,22.10.2015 21:13:43,Raw,-0.249,6.474,7.029,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,85,119655405,1445537469
,ServiceLog,natalie,1445537624276,22.10.2015 21:13:44,Raw,0.938,4.395,8.858,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,78,119655405,1445537469
,ServiceLog,natalie,1445537625292,22.10.2015 21:13:45,Raw,1.302,4.012,6.78,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,86,119655405,1445537469
,ServiceLog,natalie,1445537626312,22.10.2015 21:13:46,Raw,3.744,3.39,10.41,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,87,119655405,1445537469
,ServiceLog,natalie,1445537627341,22.10.2015 21:13:47,Raw,0.201,4.405,8.37,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,87,119655405,1445537469
,ServiceLog,natalie,1445537628365,22.10.2015 21:13:48,Raw,3.323,5.449,5.842,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,77,119655405,1445537469
,ServiceLog,natalie,1445537629399,22.10.2015 21:13:49,Raw,3.562,2.135,8.188,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,82,119655405,1445537469
,ServiceLog,natalie,1445537630424,22.10.2015 21:13:50,Raw,5.028,-3.83,6.656,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,86,119655405,1445537469
,ServiceLog,natalie,1445537631456,22.10.2015 21:13:51,Raw,9.969,1.359,0.66,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,86,119655405,1445537469
,ServiceLog,natalie,1445537632483,22.10.2015 21:13:52,Raw,8.791,2.739,1.561,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,86,119655405,1445537469
,ServiceLog,natalie,1445537633506,22.10.2015 21:13:53,Raw,6.828,1.34,3.859,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,86,119655405,1445537469
,ServiceLog,natalie,1445537634535,22.10.2015 21:13:54,Raw,6.359,3.419,3.821,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,87,119655405,1445537469
,ServiceLog,natalie,1445537635561,22.10.2015 21:13:55,Raw,11.53,-1.762,0.191,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,86,119655405,1445537469
,ServiceLog,natalie,1445537636591,22.10.2015 21:13:56,Raw,3.486,-4.654,-0.258,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445537469
,ServiceLog,natalie,1445537637625,22.10.2015 21:13:57,Raw,-1.494,-8.686,-3.811,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,88,119655405,1445537469
,ServiceLog,natalie,1445537638661,22.10.2015 21:13:58,Raw,-0.727,-2.834,1.168,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,88,119655405,1445537469
,ServiceLog,natalie,1445537639688,22.10.2015 21:13:59,Raw,-2.049,-11.396,-2.595,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445537469
,ServiceLog,natalie,1445537640845,22.10.2015 21:14:00,Raw,4.616,-5.382,-2.901,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,85,119655405,1445537469
,ServiceLog,natalie,1445537641873,22.10.2015 21:14:01,Raw,2.394,-4.529,-1.465,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,88,119655405,1445537469
,ServiceLog,natalie,1445537642897,22.10.2015 21:14:02,Raw,3.706,-18.158,2.652,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,86,119655405,1445537469
,ServiceLog,natalie,1445537643922,22.10.2015 21:14:03,Raw,9.471,-9.701,-3.706,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,88,119655405,1445537469
,ServiceLog,natalie,1445537644947,22.10.2015 21:14:04,Raw,12.115,-9.308,-7.077,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,86,119655405,1445537469
,ServiceLog,natalie,1445537645977,22.10.2015 21:14:05,Raw,9.213,-6.234,-4.491,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445537469
,ServiceLog,natalie,1445537647001,22.10.2015 21:14:07,Raw,10.649,-9.768,-7.288,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,87,119655405,1445537469
