ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,race_id
913,Чкаловская 3,Stanislav,1435665190803,Raw,1.4121575,3.726527,9.257478,15.890625,-24.765625,8.796875,-22.9375,19.25,-82.1875,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665191741,Raw,1.6475172,2.6674087,9.92433,19.625,-15.78125,6.0,-27.75,19.0625,-104.5,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665192756,Raw,1.372931,2.7850885,9.963556,20.21875,-14.28125,5.71875,-33.5625,27.625,-108.0,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665193767,Raw,1.5298374,2.4712758,10.473502,20.25,-13.015625,6.25,-30.9375,24.5,-102.5625,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665194782,Raw,1.0591182,2.7066352,9.963556,20.5,-16.125,7.859375,-33.25,18.5625,-126.375,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665195792,Raw,1.3337044,2.353596,10.434276,20.046875,-14.703125,6.78125,-33.9375,24.1875,-142.0625,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665196809,Raw,1.3337044,2.745862,9.885103,18.953125,-15.515625,5.4375,-32.75,23.4375,-143.625,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665197825,Raw,1.4121575,2.745862,10.1989155,18.203125,-15.6875,5.859375,-29.875,19.75,-143.375,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665198843,Raw,1.176798,2.7066352,10.277369,13.21875,-14.625,6.3125,-31.0,17.4375,-163.3125,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665199856,Raw,0.9414384,2.6674087,10.316595,9.515625,-13.578125,6.84375,-25.0625,19.3125,-146.125,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665200881,Raw,1.0983448,2.5889556,10.159689,4.984375,-12.578125,5.828125,-22.125,12.125,-140.4375,,,,,,,,,,1435665190
914,Чкаловская 4,Stanislav,1435665201161,Raw,2.0005565,3.8834333,8.1983595,5.125,-11.234375,6.875,-21.3125,13.125,-135.75,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665201890,Raw,0.9414384,5.9232163,8.119906,8.9375,-21.9375,7.640625,-24.75,6.8125,-120.0,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665202906,Raw,3.216581,4.3541527,7.531507,356.67188,-27.984375,20.3125,-22.875,-26.0,-110.5,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665203918,Raw,-4.001113,0.6668522,9.179024,2.140625,-10.15625,-21.84375,49.1875,36.4375,-111.0625,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665204932,Raw,-4.197246,1.3337044,9.45361,318.57813,-7.203125,-23.203125,112.6875,47.25,-98.1875,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665205941,Raw,-4.275699,1.2552512,9.845877,313.29688,-5.90625,-22.390625,102.1875,40.3125,-86.875,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665206954,Raw,-4.001113,0.9414384,9.845877,313.23438,-5.125,-22.078125,64.5,34.875,-50.1875,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665207962,Raw,-3.6873002,1.2160245,9.80665,314.79688,-6.59375,-20.40625,44.625,30.3125,-33.6875,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665208975,Raw,-4.0795665,1.176798,9.728196,315.92188,-6.34375,-22.578125,41.8125,29.9375,-28.3125,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665209985,Raw,-3.726527,1.0198916,9.610517,316.79688,-5.609375,-21.0625,42.625,30.1875,-30.125,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665211000,Raw,-3.6480737,0.9414384,9.68897,317.26563,-5.1875,-20.484375,44.75,30.75,-33.8125,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665212008,Raw,-3.4519408,0.9414384,9.92433,317.76563,-6.328125,-20.640625,45.6875,30.375,-37.25,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665213022,Raw,-3.5303938,0.9022118,9.728196,317.82813,-5.15625,-20.828125,46.5,30.0,-36.0625,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665214031,Raw,-3.80498,1.0198916,9.179024,317.70313,-5.796875,-22.390625,48.5625,30.9375,-38.25,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665215045,Raw,-3.9226599,0.6276256,9.68897,316.92188,-4.8125,-21.78125,53.5,30.375,-44.5625,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665216054,Raw,-4.1580195,1.1375713,10.002783,316.53125,-5.4375,-21.328125,57.0,31.3125,-47.9375,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665217077,Raw,-3.6480737,0.8237586,9.68897,315.89063,-4.59375,-20.9375,57.5,30.375,-46.75,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665218086,Raw,-3.726527,0.6276256,9.414384,315.26563,-5.40625,-21.0625,56.4375,30.375,-45.125,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665219106,Raw,-3.9618864,0.9022118,9.845877,315.03125,-4.984375,-20.171875,56.125,30.1875,-46.4375,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665220116,Raw,-2.0790098,-0.5099458,9.5320635,314.60938,-1.625,-15.265625,52.0,32.625,-42.3125,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665221129,Raw,-1.9221034,-1.0983448,9.68897,319.25,3.4375,-12.0625,38.8125,47.125,-34.1875,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665222139,Raw,-2.0397832,-0.74530536,9.963556,319.9375,3.578125,-11.859375,41.375,45.0,-33.125,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665223152,Raw,-2.353596,-0.9022118,10.277369,320.09375,3.578125,-13.1875,43.625,43.375,-32.6875,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665224161,Raw,-2.1574628,-0.78453195,10.1989155,320.10938,4.625,-12.484375,39.4375,43.375,-26.0625,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665225174,Raw,-2.3143694,-0.8237586,10.1989155,320.40625,4.484375,-12.6875,41.0625,43.0625,-25.9375,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665226183,Raw,-2.3928225,-0.9414384,9.963556,320.0,5.234375,-13.40625,43.8125,42.4375,-26.5,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665227194,Raw,-2.432049,-0.70607877,9.80665,320.09375,3.953125,-13.84375,39.8125,43.0625,-27.0,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665228202,Raw,-3.334261,-0.2745862,10.238142,319.28125,1.453125,-18.0,48.9375,36.625,-27.3125,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665229224,Raw,-3.412714,1.0591182,10.042009,309.78125,-5.65625,-18.65625,55.875,25.25,-29.75,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665230241,Raw,-3.412714,1.2944778,9.92433,304.46875,-7.15625,-21.21875,55.8125,21.4375,-30.4375,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665231262,Raw,-3.7657535,1.2160245,9.57129,303.45313,-4.84375,-18.953125,54.4375,22.875,-26.5625,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665232278,Raw,-4.0795665,1.5690639,10.159689,302.98438,-6.140625,-19.0625,54.6875,22.5625,-29.8125,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665233298,Raw,-3.216581,1.2552512,9.492837,302.67188,-6.390625,-20.078125,55.1875,20.6875,-31.1875,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665234314,Raw,-3.216581,1.2944778,9.68897,301.90625,-5.046875,-17.796875,53.5625,19.5625,-29.1875,,,,,,,,,,1435665190
,ServiceLog,Stanislav,1435665235345,Raw,-3.2950344,1.2944778,9.767424,301.1875,-5.609375,-18.5625,54.5625,20.125,-28.375,,,,,,,,,,1435665190
