ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z
272,Электросила 2,Stanislav,1419234441515,Raw,-0.1176798,8.355266,6.354709,192.98438,-51.640625,3.546875,7.3125,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234441967,Raw,0.1176798,8.316039,6.5116153,193.03125,-53.953125,0.84375,7.3125,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234442977,Raw,0.2353596,8.316039,6.3154826,192.95313,-52.78125,1.265625,7.8125,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234443983,Raw,0.19613299,8.316039,6.3154826,193.48438,-53.265625,1.515625,8.8125,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234444998,Raw,0.0784532,8.159133,6.4723887,194.21875,-52.046875,1.265625,8.6875,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234446019,Raw,0.1569064,8.119906,6.590069,194.57813,-51.0625,1.0625,7.75,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234447061,Raw,0.0784532,8.119906,6.590069,195.65625,-51.421875,0.59375,8.875,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234448082,Raw,0.1176798,8.276813,6.5116153,196.70313,-51.484375,0.390625,8.125,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234449116,Raw,0.1569064,8.237586,6.433162,196.9375,-51.578125,0.0,8.1875,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234450139,Raw,-0.0,8.237586,6.4723887,196.98438,-51.828125,0.140625,8.125,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234451159,Raw,0.1176798,8.080679,6.590069,196.84375,-51.640625,0.140625,8.4375,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234452175,Raw,0.0392266,8.080679,6.590069,197.03125,-51.125,0.609375,8.375,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234453189,Raw,0.0784532,8.041452,6.5116153,197.14063,-51.03125,0.390625,8.3125,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234454204,Raw,-0.0,8.080679,6.6292953,197.0625,-50.671875,0.0,8.125,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234455230,Raw,0.1176798,8.276813,6.550842,196.46875,-51.203125,0.359375,7.75,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234456252,Raw,-0.0,8.1983595,6.668522,196.04688,-50.84375,-0.59375,7.5625,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234457276,Raw,0.0392266,8.1983595,6.5116153,195.73438,-50.609375,0.359375,8.0625,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234458297,Raw,-0.0784532,8.237586,6.550842,195.42188,-50.015625,-0.59375,7.5625,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234459330,Raw,-0.19613299,8.041452,6.6292953,194.57813,-50.21875,0.0,7.3125,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234460354,Raw,-0.0392266,7.7668667,6.746975,194.90625,-49.53125,-0.390625,7.5,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234461376,Raw,-0.1176798,7.8453197,7.0607877,200.40625,-47.40625,-0.59375,7.8125,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234462393,Raw,-0.1176798,7.72764,7.021561,201.09375,-47.75,-0.59375,7.0,0.0,0.0,0.0
,ServiceLog,Stanislav,1419234463429,Raw,1.4513842,7.8453197,6.590069,124.765625,-49.328125,8.03125,-7.9375,0.0,0.0,0.0
273,Электросила 3,Stanislav,1419234463571,Raw,0.8237586,7.7668667,7.021561,124.765625,-49.328125,8.03125,-7.9375,0.0,0.0,0.0
