Accel_X,Accel_Y,Accel_Z,Audio,Azimuth,DateTime,GPS_Accuracy,GPS_Alt,GPS_Bearing,GPS_Lat,GPS_Lon,GPS_Speed,Gyro_X,Gyro_Y,Gyro_Z,ID,Magnetic_X,Magnetic_Y,Magnetic_Z,Name,Pitch,Roll,TimeStamp,Type,User,race_id,session_id
-2.135,-2.25,9.711,49,,01.01.2013 11:32:57,,,,,,,,,,423,,,,Рыбацкое 3,,,1357029177563,Raw,gsmart,1445540519,119655405
-1.321,-1.992,9.921,76,,01.01.2013 11:32:58,,,,,,,,,,,,,,ServiceLog,,,1357029178205,Raw,gsmart,1445540519,119655405
-1.101,-1.915,10.065,84,,01.01.2013 11:32:59,,,,,,,,,,,,,,ServiceLog,,,1357029179262,Raw,gsmart,1445540519,119655405
-0.153,-1.857,10.008,82,,01.01.2013 11:33:00,,,,,,,,,,,,,,ServiceLog,,,1357029180315,Raw,gsmart,1445540519,119655405
-1.34,-2.154,10.123,81,,01.01.2013 11:33:01,,,,,,,,,,,,,,ServiceLog,,,1357029181365,Raw,gsmart,1445540519,119655405
-1.762,-2.068,9.739,84,,01.01.2013 11:33:02,,,,,,,,,,,,,,ServiceLog,,,1357029182443,Raw,gsmart,1445540519,119655405
-2.106,-2.164,9.682,84,,01.01.2013 11:33:03,,,,,,,,,,,,,,ServiceLog,,,1357029183496,Raw,gsmart,1445540519,119655405
-1.79,-2.078,9.768,83,,01.01.2013 11:33:04,,,,,,,,,,,,,,ServiceLog,,,1357029184550,Raw,gsmart,1445540519,119655405
-1.743,-2.174,9.826,85,,01.01.2013 11:33:05,,,,,,,,,,,,,,ServiceLog,,,1357029185606,Raw,gsmart,1445540519,119655405
-2.078,-2.365,9.759,70,,01.01.2013 11:33:06,,,,,,,,,,,,,,ServiceLog,,,1357029186662,Raw,gsmart,1445540519,119655405
-2.135,-2.288,9.577,76,,01.01.2013 11:33:07,,,,,,,,,,,,,,ServiceLog,,,1357029187745,Raw,gsmart,1445540519,119655405
-2.135,-2.078,9.701,72,,01.01.2013 11:33:08,,,,,,,,,,,,,,ServiceLog,,,1357029188791,Raw,gsmart,1445540519,119655405
-2.308,-2.145,9.969,75,,01.01.2013 11:33:09,,,,,,,,,,,,,,ServiceLog,,,1357029189839,Raw,gsmart,1445540519,119655405
-2.595,-2.231,9.902,85,,01.01.2013 11:33:10,,,,,,,,,,,,,,ServiceLog,,,1357029190883,Raw,gsmart,1445540519,119655405
-2.269,-2.317,9.605,82,,01.01.2013 11:33:11,,,,,,,,,,,,,,ServiceLog,,,1357029191928,Raw,gsmart,1445540519,119655405
-2.269,-2.317,9.605,82,,01.01.2013 11:33:11,,,,,,,,,,424,,,,Рыбацкое 4,,,1357029192416,Raw,gsmart,1445540519,119655405
