ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing
653,Ладожская 3,Stanislav,1435679841600,Raw,1.7651969,3.1381278,10.002783,90.6875,-14.359375,8.390625,3.5625,17.5,59.5625,,,,,,,,,
,ServiceLog,Stanislav,1435679842098,Raw,1.372931,3.0204482,10.002783,39.59375,-16.625,7.4375,-3.3125,23.125,16.5625,,,,,,,,,
,ServiceLog,Stanislav,1435679843111,Raw,1.2552512,2.7066352,10.081236,26.15625,-14.890625,6.84375,-10.125,24.75,1.9375,,,,,,,,,
,ServiceLog,Stanislav,1435679844128,Raw,1.4121575,2.9027684,9.845877,25.59375,-16.28125,7.796875,-12.875,26.125,-5.125,,,,,,,,,
,ServiceLog,Stanislav,1435679845138,Raw,1.4513842,2.9027684,9.885103,25.59375,-16.765625,8.203125,-19.5,26.875,-29.5,,,,,,,,,
,ServiceLog,Stanislav,1435679846153,Raw,1.4121575,2.7850885,10.081236,19.765625,-15.6875,9.125,-13.5,26.0625,-32.8125,,,,,,,,,
,ServiceLog,Stanislav,1435679847162,Raw,1.6475172,2.7850885,10.120462,14.765625,-15.109375,7.46875,-21.4375,25.125,-94.25,,,,,,,,,
,ServiceLog,Stanislav,1435679848180,Raw,1.6867437,3.0204482,9.963556,10.109375,-16.59375,9.15625,-21.25,26.25,-96.6875,,,,,,,,,
,ServiceLog,Stanislav,1435679849190,Raw,1.7651969,3.216581,9.845877,9.515625,-17.328125,5.859375,-18.8125,33.0625,-80.3125,,,,,,,,,
,ServiceLog,Stanislav,1435679850206,Raw,1.4513842,3.0596747,9.963556,9.921875,-19.125,11.34375,-10.0625,22.6875,-23.6875,,,,,,,,,
,ServiceLog,Stanislav,1435679851215,Raw,1.9221034,3.216581,9.885103,9.609375,-15.90625,8.84375,-2.8125,31.4375,-4.5625,,,,,,,,,
654,Ладожская 4,Stanislav,1435679851664,Raw,2.0790098,3.4519408,8.708305,4.953125,-16.53125,8.90625,-0.1875,34.5625,-3.8125,,,,,,,,,
