ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,session_id,race_id
312,Сенная площадь 2,natalie,1445520718236,22.10.2015 16:31:58,Raw,-1.359,6.253,7.163,338.54688,-36.671875,9.265625,11.94,34.38,-4.98,,,,,,,,,,78,552491703,1445520615
,ServiceLog,natalie,1445520718367,22.10.2015 16:31:58,Raw,-1.819,6.052,7.211,338.32813,-38.96875,10.328125,11.64,32.88,-4.92,,,,,,,,,,78,552491703,1445520615
,ServiceLog,natalie,1445520719396,22.10.2015 16:31:59,Raw,-1.541,5.487,7.91,337.89063,-35.3125,9.078125,10.08,29.58,-3.54,,,,,,,,,,77,552491703,1445520615
,ServiceLog,natalie,1445520720422,22.10.2015 16:32:00,Raw,-1.8,5.679,7.336,337.48438,-35.0,11.171875,3.84,16.62,1.98,,,,,,,,,,79,552491703,1445520615
,ServiceLog,natalie,1445520721444,22.10.2015 16:32:01,Raw,-1.81,5.832,7.632,141.14063,-37.078125,11.609375,-6.9,-4.62,7.74,,,,,,,,,,77,552491703,1445520615
,ServiceLog,natalie,1445520722469,22.10.2015 16:32:02,Raw,-2.039,5.487,7.307,147.20313,-35.90625,12.515625,-9.54,-9.42,10.02,,,,,,,,,,80,552491703,1445520615
,ServiceLog,natalie,1445520723496,22.10.2015 16:32:03,Raw,-1.925,6.024,7.518,148.78125,-37.796875,11.265625,-11.64,-13.44,11.7,,,,,,,,,,83,552491703,1445520615
,ServiceLog,natalie,1445520724518,22.10.2015 16:32:04,Raw,-2.001,5.803,7.556,149.09375,-36.5625,11.859375,-11.94,-12.3,10.26,,,,,,,,,,89,552491703,1445520615
,ServiceLog,natalie,1445520725547,22.10.2015 16:32:05,Raw,-1.819,6.043,7.68,148.32813,-37.390625,10.484375,-10.08,-8.88,9.3,,,,,,,,,,78,552491703,1445520615
,ServiceLog,natalie,1445520726565,22.10.2015 16:32:06,Raw,-1.867,5.727,7.786,148.375,-36.875,11.546875,-10.02,-9.12,9.96,,,,,,,,,,80,552491703,1445520615
,ServiceLog,natalie,1445520727587,22.10.2015 16:32:07,Raw,-1.905,5.813,7.058,147.42188,-38.015625,11.3125,-9.48,-6.36,9.3,,,,,,,,,,77,552491703,1445520615
,ServiceLog,natalie,1445520728609,22.10.2015 16:32:08,Raw,-1.905,5.851,7.709,146.375,-37.921875,11.546875,-8.88,-5.04,9.06,,,,,,,,,,80,552491703,1445520615
,ServiceLog,natalie,1445520729633,22.10.2015 16:32:09,Raw,-1.8,6.033,7.661,145.54688,-37.125,9.84375,-8.04,-3.96,8.46,,,,,,,,,,79,552491703,1445520615
,ServiceLog,natalie,1445520730657,22.10.2015 16:32:10,Raw,-1.934,5.755,7.403,144.625,-38.703125,11.75,-6.6,-2.46,7.68,,,,,,,,,,78,552491703,1445520615
,ServiceLog,natalie,1445520731677,22.10.2015 16:32:11,Raw,-1.733,5.976,7.412,138.875,-35.59375,11.0,-6.06,-0.3,6.72,,,,,,,,,,78,552491703,1445520615
,ServiceLog,natalie,1445520732700,22.10.2015 16:32:12,Raw,-1.886,5.88,7.039,126.296875,-36.4375,10.15625,-5.28,1.5,5.64,,,,,,,,,,80,552491703,1445520615
,ServiceLog,natalie,1445520733728,22.10.2015 16:32:13,Raw,-1.848,5.66,7.144,106.515625,-37.015625,11.40625,-3.42,3.72,5.22,,,,,,,,,,78,552491703,1445520615
,ServiceLog,natalie,1445520734752,22.10.2015 16:32:14,Raw,-1.676,5.87,7.719,22.5,-37.6875,12.375,-2.28,6.18,3.54,,,,,,,,,,78,552491703,1445520615
,ServiceLog,natalie,1445520735773,22.10.2015 16:32:15,Raw,-1.972,5.612,6.713,55.609375,-37.0625,11.296875,-2.7,4.32,3.0,,,,,,,,,,78,552491703,1445520615
,ServiceLog,natalie,1445520736801,22.10.2015 16:32:16,Raw,-1.81,6.119,7.489,12.484375,-39.546875,12.34375,-1.44,6.66,2.34,,,,,,,,,,78,552491703,1445520615
,ServiceLog,natalie,1445520737820,22.10.2015 16:32:17,Raw,-1.944,5.64,7.24,11.921875,-37.859375,10.015625,-1.62,7.44,2.88,,,,,,,,,,78,552491703,1445520615
,ServiceLog,natalie,1445520738841,22.10.2015 16:32:18,Raw,-1.781,5.66,6.608,4.15625,-37.359375,10.328125,-0.78,8.52,2.28,,,,,,,,,,79,552491703,1445520615
,ServiceLog,natalie,1445520739863,22.10.2015 16:32:19,Raw,-1.685,6.158,7.508,357.95313,-39.25,12.09375,-0.3,9.78,1.86,,,,,,,,,,77,552491703,1445520615
,ServiceLog,natalie,1445520740888,22.10.2015 16:32:20,Raw,-1.848,6.014,7.949,347.45313,-37.890625,10.546875,3.3,15.66,-0.36,,,,,,,,,,80,552491703,1445520615
,ServiceLog,natalie,1445520741909,22.10.2015 16:32:21,Raw,-1.723,5.64,7.01,345.23438,-37.21875,10.71875,4.38,18.36,-1.56,,,,,,,,,,80,552491703,1445520615
,ServiceLog,natalie,1445520742934,22.10.2015 16:32:22,Raw,-1.608,5.909,7.508,343.84375,-38.453125,9.78125,4.92,19.92,-2.46,,,,,,,,,,78,552491703,1445520615
,ServiceLog,natalie,1445520743957,22.10.2015 16:32:23,Raw,-1.79,5.995,7.556,342.82813,-38.0,11.203125,5.76,19.56,-3.18,,,,,,,,,,76,552491703,1445520615
,ServiceLog,natalie,1445520744978,22.10.2015 16:32:24,Raw,-1.819,5.832,7.249,341.15625,-37.109375,10.125,6.72,20.1,-3.78,,,,,,,,,,80,552491703,1445520615
,ServiceLog,natalie,1445520746005,22.10.2015 16:32:26,Raw,-1.781,5.784,7.441,340.17188,-38.609375,10.78125,6.66,20.28,-3.48,,,,,,,,,,90,552491703,1445520615
,ServiceLog,natalie,1445520747031,22.10.2015 16:32:27,Raw,-1.676,5.909,7.431,340.4375,-36.8125,10.546875,5.34,19.92,-3.54,,,,,,,,,,74,552491703,1445520615
,ServiceLog,natalie,1445520748053,22.10.2015 16:32:28,Raw,-1.8,5.928,7.757,341.51563,-38.109375,10.328125,4.68,18.18,-3.72,,,,,,,,,,71,552491703,1445520615
,ServiceLog,natalie,1445520749074,22.10.2015 16:32:29,Raw,-1.685,5.985,7.805,342.17188,-36.5625,10.234375,4.02,19.44,0.18,,,,,,,,,,76,552491703,1445520615
313,Сенная площадь 3,natalie,1445520749586,22.10.2015 16:32:29,Raw,-2.662,5.564,7.403,341.875,-38.421875,11.09375,-0.66,24.54,15.66,,,,,,,,,,75,552491703,1445520615
