ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,session_id,race_id
273,Электросила 3,natalie,1445520213461,22.10.2015 16:23:33,Raw,-2.288,5.937,6.847,345.65625,-40.234375,6.140625,20.22,12.24,-57.6,,,,,,,,,,78,552491703,1445520213
,ServiceLog,natalie,1445520213498,22.10.2015 16:23:33,Raw,-2.288,5.937,6.847,345.65625,-40.234375,6.140625,20.22,12.24,-57.6,,,,,,,,,,78,552491703,1445520213
,ServiceLog,natalie,1445520214532,22.10.2015 16:23:34,Raw,-1.302,6.32,6.598,345.51563,-45.3125,5.125,25.38,25.56,-53.52,,,,,,,,,,74,552491703,1445520213
,ServiceLog,natalie,1445520215552,22.10.2015 16:23:35,Raw,-1.982,6.502,6.914,344.09375,-42.140625,11.78125,28.2,25.32,-55.14,,,,,,,,,,82,552491703,1445520213
,ServiceLog,natalie,1445520216578,22.10.2015 16:23:36,Raw,-1.197,6.876,8.648,342.875,-40.09375,11.34375,27.48,24.42,-55.32,,,,,,,,,,84,552491703,1445520213
,ServiceLog,natalie,1445520217601,22.10.2015 16:23:37,Raw,-2.087,5.535,7.211,340.25,-41.34375,9.5,29.46,32.28,-51.48,,,,,,,,,,86,552491703,1445520213
,ServiceLog,natalie,1445520218621,22.10.2015 16:23:38,Raw,-1.474,6.205,7.24,339.20313,-37.46875,6.46875,30.96,33.48,-50.7,,,,,,,,,,82,552491703,1445520213
,ServiceLog,natalie,1445520219641,22.10.2015 16:23:39,Raw,-2.164,5.65,6.924,338.98438,-38.328125,7.640625,32.7,34.14,-52.26,,,,,,,,,,86,552491703,1445520213
,ServiceLog,natalie,1445520220665,22.10.2015 16:23:40,Raw,-1.407,6.32,6.972,338.10938,-39.25,12.984375,31.02,36.42,-48.36,,,,,,,,,,90,552491703,1445520213
,ServiceLog,natalie,1445520221687,22.10.2015 16:23:41,Raw,-1.158,5.717,7.451,339.14063,-35.84375,12.46875,29.16,40.98,-46.26,,,,,,,,,,90,552491703,1445520213
,ServiceLog,natalie,1445520222707,22.10.2015 16:23:42,Raw,-1.436,7.144,7.958,339.15625,-38.390625,7.9375,29.22,36.78,-46.08,,,,,,,,,,90,552491703,1445520213
,ServiceLog,natalie,1445520223735,22.10.2015 16:23:43,Raw,-1.695,6.426,8.341,338.26563,-37.71875,5.34375,30.66,40.68,-45.3,,,,,,,,,,90,552491703,1445520213
,ServiceLog,natalie,1445520224755,22.10.2015 16:23:44,Raw,-1.455,6.359,6.502,336.89063,-40.46875,4.765625,31.8,37.8,-42.24,,,,,,,,,,90,552491703,1445520213
