ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,session_id,race_id
632,Улица Дыбенко 2,natalie,1445542517326,22.10.2015 22:35:17,Raw,-0.881,3.62,9.423,,,,,,,,,,,,,,,,90,119655405,1445542401
,ServiceLog,natalie,1445542517532,22.10.2015 22:35:17,Raw,-0.641,3.428,9.012,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,88,119655405,1445542401
,ServiceLog,natalie,1445542518560,22.10.2015 22:35:18,Raw,-0.229,1.81,11.099,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,79,119655405,1445542401
,ServiceLog,natalie,1445542519582,22.10.2015 22:35:19,Raw,4.348,4.194,7.68,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,80,119655405,1445542401
,ServiceLog,natalie,1445542520609,22.10.2015 22:35:20,Raw,1.273,4.041,9.749,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,62,119655405,1445542401
,ServiceLog,natalie,1445542521639,22.10.2015 22:35:21,Raw,3.715,5.995,9.155,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,63,119655405,1445542401
,ServiceLog,natalie,1445542522661,22.10.2015 22:35:22,Raw,4.415,3.964,8.322,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,77,119655405,1445542401
,ServiceLog,natalie,1445542523686,22.10.2015 22:35:23,Raw,0.162,2.796,7.316,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,76,119655405,1445542401
,ServiceLog,natalie,1445542524706,22.10.2015 22:35:24,Raw,0.306,4.386,8.571,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,85,119655405,1445542401
,ServiceLog,natalie,1445542525727,22.10.2015 22:35:25,Raw,0.794,4.826,8.724,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,89,119655405,1445542401
,ServiceLog,natalie,1445542526754,22.10.2015 22:35:26,Raw,-2.652,4.175,8.054,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,89,119655405,1445542401
,ServiceLog,natalie,1445542527777,22.10.2015 22:35:27,Raw,-1.589,4.501,9.644,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,76,119655405,1445542401
,ServiceLog,natalie,1445542528802,22.10.2015 22:35:28,Raw,-0.593,4.826,10.755,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,80,119655405,1445542401
,ServiceLog,natalie,1445542529830,22.10.2015 22:35:29,Raw,-2.423,4.348,6.847,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,82,119655405,1445542401
,ServiceLog,natalie,1445542530853,22.10.2015 22:35:30,Raw,0.632,3.811,7.451,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,77,119655405,1445542401
,ServiceLog,natalie,1445542531876,22.10.2015 22:35:31,Raw,1.024,2.327,7.173,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,70,119655405,1445542401
,ServiceLog,natalie,1445542532896,22.10.2015 22:35:32,Raw,0.047,2.442,6.847,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,75,119655405,1445542401
,ServiceLog,natalie,1445542533922,22.10.2015 22:35:33,Raw,4.893,7.173,7.0,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,77,119655405,1445542401
,ServiceLog,natalie,1445542534941,22.10.2015 22:35:34,Raw,0.747,6.244,6.694,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,77,119655405,1445542401
,ServiceLog,natalie,1445542535959,22.10.2015 22:35:35,Raw,0.852,7.46,8.006,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,76,119655405,1445542401
,ServiceLog,natalie,1445542536986,22.10.2015 22:35:36,Raw,2.758,3.572,6.119,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,89,119655405,1445542401
,ServiceLog,natalie,1445542538022,22.10.2015 22:35:38,Raw,5.813,-7.623,-11.147,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445542401
,ServiceLog,natalie,1445542539044,22.10.2015 22:35:39,Raw,6.244,-7.996,-2.777,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,74,119655405,1445542401
,ServiceLog,natalie,1445542540071,22.10.2015 22:35:40,Raw,0.325,-10.965,-1.426,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,82,119655405,1445542401
,ServiceLog,natalie,1445542541091,22.10.2015 22:35:41,Raw,2.557,-9.452,-0.622,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,71,119655405,1445542401
,ServiceLog,natalie,1445542542113,22.10.2015 22:35:42,Raw,0.747,-11.233,-0.268,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,73,119655405,1445542401
,ServiceLog,natalie,1445542543136,22.10.2015 22:35:43,Raw,-1.158,-10.381,-0.852,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,80,119655405,1445542401
,ServiceLog,natalie,1445542544155,22.10.2015 22:35:44,Raw,-1.474,-9.548,-1.733,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,76,119655405,1445542401
,ServiceLog,natalie,1445542545175,22.10.2015 22:35:45,Raw,0.105,-10.697,-0.574,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,77,119655405,1445542401
