ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,race_id
323,Невский проспект 3, julia,1445602968071,23 Окт 2015 г. 15:22:48,Raw,0.095169514,2.4259248,8.2593975,323.4979,-18.283848,9.014317,38.82,57.0,1.14,0.06872234,0.02565634,-0.0693332,,,,,,,77,1445602968
,ServiceLog, julia,1445602968665,23 Окт 2015 г. 15:22:48,Raw,3.0418332,3.5541923,8.838196,316.48038,-35.61453,25.601826,38.34,62.399998,0.06,0.33414328,-1.4822645,0.5317582,,,,,,,78,1445602968
,ServiceLog, julia,1445602969690,23 Окт 2015 г. 15:22:49,Raw,0.5614403,2.2768857,10.374076,339.71542,-30.804905,22.738623,35.46,72.84,20.4,-0.5842926,-0.062002823,-0.64904433,,,,,,,74,1445602968
,ServiceLog, julia,1445602970714,23 Окт 2015 г. 15:22:50,Raw,1.0109516,4.0743327,9.566033,333.97534,-36.643795,23.881662,35.46,82.56,26.58,-0.32803464,-0.25289822,-0.124311075,,,,,,,78,1445602968
,ServiceLog, julia,1445602971743,23 Окт 2015 г. 15:22:51,Raw,0.2789245,1.9871874,9.779117,347.0502,-25.462059,20.807556,28.14,71.82,46.5,-0.061086524,-0.061391957,-0.046120327,,,,,,,79,1445602968
,ServiceLog, julia,1445602972768,23 Окт 2015 г. 15:22:52,Raw,0.84455466,1.5292963,9.55885,3.8477046,-25.605227,18.555662,22.199999,94.56,78.72,-0.080634214,-0.106595986,-0.0852157,,,,,,,82,1445602968
,ServiceLog, julia,1445602973792,23 Окт 2015 г. 15:22:53,Raw,0.89303726,1.5454572,9.76116,3.0361602,-22.06399,14.74239,19.74,95.04,83.64,-0.048258353,-0.014966198,-0.011301007,,,,,,,83,1445602968
,ServiceLog, julia,1445602974817,23 Окт 2015 г. 15:22:54,Raw,0.5105635,1.6478093,10.08737,0.10748066,-20.768034,12.4306555,18.359999,93.06,85.619995,-0.004886922,-0.006414085,0.016798794,,,,,,,85,1445602968
,ServiceLog, julia,1445602975840,23 Окт 2015 г. 15:22:55,Raw,0.2777274,1.7100586,9.464878,356.2662,-20.384739,9.88657,11.759999,85.56,56.879997,0.08093964,0.030848695,0.021380283,,,,,,,88,1445602968
,ServiceLog, julia,1445602976865,23 Окт 2015 г. 15:22:56,Raw,0.34955344,2.1092918,9.218874,344.59012,-19.899462,8.970268,22.98,84.36,29.279999,0.010995574,-0.008552114,0.0027488936,,,,,,,86,1445602968
,ServiceLog, julia,1445602977890,23 Окт 2015 г. 15:22:57,Raw,0.079008654,1.6603789,9.399636,352.1106,-20.292841,7.790888,16.92,87.54,33.78,-0.013744468,-0.00580322,-0.0125227375,,,,,,,87,1445602968
324,Невский проспект 4, julia,1445602978063,23 Окт 2015 г. 15:22:58,Raw,0.1448492,1.8800468,9.706693,348.13385,-20.452538,6.7662907,19.56,85.2,33.12,-0.0067195175,0.059253927,-0.0009162979,,,,,,,86,1445602968
,ServiceLog, julia,1445602978918,23 Окт 2015 г. 15:22:58,Raw,0.96306765,2.5881321,8.837597,23.435648,-27.70996,12.919656,-9.9,109.32,82.08,0.11178834,-0.15210545,-0.070249505,,,,,,,89,1445602968
,ServiceLog, julia,1445602979946,23 Окт 2015 г. 15:22:59,Raw,-0.05686229,0.8619126,9.396643,339.6687,-19.308466,10.064211,44.52,117.78,-129.72,-0.46731192,-0.17501289,0.47433686,,,,,,,88,1445602968
,ServiceLog, julia,1445602980970,23 Окт 2015 г. 15:23:00,Raw,-0.3764882,1.9213469,9.372701,339.98065,-24.222868,0.34961063,44.94,102.6,-133.73999,-0.032070424,-0.01282817,-0.03970624,,,,,,,89,1445602968
,ServiceLog, julia,1445602981998,23 Окт 2015 г. 15:23:01,Raw,-0.7469909,2.56419,8.953117,308.11423,-23.20774,2.1148527,43.079998,-29.939999,-181.73999,-0.021685716,0.12736541,0.19761491,,,,,,,87,1445602968
,ServiceLog, julia,1445602983026,23 Окт 2015 г. 15:23:03,Raw,-0.8086416,3.376423,8.979453,312.7806,-24.116491,-3.9574585,47.94,7.8599997,-95.46,-0.099265605,0.03176499,-0.04917465,,,,,,,89,1445602968
,ServiceLog, julia,1445602984055,23 Окт 2015 г. 15:23:04,Raw,0.87807345,2.6563668,9.595362,335.5991,-17.203627,8.005924,19.859999,34.2,-71.939995,-0.24862215,-0.6020077,-0.0027488936,,,,,,,89,1445602968
,ServiceLog, julia,1445602985078,23 Окт 2015 г. 15:23:05,Raw,2.0787656,3.7966053,8.122928,319.33594,-23.46497,17.596972,22.68,27.66,-63.48,0.22449298,-0.2501493,-0.04520403,,,,,,,89,1445602968
,ServiceLog, julia,1445602986104,23 Окт 2015 г. 15:23:06,Raw,2.1416135,4.1305966,8.5143795,307.0553,-21.94666,22.753658,23.279999,16.859999,-61.859997,-0.172264,0.25625798,0.006414085,,,,,,,87,1445602968
,ServiceLog, julia,1445602987128,23 Окт 2015 г. 15:23:07,Raw,2.3475149,4.2999864,8.177995,311.3449,-24.315237,23.511196,19.26,18.6,-59.16,-0.04520403,-0.060170226,-0.03390302,,,,,,,88,1445602968
,ServiceLog, julia,1445602988160,23 Окт 2015 г. 15:23:08,Raw,2.0632033,4.187459,8.598776,316.06262,-25.264389,21.219484,19.199999,21.539999,-56.34,-0.061391957,-0.0030543262,-0.06719518,,,,,,,89,1445602968
,ServiceLog, julia,1445602989182,23 Окт 2015 г. 15:23:09,Raw,1.7669208,3.9252937,8.214506,315.4574,-20.875036,18.026632,20.279999,23.76,-51.42,-0.08307768,0.13561209,-0.022296581,,,,,,,89,1445602968
,ServiceLog, julia,1445602990207,23 Окт 2015 г. 15:23:10,Raw,1.2066777,3.0903158,9.736021,326.06335,-15.193102,9.432615,18.42,32.28,-45.84,-0.067500606,-0.112399206,0.02107485,,,,,,,89,1445602968
,ServiceLog, julia,1445602991230,23 Окт 2015 г. 15:23:11,Raw,2.1080947,3.4368765,8.807071,321.60333,-17.335445,13.603825,19.8,26.76,-46.62,0.07941248,-0.06841691,-0.032375857,,,,,,,88,1445602968
,ServiceLog, julia,1445602992257,23 Окт 2015 г. 15:23:12,Raw,1.9123687,3.7361517,8.704121,321.95837,-22.161333,12.831526,19.439999,23.58,-48.239998,-0.04153884,-0.05100725,-0.037873644,,,,,,,89,1445602968
,ServiceLog, julia,1445602993285,23 Окт 2015 г. 15:23:13,Raw,1.638831,3.9671922,9.101558,324.49686,-21.79345,9.501222,21.539999,25.56,-39.78,0.014660766,-0.05955936,0.013744468,,,,,,,89,1445602968
,ServiceLog, julia,1445602994310,23 Окт 2015 г. 15:23:14,Raw,1.4496891,4.010886,9.139266,325.81146,-21.320919,7.198232,22.02,25.74,-38.52,-0.05681047,-0.010079277,-0.115453534,,,,,,,89,1445602968
,ServiceLog, julia,1445602995337,23 Окт 2015 г. 15:23:15,Raw,1.3425486,3.3901896,9.21229,326.23615,-19.259087,9.661523,21.18,31.26,-35.64,-0.16432275,-0.004581489,-0.04734206,,,,,,,89,1445602968
,ServiceLog, julia,1445602996361,23 Окт 2015 г. 15:23:16,Raw,1.1611878,3.1196449,8.264186,328.81796,-21.893896,6.1909633,23.1,35.76,-31.38,-0.076358154,0.07086037,-0.05681047,,,,,,,89,1445602968
,ServiceLog, julia,1445602997385,23 Окт 2015 г. 15:23:17,Raw,1.091756,3.5895069,8.363545,326.16855,-26.880987,3.284101,25.38,33.3,-27.599998,0.16707164,0.017104227,0.01863139,,,,,,,88,1445602968
,ServiceLog, julia,1445602998411,23 Окт 2015 г. 15:23:18,Raw,0.9504981,3.726575,9.982025,332.13312,-25.544567,2.4441109,22.32,33.54,-28.08,-0.106595986,-0.051618114,-0.105374254,,,,,,,89,1445602968
,ServiceLog, julia,1445602999436,23 Окт 2015 г. 15:23:19,Raw,0.7715315,3.4009635,7.8715367,337.09293,-24.143896,-0.5939876,21.0,33.6,-30.359999,-0.018936822,0.073303826,-0.226631,,,,,,,89,1445602968
,ServiceLog, julia,1445603000462,23 Окт 2015 г. 15:23:20,Raw,0.06584055,3.1747115,8.974067,338.02023,-22.888063,-4.8800273,20.52,37.14,-25.38,-0.10842858,0.06352998,-0.13897185,,,,,,,90,1445602968
,ServiceLog, julia,1445603001491,23 Окт 2015 г. 15:23:21,Raw,1.2940661,3.1890767,9.22067,336.6448,-20.90781,-0.57532334,19.38,41.16,-22.439999,0.0018325958,-0.08460484,-0.0143553335,,,,,,,89,1445602968
,ServiceLog, julia,1445603002516,23 Окт 2015 г. 15:23:22,Raw,1.560421,3.54282,10.784681,334.64624,-15.175347,1.4830999,19.56,36.18,-27.0,-0.21991149,-0.046120327,-0.059864793,,,,,,,89,1445602968
