ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,race_id
922,Крестовский остров 2, julia,1445600460128,23 Окт 2015 г. 14:41:00,Raw,0.2885013,4.72376,8.974665,118.63118,-30.546776,2.7130642,-18.6,-11.219999,0.24,-0.0143553335,-0.014660766,-0.027488936,,,,,,,86,1445600333
,ServiceLog, julia,1445600461141,23 Окт 2015 г. 14:41:01,Raw,0.374094,4.823718,8.289924,120.70638,-30.448748,2.835091,-20.16,-10.2,7.2,-0.029321533,-0.015577064,-0.021991149,,,,,,,89,1445600333
,ServiceLog, julia,1445600462168,23 Окт 2015 г. 14:41:02,Raw,1.2186487,4.635773,8.789713,118.832344,-29.363222,3.5736177,-20.46,-9.48,6.54,-0.0580322,-0.014660766,-0.07544186,,,,,,,88,1445600333
,ServiceLog, julia,1445600463195,23 Окт 2015 г. 14:41:03,Raw,1.0510546,4.6351743,8.421604,116.90199,-29.33847,3.8563154,-20.939999,-9.84,5.8199997,-0.028405234,-0.020158553,-0.0125227375,,,,,,,86,1445600333
,ServiceLog, julia,1445600464220,23 Окт 2015 г. 14:41:04,Raw,0.9720459,4.6232033,8.387487,116.511856,-29.394499,4.5240226,-20.52,-9.78,5.04,-0.026267206,-0.016493361,-0.019242255,,,,,,,81,1445600333
,ServiceLog, julia,1445600465243,23 Окт 2015 г. 14:41:05,Raw,0.9355343,4.5358152,8.39467,115.679306,-28.913582,4.6280127,-20.88,-9.54,5.22,-0.04642576,-0.010079277,-0.03573562,,,,,,,76,1445600333
,ServiceLog, julia,1445600466269,23 Окт 2015 г. 14:41:06,Raw,1.0336965,4.6782703,8.382699,115.66815,-28.939058,5.2532125,-20.46,-9.179999,5.2799997,-0.0290161,-0.005192355,-0.02443461,,,,,,,76,1445600333
,ServiceLog, julia,1445600467295,23 Окт 2015 г. 14:41:07,Raw,1.0085574,4.658518,8.356362,115.70451,-28.644321,5.6775756,-20.22,-9.0,4.08,-0.031154128,-0.020158553,-0.026572637,,,,,,,78,1445600333
,ServiceLog, julia,1445600468322,23 Окт 2015 г. 14:41:08,Raw,0.7763199,4.777031,8.112753,113.783615,-27.651283,5.4921527,-20.76,-9.3,3.84,0.020158553,0.021380283,0.013133603,,,,,,,66,1445600333
,ServiceLog, julia,1445600469347,23 Окт 2015 г. 14:41:09,Raw,0.88525605,4.3915644,8.41502,112.24046,-27.378279,6.1281695,-21.06,-9.24,4.2,-0.04734206,-0.033292156,0.059864793,,,,,,,70,1445600333
,ServiceLog, julia,1445600470374,23 Окт 2015 г. 14:41:10,Raw,1.4987702,4.8219223,8.031948,114.62469,-26.427649,5.916325,-20.699999,-9.84,3.72,-0.027794369,0.059864793,-0.07422013,,,,,,,69,1445600333
,ServiceLog, julia,1445600471399,23 Окт 2015 г. 14:41:11,Raw,1.0791864,4.586692,8.360553,112.904076,-26.466375,6.117185,-20.82,-9.12,3.36,-0.0106901415,-0.020463986,-0.0061086523,,,,,,,68,1445600333
,ServiceLog, julia,1445600472425,23 Окт 2015 г. 14:41:12,Raw,1.0995371,4.5872903,8.304289,113.33909,-26.813244,6.8419213,-20.939999,-9.9,3.54,-0.029932396,-0.018325957,-0.02687807,,,,,,,70,1445600333
,ServiceLog, julia,1445600473451,23 Окт 2015 г. 14:41:13,Raw,1.1282675,4.5795093,8.338406,112.773544,-26.928759,7.1176887,-20.64,-9.059999,3.78,-0.039095376,-0.013439035,-0.027488936,,,,,,,69,1445600333
,ServiceLog, julia,1445600474477,23 Окт 2015 г. 14:41:14,Raw,1.2006922,4.683657,8.279149,111.78657,-27.379187,7.710586,-20.939999,-9.36,2.04,-0.02565634,-0.020463986,-0.02321288,,,,,,,75,1445600333
,ServiceLog, julia,1445600475507,23 Окт 2015 г. 14:41:15,Raw,1.2276269,4.667496,8.2593975,106.83755,-27.660185,8.142403,-20.64,-8.46,-0.96,-0.018020526,-0.01160644,-0.016493361,,,,,,,69,1445600333
,ServiceLog, julia,1445600476531,23 Окт 2015 г. 14:41:16,Raw,1.0935516,4.5112743,8.389881,104.81982,-27.654266,8.125297,-19.98,-8.94,-1.8,-0.030848695,-0.009773844,-0.026572637,,,,,,,73,1445600333
,ServiceLog, julia,1445600477557,23 Окт 2015 г. 14:41:17,Raw,1.1797429,4.565144,8.359954,104.56074,-27.798672,8.66763,-20.82,-8.82,-1.92,-0.03359759,-0.01282817,-0.021380283,,,,,,,78,1445600333
,ServiceLog, julia,1445600478580,23 Окт 2015 г. 14:41:18,Raw,1.1486182,4.5663414,8.39048,103.65187,-27.911121,8.807492,-20.58,-8.22,-2.28,-0.03970624,-0.014966198,-0.02687807,,,,,,,86,1445600333
,ServiceLog, julia,1445600479606,23 Окт 2015 г. 14:41:19,Raw,1.1354501,4.5807066,8.376115,103.52967,-27.810863,8.938425,-20.039999,-8.58,-2.22,-0.038789943,-0.016493361,-0.017104227,,,,,,,85,1445600333
,ServiceLog, julia,1445600480632,23 Окт 2015 г. 14:41:20,Raw,1.1731589,4.587889,8.371924,100.600624,-27.90659,9.09138,-19.859999,-7.98,-5.1,-0.030543262,-0.010079277,-0.028710667,,,,,,,82,1445600333
,ServiceLog, julia,1445600481657,23 Окт 2015 г. 14:41:21,Raw,1.0971429,4.581305,8.362348,100.04145,-27.817444,9.025171,-19.5,-7.62,-4.92,-0.03145956,-0.0061086523,-0.025045475,,,,,,,87,1445600333
,ServiceLog, julia,1445600482682,23 Окт 2015 г. 14:41:22,Raw,1.1605892,4.51726,8.384495,95.31192,-28.089455,9.286247,-19.68,-6.8399997,-8.5199995,-0.03390302,-0.0143553335,-0.017715093,,,,,,,85,1445600333
,ServiceLog, julia,1445600483709,23 Окт 2015 г. 14:41:23,Raw,1.1587936,4.5418005,8.396465,57.171337,-28.167273,9.603902,-19.02,-2.52,-22.38,-0.03176499,-0.014660766,-0.01985312,,,,,,,88,1445600333
,ServiceLog, julia,1445600484736,23 Окт 2015 г. 14:41:24,Raw,1.0061632,4.404134,8.414422,59.826714,-28.34272,9.275135,-19.98,-2.34,-22.02,-0.02443461,-0.008857546,-0.026572637,,,,,,,83,1445600333
,ServiceLog, julia,1445600485761,23 Окт 2015 г. 14:41:25,Raw,1.4736311,4.445434,7.524976,59.1808,-28.541103,9.234383,-19.92,-4.08,-22.14,-0.03573562,0.04153884,0.080634214,,,,,,,79,1445600333
,ServiceLog, julia,1445600486787,23 Окт 2015 г. 14:41:26,Raw,1.2084733,4.4448357,8.359954,65.604706,-27.598341,10.532829,-20.76,-4.44,-20.88,-0.028710667,-0.021685716,-0.027488936,,,,,,,73,1445600333
,ServiceLog, julia,1445600487812,23 Окт 2015 г. 14:41:27,Raw,1.2719196,4.3478703,8.354567,76.0826,-27.558168,10.669797,-19.92,-5.58,-16.38,-0.01863139,-0.019547688,-0.013133603,,,,,,,75,1445600333
,ServiceLog, julia,1445600488839,23 Окт 2015 г. 14:41:28,Raw,1.8782512,4.2999864,8.072051,138.85394,-27.39555,11.708556,-15.599999,-20.64,28.619999,-0.03268129,-0.020158553,0.050701816,,,,,,,73,1445600333
923,Крестовский остров 3, julia,1445600488890,23 Окт 2015 г. 14:41:28,Raw,2.9358897,4.1240125,8.541314,145.79681,-26.922876,12.9990225,-15.179999,-21.779999,32.94,-0.06047566,-0.09315695,0.038179077,,,,,,,77,1445600333
