ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,session_id,race_id
52,Автово 2,natalie,1445577677489,23.10.2015 8:21:17,Raw,-2.365,3.581,7.872,322.6875,-19.859375,14.078125,-4.92,25.26,45.12,,,,,,,,,,81,103961951,1445577554
,ServiceLog,natalie,1445577678424,23.10.2015 8:21:18,Raw,-1.369,3.399,8.504,279.98438,-20.96875,11.515625,-3.72,19.5,49.92,,,,,,,,,,86,103961951,1445577554
,ServiceLog,natalie,1445577679445,23.10.2015 8:21:19,Raw,-1.886,3.17,8.897,242.39063,-19.1875,11.8125,-4.44,15.42,54.48,,,,,,,,,,84,103961951,1445577554
,ServiceLog,natalie,1445577680468,23.10.2015 8:21:20,Raw,-1.704,3.304,9.031,237.79688,-19.25,10.578125,-3.48,14.58,54.66,,,,,,,,,,80,103961951,1445577554
,ServiceLog,natalie,1445577681488,23.10.2015 8:21:21,Raw,-1.599,3.428,8.705,216.25,-19.578125,9.640625,-3.96,9.3,55.38,,,,,,,,,,88,103961951,1445577554
,ServiceLog,natalie,1445577682510,23.10.2015 8:21:22,Raw,-1.58,3.294,8.964,210.28125,-19.625,9.640625,-4.38,9.06,55.32,,,,,,,,,,76,103961951,1445577554
,ServiceLog,natalie,1445577683530,23.10.2015 8:21:23,Raw,-1.637,3.294,8.916,209.96875,-19.1875,9.578125,-4.02,8.4,54.24,,,,,,,,,,77,103961951,1445577554
,ServiceLog,natalie,1445577684545,23.10.2015 8:21:24,Raw,-1.618,3.342,8.887,208.34375,-21.03125,9.46875,-4.14,7.68,53.28,,,,,,,,,,78,103961951,1445577554
,ServiceLog,natalie,1445577685560,23.10.2015 8:21:25,Raw,-1.685,3.284,9.04,215.25,-20.9375,8.84375,-2.64,10.44,51.54,,,,,,,,,,84,103961951,1445577554
,ServiceLog,natalie,1445577686574,23.10.2015 8:21:26,Raw,-1.551,3.323,9.088,224.26563,-20.21875,9.390625,-2.46,11.7,49.86,,,,,,,,,,83,103961951,1445577554
,ServiceLog,natalie,1445577687592,23.10.2015 8:21:27,Raw,-1.733,3.275,9.002,231.9375,-20.140625,9.25,-1.8,13.8,49.56,,,,,,,,,,79,103961951,1445577554
,ServiceLog,natalie,1445577688612,23.10.2015 8:21:28,Raw,-1.647,3.217,8.983,243.79688,-20.046875,9.53125,-1.56,14.4,48.6,,,,,,,,,,80,103961951,1445577554
,ServiceLog,natalie,1445577689629,23.10.2015 8:21:29,Raw,-1.532,3.38,8.925,249.28125,-19.890625,9.390625,-0.9,14.94,49.32,,,,,,,,,,81,103961951,1445577554
,ServiceLog,natalie,1445577690651,23.10.2015 8:21:30,Raw,-1.608,3.246,8.964,259.51563,-20.046875,9.40625,-1.14,16.56,48.36,,,,,,,,,,79,103961951,1445577554
,ServiceLog,natalie,1445577691673,23.10.2015 8:21:31,Raw,-1.608,3.323,8.954,297.78125,-19.875,9.75,-0.72,22.26,46.74,,,,,,,,,,80,103961951,1445577554
,ServiceLog,natalie,1445577692691,23.10.2015 8:21:32,Raw,-1.58,3.438,8.724,315.03125,-19.359375,9.328125,-1.62,23.64,45.18,,,,,,,,,,78,103961951,1445577554
,ServiceLog,natalie,1445577693711,23.10.2015 8:21:33,Raw,-0.679,3.629,8.839,347.875,-22.453125,4.484375,-4.26,21.06,45.66,,,,,,,,,,82,103961951,1445577554
,ServiceLog,natalie,1445577694731,23.10.2015 8:21:34,Raw,-0.938,3.38,9.203,31.359375,-21.546875,4.140625,-5.88,21.18,44.94,,,,,,,,,,80,103961951,1445577554
,ServiceLog,natalie,1445577695749,23.10.2015 8:21:35,Raw,-0.785,3.466,8.916,31.8125,-21.640625,4.90625,-6.54,21.36,44.46,,,,,,,,,,78,103961951,1445577554
,ServiceLog,natalie,1445577696770,23.10.2015 8:21:36,Raw,-1.034,3.514,9.002,24.53125,-20.578125,5.375,-5.76,20.64,44.1,,,,,,,,,,75,103961951,1445577554
,ServiceLog,natalie,1445577697791,23.10.2015 8:21:37,Raw,-0.938,3.438,9.012,27.9375,-21.1875,5.375,-5.88,19.74,44.82,,,,,,,,,,73,103961951,1445577554
,ServiceLog,natalie,1445577698810,23.10.2015 8:21:38,Raw,-0.9,3.495,9.031,6.671875,-20.9375,6.171875,-5.28,20.82,44.46,,,,,,,,,,73,103961951,1445577554
,ServiceLog,natalie,1445577699829,23.10.2015 8:21:39,Raw,-0.919,3.457,9.012,7.546875,-20.8125,5.40625,-5.4,22.14,43.38,,,,,,,,,,70,103961951,1445577554
