ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,race_id
143,Площадь Ленина 3,Stanislav,1435593763432,Raw,1.0983448,3.9226599,9.92433,63.984375,-20.640625,8.203125,-14.1875,21.25,35.4375,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593764254,Raw,1.5690639,4.001113,9.80665,97.625,-21.703125,6.140625,-8.5,19.9375,63.625,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593765262,Raw,1.9613299,3.8834333,9.492837,140.03125,-20.90625,10.15625,2.4375,16.25,107.6875,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593766276,Raw,1.8828768,3.9618864,9.57129,139.67188,-22.0625,10.296875,-1.4375,21.125,114.625,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593767283,Raw,1.8044236,4.118793,9.610517,139.8125,-23.203125,9.234375,0.5,20.25,106.1875,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593768300,Raw,1.2552512,4.275699,9.610517,68.90625,-23.296875,8.375,1.5625,32.0625,58.75,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593769311,Raw,1.2160245,4.2364726,9.610517,28.328125,-23.640625,6.59375,1.5625,32.6875,48.25,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593770327,Raw,0.9414384,4.197246,9.610517,18.71875,-22.875,5.296875,1.625,30.9375,41.6875,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593771335,Raw,0.9414384,4.0795665,9.68897,27.984375,-23.78125,5.125,-3.125,27.1875,37.3125,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593772355,Raw,0.78453195,4.2364726,9.610517,54.96875,-23.1875,4.9375,-0.6875,24.375,49.8125,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593773363,Raw,0.9022118,4.0403395,9.5320635,109.46875,-22.875,4.953125,-0.5625,19.0625,51.25,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593774380,Raw,0.98066497,4.118793,9.68897,107.765625,-22.171875,5.234375,-1.6875,19.0625,49.875,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593775391,Raw,0.6276256,4.0403395,9.57129,107.21875,-23.59375,4.515625,-1.5,18.375,46.6875,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593776406,Raw,0.98066497,4.118793,9.57129,106.90625,-23.484375,5.890625,-2.4375,16.75,43.3125,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593777414,Raw,0.8237586,4.1580195,9.649743,135.75,-23.203125,5.265625,1.9375,16.25,48.375,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593778434,Raw,1.0198916,4.118793,9.492837,156.28125,-23.328125,5.578125,1.625,14.125,53.375,,,,,,,,,,1435593763
144,Площадь Ленина 4,Stanislav,1435593779142,Raw,0.8237586,4.275699,9.728196,161.9375,-23.8125,4.90625,2.9375,13.9375,55.4375,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593779457,Raw,0.39226598,3.0596747,10.316595,154.14063,-16.484375,2.046875,-2.3125,9.25,53.8125,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593780487,Raw,0.70607877,4.785645,9.375157,107.609375,-26.640625,4.953125,-52.0,24.0,60.5,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593781498,Raw,0.8629852,4.1580195,9.375157,69.171875,-23.59375,4.28125,-18.75,6.4375,-9.4375,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593782546,Raw,1.372931,6.433162,7.5707335,36.84375,-48.125,9.109375,-4.9375,1.0,-5.0625,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593783560,Raw,1.5298374,6.3154826,8.8652115,122.921875,-35.078125,8.0,-19.3125,-6.375,20.1875,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593784578,Raw,-0.39226598,0.6668522,10.316595,68.828125,-3.640625,-2.125,-35.75,19.625,-27.75,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593785588,Raw,-0.5099458,0.70607877,10.277369,53.75,-3.859375,-2.796875,-33.5625,30.3125,-38.0,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593786604,Raw,-0.70607877,0.8629852,10.473502,124.96875,-4.671875,-3.78125,-14.0,-19.75,-56.0,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593787616,Raw,-0.6276256,0.6668522,10.708861,126.78125,-3.5,-3.328125,-21.4375,-26.1875,-52.0625,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593788635,Raw,-0.6276256,0.588399,10.1989155,131.875,-3.28125,-3.53125,-16.5625,-25.0625,-54.0625,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593789647,Raw,-0.70607877,0.74530536,10.512729,133.04688,-4.0,-3.78125,-17.1875,-25.1875,-56.75,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593790661,Raw,-0.98066497,0.6276256,10.277369,133.70313,-3.46875,-5.375,-19.6875,-27.0,-56.1875,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593791671,Raw,-0.5099458,1.0591182,10.277369,133.29688,-4.34375,-4.34375,-23.125,-27.5625,-52.875,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593792695,Raw,-0.8629852,0.70607877,10.551955,131.875,-4.09375,-5.609375,-26.125,-27.0,-50.0625,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593793705,Raw,-0.6668522,0.6276256,10.551955,131.04688,-3.390625,-5.203125,-23.125,-26.0,-57.5,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593794725,Raw,-1.0983448,0.6276256,10.434276,130.3125,-4.65625,-4.84375,-22.125,-25.0625,-57.4375,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593795733,Raw,-0.6276256,0.70607877,10.591182,129.67188,-5.34375,-4.984375,-23.125,-26.125,-56.0625,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593796747,Raw,-1.2160245,0.8237586,10.316595,129.5625,-2.734375,-3.546875,-23.0,-25.8125,-56.9375,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593797756,Raw,-0.98066497,0.8629852,11.061901,129.64063,-4.421875,-4.984375,-17.5625,-26.125,-59.125,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593798776,Raw,-1.0983448,0.70607877,10.591182,129.71875,-3.71875,-5.859375,-18.375,-23.9375,-60.625,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593799784,Raw,-0.74530536,0.8237586,10.1989155,129.64063,-4.5625,-4.109375,-16.0,-22.9375,-61.8125,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593800797,Raw,-1.2160245,0.5491724,10.081236,129.71875,-3.078125,-6.84375,-16.125,-23.4375,-62.75,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593801807,Raw,-1.0591182,0.74530536,10.081236,129.39063,-4.140625,-5.90625,-16.875,-22.4375,-60.75,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593802834,Raw,-1.0198916,0.74530536,10.591182,128.75,-3.953125,-5.4375,-10.5625,-17.125,-51.8125,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593803844,Raw,-0.9414384,1.1375713,10.434276,66.125,-6.59375,-5.09375,8.75,-1.3125,-67.4375,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593804857,Raw,-1.2944778,0.70607877,11.140354,78.328125,-4.0625,-6.890625,-14.0625,-2.9375,-38.5625,,,,,,,,,,1435593763
,ServiceLog,Stanislav,1435593805866,Raw,-1.2160245,0.9022118,10.238142,102.78125,-5.796875,-6.21875,-19.3125,-10.75,-31.625,,,,,,,,,,1435593763
