ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,session_id,race_id
443,Пролетарская 3,natalie,1445540969550,22.10.2015 22:09:29,Raw,-0.881,7.498,7.987,,,,,,,,,,,,,,,,81,119655405,1445540969
,ServiceLog,natalie,1445540970429,22.10.2015 22:09:30,Raw,0.814,8.274,5.152,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,88,119655405,1445540969
,ServiceLog,natalie,1445540971450,22.10.2015 22:09:31,Raw,-0.651,7.01,5.698,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,89,119655405,1445540969
,ServiceLog,natalie,1445540972474,22.10.2015 22:09:32,Raw,-0.679,7.24,6.234,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,87,119655405,1445540969
,ServiceLog,natalie,1445540973498,22.10.2015 22:09:33,Raw,-0.402,7.92,5.832,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,85,119655405,1445540969
,ServiceLog,natalie,1445540974519,22.10.2015 22:09:34,Raw,-1.024,6.962,6.004,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,89,119655405,1445540969
,ServiceLog,natalie,1445540975538,22.10.2015 22:09:35,Raw,-0.747,7.585,5.497,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,85,119655405,1445540969
,ServiceLog,natalie,1445540976558,22.10.2015 22:09:36,Raw,-0.555,7.47,6.761,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,85,119655405,1445540969
,ServiceLog,natalie,1445540977581,22.10.2015 22:09:37,Raw,1.35,8.15,5.889,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,86,119655405,1445540969
,ServiceLog,natalie,1445540978601,22.10.2015 22:09:38,Raw,0.143,8.044,5.707,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,89,119655405,1445540969
,ServiceLog,natalie,1445540979622,22.10.2015 22:09:39,Raw,-0.335,7.814,5.698,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540980641,22.10.2015 22:09:40,Raw,-0.718,7.345,4.683,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540981661,22.10.2015 22:09:41,Raw,-1.225,7.336,6.799,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540982682,22.10.2015 22:09:42,Raw,-1.149,7.345,6.091,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
444,Пролетарская 4,natalie,1445540983103,22.10.2015 22:09:43,Raw,0.191,8.466,6.244,,,,,,,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540983701,22.10.2015 22:09:43,Raw,0.076,8.054,4.989,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540984729,22.10.2015 22:09:44,Raw,-1.637,8.341,4.606,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540985749,22.10.2015 22:09:45,Raw,-0.344,6.694,7.087,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540986773,22.10.2015 22:09:46,Raw,-0.785,6.905,6.502,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540987799,22.10.2015 22:09:47,Raw,-1.752,6.598,5.305,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540988823,22.10.2015 22:09:48,Raw,-0.411,7.805,5.257,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540989843,22.10.2015 22:09:49,Raw,-2.26,6.636,6.962,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540990862,22.10.2015 22:09:50,Raw,-1.838,7.403,5.2,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540991887,22.10.2015 22:09:51,Raw,-0.871,7.278,4.769,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540992909,22.10.2015 22:09:52,Raw,-0.775,6.598,4.348,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540993928,22.10.2015 22:09:53,Raw,-1.551,5.765,4.721,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540994951,22.10.2015 22:09:54,Raw,-0.028,6.857,6.148,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540995971,22.10.2015 22:09:55,Raw,-1.743,6.569,6.253,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540996989,22.10.2015 22:09:56,Raw,-1.139,6.589,5.947,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540998007,22.10.2015 22:09:58,Raw,0.191,8.293,6.043,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445540999028,22.10.2015 22:09:59,Raw,1.015,8.159,5.554,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445541000047,22.10.2015 22:10:00,Raw,-0.306,7.412,6.828,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445541001075,22.10.2015 22:10:01,Raw,-0.095,6.924,4.865,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445541002096,22.10.2015 22:10:02,Raw,-2.001,5.439,5.832,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445541003121,22.10.2015 22:10:03,Raw,0.028,7.671,4.558,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445541004149,22.10.2015 22:10:04,Raw,-0.756,7.719,5.985,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
,ServiceLog,natalie,1445541005165,22.10.2015 22:10:05,Raw,-2.039,6.981,5.593,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,90,119655405,1445540969
