ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,race_id
442,Пролетарская 2,Stanislav,1435589328182,Raw,2.3928225,4.275699,9.45361,293.14063,-23.625,12.953125,35.1875,25.625,42.8125,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589328996,Raw,3.0596747,3.0989013,9.45361,299.04688,-17.265625,17.265625,34.75,26.5,43.875,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589330013,Raw,2.9812214,3.1773546,9.5320635,298.82813,-17.65625,16.484375,34.8125,26.6875,44.25,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589331025,Raw,3.1381278,3.0596747,9.57129,298.76563,-16.859375,17.328125,34.875,26.75,44.8125,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589332044,Raw,3.1381278,3.1381278,9.492837,299.34375,-17.15625,16.453125,35.1875,27.75,41.875,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589333058,Raw,3.0596747,3.1773546,9.5320635,300.75,-17.390625,17.15625,34.75,28.875,39.6875,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589334074,Raw,3.0989013,3.1381278,9.492837,301.1875,-17.03125,17.03125,35.4375,28.5,41.0,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589335086,Raw,3.0989013,3.1773546,9.5320635,301.85938,-17.65625,17.1875,34.125,27.75,42.3125,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589336107,Raw,3.1381278,2.7850885,9.68897,302.15625,-15.78125,17.796875,35.0625,27.3125,42.5625,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589337121,Raw,3.0989013,3.0596747,9.5320635,303.29688,-16.765625,17.671875,35.375,30.25,33.5625,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589338142,Raw,3.2950344,2.8635418,9.45361,308.59375,-16.15625,18.859375,35.75,33.25,22.9375,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589339153,Raw,2.6281822,2.9812214,9.57129,309.54688,-16.65625,16.015625,35.3125,34.3125,22.5,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589340169,Raw,2.8635418,3.1773546,9.414384,310.42188,-17.171875,16.0625,35.375,34.125,21.8125,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589341180,Raw,1.7259704,4.7464185,9.963556,310.51563,-18.953125,10.75,35.6875,33.375,23.125,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589342198,Raw,-0.6276256,4.864098,8.982891,297.6875,-28.40625,-3.5,36.375,34.0,27.125,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589343211,Raw,1.9613299,2.2359161,9.649743,307.01563,-12.8125,11.125,39.1875,28.5625,23.5,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589344227,Raw,1.2552512,3.4519408,9.767424,301.51563,-19.3125,6.90625,38.5,29.625,26.25,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589345239,Raw,3.726527,3.1381278,9.414384,302.375,-15.6875,16.125,37.0,29.8125,24.875,,,,,,,,,,1435589179
,ServiceLog,Stanislav,1435589346259,Raw,3.4911673,3.0596747,9.728196,304.07813,-15.34375,16.859375,37.0625,32.375,32.25,,,,,,,,,,1435589179
443,Пролетарская 3,Stanislav,1435589346739,Raw,2.5889556,2.745862,9.610517,309.10938,-15.75,15.515625,36.6875,35.9375,44.75,,,,,,,,,,1435589179
