ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing
682,Лиговский проспект 2,Stanislav,1435680322860,Raw,5.4524975,1.0198916,8.982891,138.54688,-2.1875,31.265625,-35.125,-18.125,-28.875,,,,,,,,,
,ServiceLog,Stanislav,1435680323181,Raw,5.2563643,0.588399,8.825985,134.57813,-3.609375,30.09375,-35.4375,-19.0,-29.75,,,,,,,,,
,ServiceLog,Stanislav,1435680324194,Raw,5.1779113,-0.0392266,9.179024,135.28125,0.140625,29.25,-35.625,-16.625,-30.3125,,,,,,,,,
,ServiceLog,Stanislav,1435680325378,Raw,5.217138,-0.0392266,9.257478,135.51563,0.140625,29.234375,-34.875,-16.375,-30.375,,,,,,,,,
,ServiceLog,Stanislav,1435680326392,Raw,5.217138,0.0392266,9.257478,135.76563,0.359375,29.3125,-34.25,-16.125,-29.625,,,,,,,,,
,ServiceLog,Stanislav,1435680327409,Raw,5.217138,-0.0,9.296704,136.25,-0.140625,29.6875,-34.1875,-16.5625,-29.5625,,,,,,,,,
,ServiceLog,Stanislav,1435680328418,Raw,5.217138,-0.0,9.218251,136.45313,0.140625,29.4375,-34.375,-16.8125,-30.3125,,,,,,,,,
,ServiceLog,Stanislav,1435680329434,Raw,5.1779113,-0.0,9.335931,136.71875,0.359375,29.4375,-34.625,-16.75,-29.0,,,,,,,,,
,ServiceLog,Stanislav,1435680330442,Raw,5.295591,0.0392266,9.296704,136.65625,0.140625,29.546875,-34.75,-17.0625,-28.875,,,,,,,,,
,ServiceLog,Stanislav,1435680331457,Raw,5.217138,0.0784532,9.375157,136.625,0.359375,29.1875,-34.5625,-17.5625,-27.5,,,,,,,,,
,ServiceLog,Stanislav,1435680332473,Raw,5.2563643,-0.0,9.218251,136.64063,-0.359375,29.109375,-34.125,-17.75,-26.375,,,,,,,,,
,ServiceLog,Stanislav,1435680333506,Raw,5.2563643,-0.0784532,9.257478,136.84375,0.59375,29.84375,-33.3125,-17.4375,-26.125,,,,,,,,,
,ServiceLog,Stanislav,1435680334513,Raw,5.1386843,0.0784532,9.296704,136.5625,-0.359375,29.640625,-33.625,-16.8125,-26.375,,,,,,,,,
,ServiceLog,Stanislav,1435680335529,Raw,5.060231,-0.2745862,9.414384,136.34375,0.8125,27.609375,-32.1875,-15.9375,-26.125,,,,,,,,,
,ServiceLog,Stanislav,1435680336539,Raw,5.0994577,-0.1176798,9.335931,136.40625,0.140625,28.609375,-30.5625,-17.125,-22.75,,,,,,,,,
,ServiceLog,Stanislav,1435680337552,Raw,5.0994577,-0.1176798,9.335931,136.70313,0.59375,28.625,-31.4375,-16.8125,-24.125,,,,,,,,,
,ServiceLog,Stanislav,1435680338560,Raw,5.217138,-0.1176798,9.335931,136.9375,0.59375,29.1875,-31.1875,-16.25,-24.25,,,,,,,,,
,ServiceLog,Stanislav,1435680339575,Raw,5.2563643,-0.1569064,9.257478,137.125,0.8125,29.5625,-31.9375,-16.6875,-23.875,,,,,,,,,
,ServiceLog,Stanislav,1435680340587,Raw,5.295591,-0.19613299,9.257478,136.76563,1.234375,29.71875,-33.25,-15.6875,-26.125,,,,,,,,,
,ServiceLog,Stanislav,1435680341603,Raw,5.217138,-0.1176798,9.296704,136.1875,0.59375,29.421875,-34.625,-14.625,-29.9375,,,,,,,,,
,ServiceLog,Stanislav,1435680342611,Raw,5.2563643,-0.19613299,9.218251,136.15625,0.59375,29.421875,-34.0,-15.6875,-28.5,,,,,,,,,
