ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,race_id
492,Гостиный двор 2, julia,1445602714575,23 Окт 2015 г. 15:18:34,Raw,-2.914342,6.3182983,6.9647326,356.5815,-43.321518,-20.547834,10.98,59.699997,-37.2,-0.21594086,-0.0033597588,0.06688975,,,,,,,74,1445602585
,ServiceLog, julia,1445602715242,23 Окт 2015 г. 15:18:35,Raw,-3.4919431,5.5647235,6.909666,358.456,-42.38033,-18.4301,8.34,60.66,-34.98,-0.03604105,0.023823744,-0.04428773,,,,,,,84,1445602585
,ServiceLog, julia,1445602716267,23 Окт 2015 г. 15:18:36,Raw,-4.31076,5.7766104,6.14831,356.9753,-41.700397,-29.312912,15.48,59.52,-30.96,-0.03634648,-0.057726767,-0.056199603,,,,,,,73,1445602585
,ServiceLog, julia,1445602717291,23 Окт 2015 г. 15:18:37,Raw,-3.7762547,5.6658783,6.381745,2.3534007,-39.558548,-24.42436,9.96,64.92,-36.54,0.011911872,-0.38728857,-0.025045475,,,,,,,72,1445602585
,ServiceLog, julia,1445602718317,23 Окт 2015 г. 15:18:38,Raw,-2.8904,4.44304,7.8637557,3.8090637,-35.659134,-10.5115,-2.22,70.5,-34.98,0.15454891,0.10934488,-0.021991149,,,,,,,79,1445602585
,ServiceLog, julia,1445602719345,23 Окт 2015 г. 15:18:39,Raw,-0.13946225,2.4313118,8.765771,14.250919,-23.57058,-0.9081779,-13.38,78.479996,-14.219999,-0.013439035,-0.14446963,-0.5103779,,,,,,,85,1445602585
,ServiceLog, julia,1445602720369,23 Окт 2015 г. 15:18:40,Raw,-0.018555064,4.2969937,9.027337,51.536777,-24.680628,-3.7428973,-57.3,65.82,-6.3599997,0.16707164,-0.5635232,-0.95081174,,,,,,,88,1445602585
,ServiceLog, julia,1445602721396,23 Окт 2015 г. 15:18:41,Raw,-0.44771573,4.9338512,8.16722,100.759254,-33.65386,0.90944993,-19.32,14.58,25.92,0.04642576,-1.176221,-1.2669345,,,,,,,85,1445602585
,ServiceLog, julia,1445602722421,23 Окт 2015 г. 15:18:42,Raw,1.086369,4.95899,9.333796,96.09228,-19.48935,15.770495,-4.98,4.74,16.199999,-0.7079928,0.2302962,0.35430184,,,,,,,85,1445602585
,ServiceLog, julia,1445602723446,23 Окт 2015 г. 15:18:43,Raw,0.40940848,5.6604915,6.987478,94.441986,-30.6262,11.851595,-30.66,8.639999,25.38,0.0693332,-0.30665436,0.01160644,,,,,,,74,1445602585
,ServiceLog, julia,1445602724472,23 Окт 2015 г. 15:18:44,Raw,-1.6819267,5.080496,8.417415,94.66849,-19.379599,-1.4414909,-40.5,0.78,15.24,-0.34391713,0.16279559,0.087964594,,,,,,,79,1445602585
,ServiceLog, julia,1445602725499,23 Окт 2015 г. 15:18:45,Raw,-0.22924481,4.8787847,7.350199,85.51135,-19.3182,-1.5356379,-45.78,7.98,8.4,-0.004276057,-0.05467244,-0.064446285,,,,,,,76,1445602585
,ServiceLog, julia,1445602726523,23 Окт 2015 г. 15:18:46,Raw,0.18136078,3.3345244,8.497621,96.60806,-11.409507,-7.679324,-48.84,5.7599998,-5.7599998,-0.28527406,-0.0852157,-1.434617,,,,,,,80,1445602585
,ServiceLog, julia,1445602727552,23 Окт 2015 г. 15:18:47,Raw,-0.32561144,4.261679,7.5255747,139.5781,-8.0022135,17.849072,-20.939999,-19.439999,-15.48,-0.035124753,-0.17867808,-0.49541172,,,,,,,73,1445602585
,ServiceLog, julia,1445602728577,23 Окт 2015 г. 15:18:48,Raw,-0.6991069,1.6418238,7.414244,185.11143,-12.978914,26.98476,-2.52,-13.98,-17.4,-0.02076942,-0.15271631,-0.3549127,,,,,,,78,1445602585
,ServiceLog, julia,1445602729609,23 Окт 2015 г. 15:18:49,Raw,-2.6515784,1.2683283,9.408015,32.369873,8.876314,9.670383,-8.82,27.42,-34.5,-0.6105598,-0.8222246,-0.9624182,,,,,,,77,1445602585
,ServiceLog, julia,1445602730640,23 Окт 2015 г. 15:18:50,Raw,-6.027403,-6.2488666,0.4914099,354.21106,12.022382,-50.650154,17.46,67.439995,-5.04,-0.6743952,3.011871,-0.87872964,,,,,,,76,1445602585
,ServiceLog, julia,1445602731673,23 Окт 2015 г. 15:18:51,Raw,-5.722142,-4.7321396,6.3446345,355.59946,0.5787604,-24.30075,16.74,65.88,-16.32,-0.4728097,-0.9850202,-0.13530666,,,,,,,74,1445602585
,ServiceLog, julia,1445602732723,23 Окт 2015 г. 15:18:52,Raw,-5.954978,-8.582016,0.5566519,353.2978,19.986784,-89.21921,6.8999996,70.86,10.8,-0.07452556,0.020463986,0.12644911,,,,,,,78,1445602585
,ServiceLog, julia,1445602733788,23 Окт 2015 г. 15:18:53,Raw,-4.474763,-7.4627266,0.516549,8.164467,155.72653,-83.17353,-1.8,74.159996,14.88,0.37812558,0.9456194,-0.061391957,,,,,,,86,1445602585
,ServiceLog, julia,1445602734852,23 Окт 2015 г. 15:18:54,Raw,-4.2263646,-15.797542,-2.6539726,347.94266,172.76704,-60.320126,-17.279999,76.86,17.52,-2.6187794,-0.09101892,1.2299771,,,,,,,78,1445602585
,ServiceLog, julia,1445602735916,23 Окт 2015 г. 15:18:55,Raw,-4.655525,-10.67395,-0.7134721,105.43071,152.48703,-21.115047,-29.88,82.08,11.219999,-0.42149702,-0.4981606,-0.30024028,,,,,,,75,1445602585
,ServiceLog, julia,1445602736978,23 Окт 2015 г. 15:18:56,Raw,-0.92057055,-10.292074,-0.39803603,54.489105,71.77048,-17.234598,-43.14,81.299995,-4.62,0.52595496,-2.024102,-0.35430184,,,,,,,77,1445602585
,ServiceLog, julia,1445602738042,23 Окт 2015 г. 15:18:58,Raw,-0.24600422,-8.133701,-0.93972415,68.90789,74.96426,-12.331491,-43.079998,80.58,-12.0,0.81031275,-2.1288655,-0.053450707,,,,,,,78,1445602585
,ServiceLog, julia,1445602739102,23 Окт 2015 г. 15:18:59,Raw,-0.623091,-8.403648,-0.4818331,74.071266,77.757576,-8.727939,-37.26,84.9,-15.24,1.0216721,-3.179248,-0.08979719,,,,,,,84,1445602585
,ServiceLog, julia,1445602740141,23 Окт 2015 г. 15:19:00,Raw,-3.8247373,-12.57734,-0.017357962,105.11913,84.311905,-5.5483217,-35.04,88.68,-19.02,0.42210788,-0.12156218,-0.23335053,,,,,,,81,1445602585
,ServiceLog, julia,1445602741194,23 Окт 2015 г. 15:19:01,Raw,-3.7541082,-9.138069,-1.5191209,111.82815,77.1343,-2.0404048,-34.2,99.72,-20.52,2.087021,-1.2113458,-0.3472769,,,,,,,90,1445602585
,ServiceLog, julia,1445602742258,23 Окт 2015 г. 15:19:02,Raw,-0.91937345,-8.951322,1.2892777,135.79799,78.06142,-2.2201207,-34.2,102.36,-22.14,1.8881844,0.09162979,0.44593164,,,,,,,82,1445602585
,ServiceLog, julia,1445602743326,23 Окт 2015 г. 15:19:03,Raw,0.30945057,-10.33936,-2.8874073,120.180595,78.02826,10.144383,-31.26,96.659996,-18.6,1.2113458,-2.0793853,-0.7476991,,,,,,,80,1445602585
,ServiceLog, julia,1445602744388,23 Окт 2015 г. 15:19:04,Raw,-3.876811,-11.023503,0.6302736,146.8277,102.82571,9.108763,-34.38,90.18,-18.539999,0.43982297,-1.8057177,-0.50243664,,,,,,,85,1445602585
,ServiceLog, julia,1445602745450,23 Окт 2015 г. 15:19:05,Raw,1.4628572,-13.417107,-1.929128,112.44293,106.39954,-0.5613409,-40.8,87.42,-19.56,-0.24007004,-2.9000828,-0.098043874,,,,,,,84,1445602585
,ServiceLog, julia,1445602746519,23 Окт 2015 г. 15:19:06,Raw,7.071873,-14.64593,-3.9600096,157.1122,121.35137,8.54198,-40.02,88.92,-15.42,-2.3124304,0.26083946,0.29352075,,,,,,,84,1445602585
,ServiceLog, julia,1445602747582,23 Окт 2015 г. 15:19:07,Raw,3.554791,-13.662512,4.028843,102.16287,123.1669,1.029004,-39.6,87.6,-13.0199995,-3.2085698,-2.4211645,0.3136793,,,,,,,86,1445602585
