ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z,race_id
913,Чкаловская 3,Stanislav,1418310756649,Raw,1.6475172,7.2176943,7.100014,125.765625,-42.546875,8.8125,-33.25,0.0,0.0,0.0,1418310756
,ServiceLog,Stanislav,1418310757394,Raw,1.2552512,6.590069,8.041452,137.5625,-38.96875,6.875,-38.75,0.0,0.0,0.0,1418310756
,ServiceLog,Stanislav,1418310758408,Raw,0.78453195,6.7077484,7.963,139.14063,-40.171875,5.765625,-38.5625,0.0,0.0,0.0,1418310756
,ServiceLog,Stanislav,1418310759418,Raw,1.0198916,6.7862015,8.1983595,140.09375,-40.453125,6.921875,-38.3125,0.0,0.0,0.0,1418310756
,ServiceLog,Stanislav,1418310760435,Raw,0.8237586,6.590069,8.041452,140.84375,-39.546875,5.75,-37.5625,0.0,0.0,0.0,1418310756
,ServiceLog,Stanislav,1418310761459,Raw,1.372931,6.7077484,8.002226,146.07813,-39.359375,6.0,-42.6875,0.0,0.0,0.0,1418310756
,ServiceLog,Stanislav,1418310762477,Raw,1.0983448,6.6292953,8.041452,147.71875,-38.828125,5.609375,-41.9375,0.0,0.0,0.0,1418310756
,ServiceLog,Stanislav,1418310763494,Raw,1.0591182,6.433162,8.119906,148.26563,-39.296875,5.6875,-43.6875,0.0,0.0,0.0,1418310756
,ServiceLog,Stanislav,1418310764518,Raw,1.1375713,6.590069,8.080679,148.9375,-38.265625,5.484375,-43.625,0.0,0.0,0.0,1418310756
,ServiceLog,Stanislav,1418310765534,Raw,1.4513842,6.550842,8.159133,149.21875,-39.15625,6.640625,-42.5,0.0,0.0,0.0,1418310756
,ServiceLog,Stanislav,1418310766551,Raw,0.78453195,6.6292953,8.080679,148.95313,-37.78125,4.421875,-47.1875,0.0,0.0,0.0,1418310756
,ServiceLog,Stanislav,1418310767567,Raw,0.8629852,6.6292953,8.1983595,148.40625,-38.296875,3.953125,-41.3125,0.0,0.0,0.0,1418310756
,ServiceLog,Stanislav,1418310768596,Raw,0.35303938,7.0607877,8.237586,146.95313,-40.59375,1.796875,-35.625,0.0,0.0,0.0,1418310756
