ID,Name,User,TimeStamp,Type,X,Y,Z
512,Василеостровская 2,alex,1417272392979,Raw,-0.34476504,0.8523358,9.404425
,ServiceLog,alex,1417272393816,Raw,0.545878,0.7469909,10.237606
,ServiceLog,alex,1417272395095,Raw,-0.50757074,0.6512229,9.500193
,ServiceLog,alex,1417272396322,Raw,-0.545878,0.60333884,9.653421
,ServiceLog,alex,1417272397524,Raw,-0.34476504,0.6607997,9.461885
,ServiceLog,alex,1417272398788,Raw,-0.40222588,0.6991069,9.442732
,ServiceLog,alex,1417272400015,Raw,-0.34476504,0.7086837,9.471462
,ServiceLog,alex,1417272401233,Raw,-0.32561144,0.7757214,9.414001
,ServiceLog,alex,1417272402453,Raw,-0.25857377,0.7086837,9.461885
,ServiceLog,alex,1417272403720,Raw,-0.33518824,1.1204864,8.695741
,ServiceLog,alex,1417272404954,Raw,-0.6512229,0.9768343,9.768343
,ServiceLog,alex,1417272406230,Raw,-0.23942018,0.92895025,9.481039
,ServiceLog,alex,1417272407456,Raw,-0.22984336,0.90021986,9.615114
,ServiceLog,alex,1417272408765,Raw,-0.25857377,0.8331822,9.461885
,ServiceLog,alex,1417272409994,Raw,-0.25857377,0.89064306,9.442732
,ServiceLog,alex,1417272411219,Raw,-0.2873042,0.842759,9.5385
,ServiceLog,alex,1417272412429,Raw,-0.2873042,0.8810662,9.5385
,ServiceLog,alex,1417272413773,Raw,-0.31603462,0.8619126,9.500193
,ServiceLog,alex,1417272415014,Raw,-0.36391866,0.8523358,9.509769
,ServiceLog,alex,1417272416231,Raw,-0.30645782,0.89064306,9.519346
,ServiceLog,alex,1417272417421,Raw,-0.22026655,0.82360536,9.471462
,ServiceLog,alex,1417272418654,Raw,-0.24899697,0.81402856,9.452309
,ServiceLog,alex,1417272419886,Raw,-0.30645782,0.79487497,9.500193
,ServiceLog,alex,1417272421140,Raw,-0.23942018,0.82360536,9.548077
,ServiceLog,alex,1417272422326,Raw,-0.22026655,0.7757214,9.471462
,ServiceLog,alex,1417272423631,Raw,-0.23942018,0.7661445,9.5385
,ServiceLog,alex,1417272424869,Raw,-0.21068975,0.82360536,9.414001
,ServiceLog,alex,1417272426092,Raw,-0.21068975,0.7757214,9.509769
,ServiceLog,alex,1417272427279,Raw,-0.20111294,0.79487497,9.548077
,ServiceLog,alex,1417272428506,Raw,-0.24899697,0.7469909,9.5385
,ServiceLog,alex,1417272429730,Raw,-0.11492168,0.90021986,9.528923
513,Василеостровская 3,alex,1417272430088,Raw,-0.1340753,0.7278373,9.548077
