ID,Name,User,TimeStamp,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic,Gyro_X,Gyro_Y,Gyro_Z
242,Звёздная 2,Stanislav,1418732855620,Raw,-1.4513842,6.354709,8.159133,5.25,-39.15625,-2.296875,-3.125,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732856519,Raw,0.4707192,7.256921,7.1784678,5.75,-45.21875,2.609375,-2.0,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732857531,Raw,1.176798,7.6884136,7.531507,0.359375,-46.515625,3.4375,2.0,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732858545,Raw,0.5099458,7.453054,7.256921,358.90625,-46.421875,2.546875,1.375,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732859571,Raw,0.35303938,7.60996,7.1784678,0.0625,-47.375,2.296875,-2.75,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732860597,Raw,0.5491724,7.72764,7.139241,1.46875,-46.71875,3.0,-2.1875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732861613,Raw,0.2353596,7.72764,6.433162,2.546875,-50.21875,1.3125,-2.625,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732862642,Raw,0.2353596,7.4922805,7.2176943,3.296875,-46.125,1.28125,-2.375,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732863654,Raw,-0.588399,7.5707335,7.8845463,4.921875,-42.703125,-3.328125,-5.5625,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732864695,Raw,-0.0,7.256921,8.8652115,359.5,-40.28125,-0.78125,2.5625,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732865716,Raw,-0.39226598,6.943108,7.806093,347.28125,-43.46875,-1.84375,7.9375,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732866755,Raw,-0.35303938,7.6491866,8.316039,345.6875,-41.546875,-1.953125,8.625,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732867779,Raw,-0.1176798,7.2176943,7.4138274,343.76563,-43.203125,-0.140625,8.6875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732868821,Raw,-0.3138128,6.1978025,8.394492,327.5,-35.6875,-1.453125,15.0,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732869836,Raw,-0.35303938,6.1193495,8.472945,299.53125,-35.453125,-1.703125,24.5,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732870991,Raw,-0.5491724,6.550842,8.119906,298.39063,-40.171875,-4.703125,25.625,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732872021,Raw,-0.1569064,6.4723887,8.472945,299.875,-37.40625,-1.03125,26.25,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732873049,Raw,-0.2353596,6.7862015,8.825985,308.73438,-37.546875,-1.203125,20.125,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732874074,Raw,-0.4314926,6.746975,8.159133,315.26563,-39.546875,-2.296875,15.625,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732875107,Raw,-0.1176798,6.9823346,8.394492,316.42188,-40.046875,-3.046875,13.6875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732876146,Raw,-0.0784532,6.237029,8.276813,322.01563,-37.0625,-0.140625,14.3125,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732877177,Raw,-0.2353596,6.237029,8.433719,327.125,-36.171875,-1.03125,12.4375,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732878202,Raw,-0.1176798,6.1978025,8.433719,328.14063,-35.59375,-0.84375,11.1875,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732879252,Raw,-0.0784532,6.2762556,8.472945,354.54688,-35.84375,0.0,0.5,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732880262,Raw,-0.19613299,6.237029,8.316039,355.8125,-36.296875,-1.875,0.75,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732881277,Raw,-0.35303938,6.080123,8.472945,356.1875,-35.390625,-2.0625,1.0,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732882306,Raw,-0.5099458,6.0408964,8.512172,356.53125,-35.328125,-2.765625,0.5625,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732883325,Raw,-0.8629852,6.1978025,8.708305,356.85938,-35.3125,-4.59375,0.375,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732884350,Raw,-0.4314926,6.1193495,8.472945,357.79688,-35.15625,-3.390625,-0.8125,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732885373,Raw,-0.5099458,6.080123,8.786758,358.85938,-34.671875,-2.71875,-1.0625,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732886396,Raw,-0.2353596,6.4723887,8.159133,350.57813,-42.421875,-1.5625,4.5625,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732887435,Raw,-0.0784532,6.1193495,8.394492,349.625,-35.734375,-0.359375,4.75,0.0,0.0,0.0
,ServiceLog,Stanislav,1418732888468,Raw,0.0784532,5.962443,8.825985,13.765625,-33.984375,0.359375,-14.0,0.0,0.0,0.0
243,Звёздная 3,Stanislav,1418732888953,Raw,-0.8237586,5.295591,8.8652115,38.625,-29.90625,-1.234375,-34.625,0.0,0.0,0.0
