ID,Name,User,TimeStamp,DateTime,Type,Accel_X,Accel_Y,Accel_Z,Azimuth,Pitch,Roll,Magnetic_X,Magnetic_Y,Magnetic_Z,Gyro_X,Gyro_Y,Gyro_Z,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Accuracy,GPS_Speed,GPS_Bearing,Audio,session_id,race_id
493,Гостиный двор 3,natalie,1445537822146,22.10.2015 21:17:02,Raw,0.574,2.346,9.136,,,,,,,,,,,,,,,,84,119655405,1445537822
,ServiceLog,natalie,1445537822274,22.10.2015 21:17:02,Raw,0.469,2.336,8.973,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,84,119655405,1445537822
,ServiceLog,natalie,1445537823312,22.10.2015 21:17:03,Raw,0.756,2.193,9.213,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,76,119655405,1445537822
,ServiceLog,natalie,1445537824336,22.10.2015 21:17:04,Raw,0.086,2.557,9.194,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,77,119655405,1445537822
,ServiceLog,natalie,1445537825361,22.10.2015 21:17:05,Raw,0.526,2.863,9.529,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,77,119655405,1445537822
,ServiceLog,natalie,1445537826379,22.10.2015 21:17:06,Raw,0.498,2.432,9.414,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,78,119655405,1445537822
,ServiceLog,natalie,1445537827399,22.10.2015 21:17:07,Raw,1.11,2.394,10.793,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,78,119655405,1445537822
,ServiceLog,natalie,1445537828422,22.10.2015 21:17:08,Raw,-1.896,3.217,9.136,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,81,119655405,1445537822
,ServiceLog,natalie,1445537829443,22.10.2015 21:17:09,Raw,-0.43,2.921,9.107,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,86,119655405,1445537822
,ServiceLog,natalie,1445537830470,22.10.2015 21:17:10,Raw,5.286,1.676,8.293,334.6875,-37.34375,3.640625,39.42,-36.06,-135.42,,,,,,,,,,85,119655405,1445537822
