Accel_X,Accel_Y,Accel_Z,Audio,Azimuth,DateTime,GPS_Accuracy,GPS_Alt,GPS_Bearing,GPS_Lat,GPS_Lon,GPS_Speed,Gyro_X,Gyro_Y,Gyro_Z,ID,Magnetic_X,Magnetic_Y,Magnetic_Z,Name,Pitch,Roll,TimeStamp,Type,User,race_id,session_id
-2.1774902,-7.4730835,-5.145157,59,58.39392,22 окт. 2015 г. 20:35:25,,,,,,,-0.025390625,-0.057861328,0.04737854,373,-46.37146,-30.573845,-6.4201202,Удельная 3,123.77802,-11.737737,1445535325718,Raw,lena ,1445535326,119655405
-3.4416199,-7.0612335,-5.092682,57,87.82016,22 окт. 2015 г. 20:35:26,,,,,,,-0.016494751,0.0065612793,-0.0134887695,,-67.54398,-5.694008,-21.577438,ServiceLog,125.55799,-19.883394,1445535326609,Raw,lena ,1445535326,119655405
-3.5829926,-7.006241,-4.9431915,66,96.71265,22 окт. 2015 г. 20:35:27,,,,,,,0.019104004,-0.00944519,-0.0042419434,,-76.63765,0.5191803,-19.942078,ServiceLog,126.118004,-22.359825,1445535327642,Raw,lena ,1445535326,119655405
-3.606369,-7.0398407,-5.064621,62,98.07208,22 окт. 2015 г. 20:35:28,,,,,,,0.013763428,-0.0019683838,0.0028686523,,-77.93541,5.6425095,-12.294945,ServiceLog,126.05126,-22.99075,1445535328666,Raw,lena ,1445535326,119655405
-3.2559662,-7.226181,-4.9738617,64,92.53314,22 окт. 2015 г. 20:35:29,,,,,,,-0.037490845,0.00869751,0.028869629,,-83.540535,-3.4866333,0.08355713,ServiceLog,124.26723,-20.023314,1445535329682,Raw,lena ,1445535326,119655405
-3.2793427,-7.237091,-5.227661,66,90.47302,22 окт. 2015 г. 20:35:30,,,,,,,-0.030014038,0.0022888184,0.0007324219,,-93.97011,-7.3349,8.780113,ServiceLog,124.74479,-20.496765,1445535330923,Raw,lena ,1445535326,119655405
-3.4815521,-7.082245,-4.876602,62,90.47473,22 окт. 2015 г. 20:35:31,,,,,,,-0.026809692,0.018676758,-0.015991211,,-98.36197,-13.57193,9.001366,ServiceLog,124.74149,-22.13036,1445535331949,Raw,lena ,1445535326,119655405
-3.3302917,-7.053711,-5.110321,67,90.71414,22 окт. 2015 г. 20:35:32,,,,,,,0.008773804,0.005859375,-0.008865356,,-99.61491,-21.810913,16.15316,ServiceLog,126.61054,-21.401346,1445535332975,Raw,lena ,1445535326,119655405
-3.214859,-7.1699524,-5.257614,68,90.80591,22 окт. 2015 г. 20:35:33,,,,,,,0.014480591,0.0012207031,0.0025177002,,-92.76943,-21.533203,28.900925,ServiceLog,125.54508,-20.722994,1445535333985,Raw,lena ,1445535326,119655405
-2.9240265,-7.2768555,-5.112198,69,90.26965,22 окт. 2015 г. 20:35:35,,,,,,,-0.03286743,0.022949219,-0.015274048,,-84.83276,-29.891777,42.148033,ServiceLog,125.21136,-18.80211,1445535335012,Raw,lena ,1445535326,119655405
-2.714798,-7.2849884,-5.3244934,70,85.029144,22 окт. 2015 г. 20:35:36,,,,,,,0.0066375732,-0.01550293,-0.022750854,,-78.30315,-37.436295,42.99356,ServiceLog,124.85145,-18.360577,1445535336031,Raw,lena ,1445535326,119655405
-2.6690674,-7.372711,-5.1796265,70,84.55322,22 окт. 2015 г. 20:35:37,,,,,,,0.008773804,0.012268066,0.006790161,,-71.128654,-55.016327,44.25508,ServiceLog,125.21144,-16.229933,1445535337083,Raw,lena ,1445535326,119655405
-2.6690674,-7.372711,-5.1796265,70,84.55322,22 окт. 2015 г. 20:35:37,,,,,,,0.008773804,0.012268066,0.006790161,374,-71.128654,-55.016327,44.25508,Удельная 4,125.21144,-16.229933,1445535337372,Raw,lena ,1445535326,119655405
